"","reference_period_qq","CSDuid","date_pbi","metcode","metro","municipality","inventory","num_structures","unitsperstructure","avgstorycount","ref_yy","ref_qq","population","inventory_per_10kpop"
"38","1988-2","2421500","June 30, 1988","1400",NA,NA,6,8,0.75,0,1988,2,"641710.984",0.0935000358354471
"39","1988-2","2421550","June 30, 1988","1400",NA,NA,15,10,1.5,0,1988,2,"641710.984",0.233750089588618
"40","1988-2","2421600","June 30, 1988","1400",NA,NA,21,11,1.90909090909091,0,1988,2,"641710.984",0.327250125424065
"41","1988-2","2421650","June 30, 1988","1400",NA,NA,8,13,0.615384615384615,0,1988,2,"641710.984",0.124666714447263
"42","1988-2","2421700","June 30, 1988","1400",NA,NA,11,12,0.916666666666667,0,1988,2,"641710.984",0.171416732364986
"43","1988-2","2421780","June 30, 1988","1400",NA,NA,6,9,0.666666666666667,0,1988,2,"641710.984",0.0935000358354471
"44","1988-2","2429110","June 30, 1988","1400",NA,NA,20,48,0.416666666666667,0,1988,2,"641710.984",0.311666786118157
"45","1988-2","2429130","June 30, 1988","1400",NA,NA,1,1,1,0,1988,2,"641710.984",0.0155833393059078
"46","1988-2","2429140","June 30, 1988","1400",NA,NA,13,1,13,0,1988,2,"641710.984",0.202583410976802
"47","1988-2","2429160","June 30, 1988","1400",NA,NA,1,3,0.333333333333333,0,1988,2,"641710.984",0.0155833393059078
"48","1988-2","2452440","June 30, 1988","1060",NA,NA,11,7,1.57142857142857,0,1988,2,"3315750.79",0.0331749902108898
"49","1988-2","2452550","June 30, 1988","1060",NA,NA,11,11,1,0,1988,2,"3315750.79",0.0331749902108898
"50","1988-2","2452700","June 30, 1988","1060",NA,NA,12,20,0.6,0,1988,2,"3315750.79",0.0361908984118797
"51","1988-2","2452780","June 30, 1988","1060",NA,NA,13,28,0.464285714285714,0,1988,2,"3315750.79",0.0392068066128697
"52","1988-2","2456120","June 30, 1988","1060",NA,NA,30,23,1.30434782608696,0,1988,2,"3315750.79",0.0904772460296994
"53","1988-2","2456200","June 30, 1988","1060",NA,NA,6,7,0.857142857142857,0,1988,2,"3315750.79",0.0180954492059399
"54","1988-2","2456280","June 30, 1988","1060",NA,NA,13,14,0.928571428571429,0,1988,2,"3315750.79",0.0392068066128697
"55","1988-2","2456310","June 30, 1988","1060",NA,NA,49,38,1.28947368421053,0,1988,2,"3315750.79",0.147779501848509
"56","1988-2","2456400","June 30, 1988","1060",NA,NA,120,151,0.794701986754967,0,1988,2,"3315750.79",0.361908984118797
"57","1988-2","2456450","June 30, 1988","1060",NA,NA,23,3,7.66666666666667,0,1988,2,"3315750.79",0.0693658886227695
"58","1988-2","2456580","June 30, 1988","1060",NA,NA,85,4,21.25,0,1988,2,"3315750.79",0.256352197084148
"59","1988-2","2456650","June 30, 1988","1060",NA,NA,208,110,1.89090909090909,0,1988,2,"3315750.79",0.627308905805915
"60","1988-2","2456750","June 30, 1988","1060",NA,NA,60,69,0.869565217391304,0,1988,2,"3315750.79",0.180954492059399
"61","1988-2","2457110","June 30, 1988","1060",NA,NA,2,2,1,0,1988,2,"3315750.79",0.00603181640197996
"62","1988-2","2457150","June 30, 1988","1060",NA,NA,34,59,0.576271186440678,0,1988,2,"3315750.79",0.102540878833659
"63","1988-2","2457200","June 30, 1988","1060",NA,NA,1,2,0.5,0,1988,2,"3315750.79",0.00301590820098998
"64","1988-2","2457280","June 30, 1988","1060",NA,NA,36,58,0.620689655172414,0,1988,2,"3315750.79",0.108572695235639
"65","1988-2","2457320","June 30, 1988","1060",NA,NA,76,114,0.666666666666667,0,1988,2,"3315750.79",0.229209023275238
"66","1988-2","2457400","June 30, 1988","1060",NA,NA,15,22,0.681818181818182,0,1988,2,"3315750.79",0.0452386230148497
"67","1988-2","2462110","June 30, 1988","1060",NA,NA,4,9,0.444444444444444,0,1988,2,"3315750.79",0.0120636328039599
"68","1988-2","2462200","June 30, 1988","1060",NA,NA,14,152,0.0921052631578947,0,1988,2,"3315750.79",0.0422227148138597
"69","1988-2","2462240","June 30, 1988","1060",NA,NA,1,65,0.0153846153846154,0,1988,2,"3315750.79",0.00301590820098998
"70","1988-2","2462260","June 30, 1988","1060",NA,NA,0,1,0,0,1988,2,"3315750.79",0
"71","1988-2","2462280","June 30, 1988","1060",NA,NA,41,65,0.630769230769231,0,1988,2,"3315750.79",0.123652236240589
"72","1988-2","2462310","June 30, 1988","1060",NA,NA,58,96,0.604166666666667,0,1988,2,"3315750.79",0.174922675657419
"73","1988-2","2462510","June 30, 1988","1060",NA,NA,26,53,0.490566037735849,0,1988,2,"3315750.79",0.0784136132257394
"74","1988-2","2463110","June 30, 1988","1060",NA,NA,34,89,0.382022471910112,0,1988,2,"3315750.79",0.102540878833659
"75","1988-2","2463130","June 30, 1988","1060",NA,NA,33,52,0.634615384615385,0,1988,2,"3315750.79",0.0995249706326693
"76","1988-2","2463150","June 30, 1988","1060",NA,NA,33,44,0.75,0,1988,2,"3315750.79",0.0995249706326693
"77","1988-2","2463170","June 30, 1988","1060",NA,NA,26,38,0.684210526315789,0,1988,2,"3315750.79",0.0784136132257394
"78","1988-2","2463190","June 30, 1988","1060",NA,NA,67,124,0.540322580645161,0,1988,2,"3315750.79",0.202065849466329
"79","1988-2","2463200","June 30, 1988","1060",NA,NA,6,14,0.428571428571429,0,1988,2,"3315750.79",0.0180954492059399
"80","1988-2","2463220","June 30, 1988","1060",NA,NA,30,147,0.204081632653061,0,1988,2,"3315750.79",0.0904772460296994
"81","1988-2","2463250","June 30, 1988","1060",NA,NA,17,40,0.425,0,1988,2,"3315750.79",0.0512704394168296
"82","1988-2","2464500","June 30, 1988","1060",NA,NA,509,483,1.05383022774327,0.010351966873706,1988,2,"3315750.79",1.5350972743039
"83","1988-2","2465180","June 30, 1988","1060",NA,NA,58,10,5.8,2.9,1988,2,"3315750.79",0.174922675657419
"84","1988-2","2465220","June 30, 1988","1060",NA,NA,5,7,0.714285714285714,0,1988,2,"3315750.79",0.0150795410049499
"85","1988-2","2465260","June 30, 1988","1060",NA,NA,531,296,1.79391891891892,0.540540540540541,1988,2,"3315750.79",1.60144725472568
"86","1988-2","2465280","June 30, 1988","1060",NA,NA,8,1,8,6,1988,2,"3315750.79",0.0241272656079198
"87","1988-2","2465320","June 30, 1988","1060",NA,NA,24,10,2.4,2.5,1988,2,"3315750.79",0.0723817968237595
"88","1988-2","2465340","June 30, 1988","1060",NA,NA,30,20,1.5,0.45,1988,2,"3315750.79",0.0904772460296994
"89","1988-2","2465380","June 30, 1988","1060",NA,NA,0,1,0,0,1988,2,"3315750.79",0
"90","1988-2","2465420","June 30, 1988","1060",NA,NA,59,32,1.84375,0.75,1988,2,"3315750.79",0.177938583858409
"91","1988-2","2465440","June 30, 1988","1060",NA,NA,4,8,0.5,1,1988,2,"3315750.79",0.0120636328039599
"92","1988-2","2465480","June 30, 1988","1060",NA,NA,143,25,5.72,1.76,1988,2,"3315750.79",0.431274872741567
"93","1988-2","2465500","June 30, 1988","1060",NA,NA,19,20,0.95,0.3,1988,2,"3315750.79",0.0573022558188096
"94","1988-2","2465540","June 30, 1988","1060",NA,NA,29,26,1.11538461538462,0,1988,2,"3315750.79",0.0874613378287094
"95","1988-2","2465580","June 30, 1988","1060",NA,NA,39,80,0.4875,0.075,1988,2,"3315750.79",0.117620419838609
"96","1988-2","2465600","June 30, 1988","1060",NA,NA,24,48,0.5,0,1988,2,"3315750.79",0.0723817968237595
"97","1988-2","2465620","June 30, 1988","1060",NA,NA,13,10,1.3,0,1988,2,"3315750.79",0.0392068066128697
"98","1988-2","2465700","June 30, 1988","1060",NA,NA,101,101,1,0.356435643564356,1988,2,"3315750.79",0.304606728299988
"99","1988-2","2465720","June 30, 1988","1060",NA,NA,7,46,0.152173913043478,0,1988,2,"3315750.79",0.0211113574069298
"100","1988-2","2465740","June 30, 1988","1060",NA,NA,4,1,4,3,1988,2,"3315750.79",0.0120636328039599
"101","1988-2","2466300","June 30, 1988","1060",NA,NA,120,85,1.41176470588235,0,1988,2,"3315750.79",0.361908984118797
"102","1988-2","2466380","June 30, 1988","1060",NA,NA,367,196,1.87244897959184,0,1988,2,"3315750.79",1.10683830976332
"103","1988-2","2466420","June 30, 1988","1060",NA,NA,71,61,1.16393442622951,0,1988,2,"3315750.79",0.214129482270288
"104","1988-2","2466500","June 30, 1988","1060",NA,NA,11,16,0.6875,0,1988,2,"3315750.79",0.0331749902108898
"105","1988-2","2466600","June 30, 1988","1060",NA,NA,6,13,0.461538461538462,0,1988,2,"3315750.79",0.0180954492059399
"106","1988-2","2466700","June 30, 1988","1060",NA,NA,87,156,0.557692307692308,0,1988,2,"3315750.79",0.262384013486128
"107","1988-2","2469480","June 30, 1988","1060",NA,NA,9,12,0.75,0,1988,2,"3315750.79",0.0271431738089098
"108","1988-2","2469540","June 30, 1988","1060",NA,NA,2,2,1,0,1988,2,"3315750.79",0.00603181640197996
"109","1988-2","2469600","June 30, 1988","1060",NA,NA,46,53,0.867924528301887,0,1988,2,"3315750.79",0.138731777245539
"110","1988-2","2470180","June 30, 1988","1060",NA,NA,7,3,2.33333333333333,0,1988,2,"3315750.79",0.0211113574069298
"111","1988-2","2470460","June 30, 1988","1060",NA,NA,1,2,0.5,0,1988,2,"3315750.79",0.00301590820098998
"112","1988-2","2472150","June 30, 1988","1060",NA,NA,8,16,0.5,0,1988,2,"3315750.79",0.0241272656079198
"113","1988-2","2472180","June 30, 1988","1060",NA,NA,2,15,0.133333333333333,0,1988,2,"3315750.79",0.00603181640197996
"114","1988-2","2472200","June 30, 1988","1060",NA,NA,1,12,0.0833333333333333,0,1988,2,"3315750.79",0.00301590820098998
"115","1988-2","2472210","June 30, 1988","1060",NA,NA,2,4,0.5,0,1988,2,"3315750.79",0.00603181640197996
"116","1988-2","2472230","June 30, 1988","1060",NA,NA,9,5,1.8,0,1988,2,"3315750.79",0.0271431738089098
"117","1988-2","2472260","June 30, 1988","1060",NA,NA,20,34,0.588235294117647,0,1988,2,"3315750.79",0.0603181640197996
"118","1988-2","2472360","June 30, 1988","1060",NA,NA,5,16,0.3125,0,1988,2,"3315750.79",0.0150795410049499
"119","1988-2","2472400","June 30, 1988","1060",NA,NA,21,51,0.411764705882353,0,1988,2,"3315750.79",0.0633340722207895
"120","1988-2","2473120","June 30, 1988","1060",NA,NA,44,106,0.415094339622642,0,1988,2,"3315750.79",0.132699960843559
"121","1988-2","2473180","June 30, 1988","1060",NA,NA,13,27,0.481481481481481,0,1988,2,"3315750.79",0.0392068066128697
"122","1988-2","2473200","June 30, 1988","1060",NA,NA,5,9,0.555555555555556,0,1988,2,"3315750.79",0.0150795410049499
"123","1988-2","2473240","June 30, 1988","1060",NA,NA,1,6,0.166666666666667,0,1988,2,"3315750.79",0.00301590820098998
"124","1988-2","2473300","June 30, 1988","1060",NA,NA,3,9,0.333333333333333,0,1988,2,"3315750.79",0.00904772460296993
"125","1988-2","2473380","June 30, 1988","1060",NA,NA,3,3,1,0,1988,2,"3315750.79",0.00904772460296993
"126","1988-2","2473420","June 30, 1988","1060",NA,NA,2,4,0.5,0,1988,2,"3315750.79",0.00603181640197996
"127","1988-2","2473580","June 30, 1988","1060",NA,NA,1,2,0.5,0,1988,2,"3315750.79",0.00301590820098998
"128","1988-2","2473650","June 30, 1988","1060",NA,NA,7,13,0.538461538461538,0,1988,2,"3315750.79",0.0211113574069298
"129","1988-2","3503016","June 30, 1988","1265",NA,NA,0,2,0,0,1988,2,"687116.1271702311",0
"130","1988-2","3503021","June 30, 1988","1265",NA,NA,4,8,0.5,0,1988,2,"687116.1271702311",0.0582143227589972
"131","1988-2","3506001","June 30, 1988","1265",NA,NA,4,17,0.235294117647059,0,1988,2,"687116.1271702311",0.0582143227589972
"132","1988-2","3506004","June 30, 1988","1265",NA,NA,15,94,0.159574468085106,0,1988,2,"687116.1271702311",0.218303710346239
"133","1988-2","3506006","June 30, 1988","1265",NA,NA,49,81,0.604938271604938,0.0740740740740741,1988,2,"687116.1271702311",0.713125453797716
"134","1988-2","3506009","June 30, 1988","1265",NA,NA,2,2,1,0,1988,2,"687116.1271702311",0.0291071613794986
"135","1988-2","3506011","June 30, 1988","1265",NA,NA,1,2,0.5,0,1988,2,"687116.1271702311",0.0145535806897493
"136","1988-2","3506012","June 30, 1988","1265",NA,NA,102,137,0.744525547445255,0,1988,2,"687116.1271702311",1.48446523035443
"137","1988-2","3506014","June 30, 1988","1265",NA,NA,104,66,1.57575757575758,0.333333333333333,1988,2,"687116.1271702311",1.51357239173393
"138","1988-2","3506018","June 30, 1988","1265",NA,NA,8,15,0.533333333333333,0,1988,2,"687116.1271702311",0.116428645517994
"139","1988-2","3506027","June 30, 1988","1265",NA,NA,13,34,0.382352941176471,0,1988,2,"687116.1271702311",0.189196548966741
"140","1988-2","3506030","June 30, 1988","1265","OTTAWA","MISSISSIPPI MILLS T",25,72,0.347222222222222,0,1988,2,"687116.1271702311",0.363839517243733
"141","1988-2","3506042","June 30, 1988","1265",NA,NA,5,17,0.294117647058824,0,1988,2,"687116.1271702311",0.0727679034487465
"142","1988-2","3518001","June 30, 1988","2270","TORONTO","PICKERING CY",13,97,0.134020618556701,0,1988,2,"3844267.5599999996",0.0338165848164845
"143","1988-2","3518005","June 30, 1988","2270","TORONTO","AJAX T",12,160,0.075,0,1988,2,"3844267.5599999996",0.0312153090613703
"144","1988-2","3518029","June 30, 1988","2270","TORONTO","UXBRIDGE TP",0,4,0,0,1988,2,"3844267.5599999996",0
"145","1988-2","3519028","June 30, 1988","2270","TORONTO","VAUGHAN CY",21,202,0.103960396039604,0,1988,2,"3844267.5599999996",0.0546267908573981
"146","1988-2","3519036","June 30, 1988","2270","TORONTO","MARKHAM CY",9,239,0.0376569037656904,0,1988,2,"3844267.5599999996",0.0234114817960277
"147","1988-2","3519038","June 30, 1988","2270","TORONTO","RICHMOND HILL T",11,235,0.0468085106382979,0,1988,2,"3844267.5599999996",0.0286140333062561
"148","1988-2","3519044","June 30, 1988","2270","TORONTO","WHITCHURCH-STOUFFVILLE T",0,4,0,0,1988,2,"3844267.5599999996",0
"149","1988-2","3519046","June 30, 1988","2270","TORONTO","AURORA T",1,23,0.0434782608695652,0,1988,2,"3844267.5599999996",0.00260127575511419
"150","1988-2","3519048","June 30, 1988","2270","TORONTO","NEWMARKET T",0,32,0,0,1988,2,"3844267.5599999996",0
"151","1988-2","3519049","June 30, 1988","2270","TORONTO","KING TP",3,7,0.428571428571429,0,1988,2,"3844267.5599999996",0.00780382726534258
"152","1988-2","3519054","June 30, 1988","2270","TORONTO","EAST GWILLIMBURY T",3,16,0.1875,0,1988,2,"3844267.5599999996",0.00780382726534258
"153","1988-2","3519070","June 30, 1988","2270","TORONTO","GEORGINA T",0,26,0,0,1988,2,"3844267.5599999996",0
"154","1988-2","3519076","June 30, 1988","2270",NA,NA,0,2,0,0,1988,2,"3844267.5599999996",0
"155","1988-2","3520001","June 30, 1988","2270","TORONTO","PICKERING CY",4,55,0.0727272727272727,0,1988,2,"3844267.5599999996",0.0104051030204568
"156","1988-2","3520004","June 30, 1988","2270",NA,NA,176,19,9.26315789473684,1.26315789473684,1988,2,"3844267.5599999996",0.457824532900098
"157","1988-2","3520006","June 30, 1988","2270",NA,NA,0,1,0,0,1988,2,"3844267.5599999996",0
"158","1988-2","3520008","June 30, 1988","2270",NA,NA,0,35,0,0,1988,2,"3844267.5599999996",0
"159","1988-2","3520019","June 30, 1988","2270",NA,NA,0,11,0,0,1988,2,"3844267.5599999996",0
"160","1988-2","3521005","June 30, 1988","2270","TORONTO","AJAX T",319,602,0.529900332225914,0,1988,2,"3844267.5599999996",0.829806965881428
"161","1988-2","3521010","June 30, 1988","2270","TORONTO","BRAMPTON CY",332,306,1.08496732026144,0,1988,2,"3844267.5599999996",0.863623550697913
"162","1988-2","3521024","June 30, 1988","2270","TORONTO","CALEDON T",0,30,0,0,1988,2,"3844267.5599999996",0
"163","1988-2","3522014","June 30, 1988","2270","TORONTO","BRADFORD WEST GWILLIMBURY T",0,2,0,0,1988,2,"3844267.5599999996",0
"164","1988-2","3524001","June 30, 1988","2270","TORONTO","PICKERING CY",123,215,0.572093023255814,0,1988,2,"3844267.5599999996",0.319956917879046
"165","1988-2","3524002","June 30, 1988","0610","HAMILTON","BURLINGTON CY",164,224,0.732142857142857,0,1988,2,"599723.112",2.73459529436978
"166","1988-2","3524009","June 30, 1988","2270","TORONTO","MILTON T",0,4,0,0,1988,2,"3844267.5599999996",0
"167","1988-2","3524015","June 30, 1988","2270","TORONTO","HALTON HILLS T",0,14,0,0,1988,2,"3844267.5599999996",0
"168","1988-2","3525003","June 30, 1988","0610",NA,NA,40,59,0.677966101694915,0,1988,2,"599723.112",0.66697446204141
"169","1988-2","3525014","June 30, 1988","0610",NA,NA,14,29,0.482758620689655,0,1988,2,"599723.112",0.233441061714493
"170","1988-2","3525018","June 30, 1988","0610",NA,NA,57,92,0.619565217391304,0,1988,2,"599723.112",0.950438608409009
"171","1988-2","3525026","June 30, 1988","0610",NA,NA,10,12,0.833333333333333,0,1988,2,"599723.112",0.166743615510352
"172","1988-2","3525030","June 30, 1988","0610",NA,NA,1,19,0.0526315789473684,0,1988,2,"599723.112",0.0166743615510352
"173","1988-2","3526065","June 30, 1988","0610","HAMILTON","GRIMSBY T",56,56,1,0,1988,2,"599723.112",0.933764246857973
"174","1988-2","3543004","June 30, 1988","2270",NA,NA,0,14,0,0,1988,2,"3844267.5599999996",0
"175","1988-2","3543006","June 30, 1988","2270",NA,NA,0,8,0,0,1988,2,"3844267.5599999996",0
"176","1988-2","3543012","June 30, 1988","2270","TORONTO","MONO T",6,56,0.107142857142857,0,1988,2,"3844267.5599999996",0.0156076545306852
"177","1988-2","4602069","June 30, 1988","2680","WINNIPEG","TACHÉ RM",0,4,0,0,1988,2,"664919.517",0
"178","1988-2","4602075","June 30, 1988","2680","WINNIPEG","RITCHOT RM",0,7,0,0,1988,2,"664919.517",0
"179","1988-2","4610052","June 30, 1988","2680","WINNIPEG","ST. FRANÇOIS XAVIER RM",0,1,0,0,1988,2,"664919.517",0
"180","1988-2","4611040","June 30, 1988","2680","WINNIPEG","WINNIPEG CY",210,497,0.422535211267606,0.0663983903420523,1988,2,"664919.517",3.15827697384314
"181","1988-2","4612047","June 30, 1988","2680","WINNIPEG","SPRINGFIELD RM",0,2,0,0,1988,2,"664919.517",0
"182","1988-2","4613032","June 30, 1988","2680","WINNIPEG","EAST ST. PAUL RM",0,10,0,0,1988,2,"664919.517",0
"183","1988-2","4613037","June 30, 1988","2680","WINNIPEG","WEST ST. PAUL RM",0,4,0,0,1988,2,"664919.517",0
"184","1988-2","4706027","June 30, 1988","1490","REGINA","REGINA CY",110,92,1.19565217391304,0.0652173913043478,1988,2,"196029.74800000002",5.61139322588937
"185","1988-2","4711065","June 30, 1988","1700","SASKATOON","CORMAN PARK NO. 344 RM",1,4,0.25,0,1988,2,"215818.898",0.0463351453124369
"186","1988-2","4711066","June 30, 1988","1700","SASKATOON","SASKATOON CY",245,164,1.49390243902439,0.0670731707317073,1988,2,"215818.898",11.352110601547
"187","1988-2","4711068","June 30, 1988","1700","SASKATOON","WARMAN CY",0,2,0,0,1988,2,"215818.898",0
"188","1988-2","4711070","June 30, 1988","1700","SASKATOON","MARTENSVILLE CY",0,3,0,0,1988,2,"215818.898",0
"189","1988-2","4806014","June 30, 1988","0140","CALGARY","ROCKY VIEW COUNTY MD",0,16,0,0,1988,2,"714926.887",0
"190","1988-2","4806016","June 30, 1988","0140","CALGARY","CALGARY CY",172,280,0.614285714285714,0.0928571428571429,1988,2,"714926.887",2.4058404170775
"191","1988-2","4806019","June 30, 1988","0140","CALGARY","COCHRANE T",0,1,0,0,1988,2,"714926.887",0
"192","1988-2","4806021","June 30, 1988","0140","CALGARY","AIRDRIE CY",0,9,0,0,1988,2,"714926.887",0
"193","1988-2","4811012","June 30, 1988","0340","EDMONTON","LEDUC COUNTY MD",1,1,1,0,1988,2,"813030.0160000001",0.0122996688968492
"194","1988-2","4811013","June 30, 1988","0340","EDMONTON","BEAUMONT CY",3,7,0.428571428571429,0,1988,2,"813030.0160000001",0.0368990066905476
"195","1988-2","4811016","June 30, 1988","0340","EDMONTON","LEDUC CY",1,6,0.166666666666667,0,1988,2,"813030.0160000001",0.0122996688968492
"196","1988-2","4811018","June 30, 1988","0340","EDMONTON","DEVON T",1,1,1,0,1988,2,"813030.0160000001",0.0122996688968492
"197","1988-2","4811026","June 30, 1988","0340",NA,NA,0,1,0,0,1988,2,"813030.0160000001",0
"198","1988-2","4811031","June 30, 1988","0340",NA,NA,3,10,0.3,0,1988,2,"813030.0160000001",0.0368990066905476
"199","1988-2","4811034","June 30, 1988","0340","EDMONTON","PARKLAND COUNTY MD",2,14,0.142857142857143,0,1988,2,"813030.0160000001",0.0245993377936984
"200","1988-2","4811036","June 30, 1988","0340",NA,NA,1,1,1,0,1988,2,"813030.0160000001",0.0122996688968492
"201","1988-2","4811046","June 30, 1988","0340","EDMONTON","SPRING LAKE VL",0,1,0,0,1988,2,"813030.0160000001",0
"202","1988-2","4811048","June 30, 1988","0340","EDMONTON","STONY PLAIN T",1,11,0.0909090909090909,0,1988,2,"813030.0160000001",0.0122996688968492
"203","1988-2","4811049","June 30, 1988","0340","EDMONTON","SPRUCE GROVE CY",3,6,0.5,0,1988,2,"813030.0160000001",0.0368990066905476
"204","1988-2","4811052","June 30, 1988","0340","EDMONTON","STRATHCONA COUNTY SM",25,48,0.520833333333333,0,1988,2,"813030.0160000001",0.30749172242123
"205","1988-2","4811056","June 30, 1988","0340","EDMONTON","FORT SASKATCHEWAN CY",1,1,1,0,1988,2,"813030.0160000001",0.0122996688968492
"206","1988-2","4811059","June 30, 1988","0340","EDMONTON","STURGEON COUNTY MD",0,3,0,0,1988,2,"813030.0160000001",0
"207","1988-2","4811061","June 30, 1988","0340","EDMONTON","EDMONTON CY",114,264,0.431818181818182,0.0151515151515152,1988,2,"813030.0160000001",1.40216225424081
"208","1988-2","4811062","June 30, 1988","0340","EDMONTON","ST. ALBERT CY",26,49,0.530612244897959,0,1988,2,"813030.0160000001",0.319791391318079
"209","1988-2","4811066","June 30, 1988","0340","EDMONTON","BON ACCORD T",0,1,0,0,1988,2,"813030.0160000001",0
"210","1988-2","5911019","June 30, 1988","2410",NA,NA,39,97,0.402061855670103,0,1988,2,"1535606.75",0.25397127226746
"211","1988-2","5911025","June 30, 1988","2410","VANCOUVER","BURNABY CY",39,14,2.78571428571429,0.428571428571429,1988,2,"1535606.75",0.25397127226746
"212","1988-2","5913011","June 30, 1988","2410","VANCOUVER","DELTA DM",141,108,1.30555555555556,0.157407407407407,1988,2,"1535606.75",0.918203830505434
"213","1988-2","5913018","June 30, 1988","2410",NA,NA,18,21,0.857142857142857,0,1988,2,"1535606.75",0.117217510277289
"214","1988-2","5915004","June 30, 1988","2410","VANCOUVER","SURREY CY",302,351,0.86039886039886,0.205128205128205,1988,2,"1535606.75",1.96664933909674
"215","1988-2","5915007","June 30, 1988","2410","VANCOUVER","WHITE ROCK CY",46,13,3.53846153846154,1.07692307692308,1988,2,"1535606.75",0.299555859597517
"216","1988-2","5915011","June 30, 1988","2410","VANCOUVER","DELTA DM",120,110,1.09090909090909,0.218181818181818,1988,2,"1535606.75",0.781450068515263
