"","reference_period_qq","metcode","dweltype","mkttycd","date_pbi","metro","total_completions","completions_no_accsuite","completions_accsuite","num_structures","unitsperstructure","avgstorycount","avglengthofconstr","avgpermit_to_start_time","bachelor_units","one_bedrooms","two_bedrooms","three_bedrooms","four_bedrooms","tot_units","total_avg_unitsize_sqm","total_avg_unitsize_sqft","total_avg_price","total_min_price","total_max_price","ref_yy","ref_qq","population","comp_per_10kpop"
"1975","2019-3","1490",1,2,"September 30, 2019","REGINA",2,NA,NA,2,1,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,3,"262550.094",0.0761759392095285
"1976","2019-3","1490",1,3,"September 30, 2019","REGINA",1,NA,NA,1,1,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,3,"262550.094",0.0380879696047643
"1977","2019-3","1700",2,1,"September 30, 2019","SASKATOON",10,NA,NA,5,2,0,12.25,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,3,"334970.031",0.298534169464253
"1978","2019-3","1700",5,2,"September 30, 2019","SASKATOON",32,0,32,32,1,0,7.0625,0.612903225806452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,3,"334970.031",0.955309342285609
"1979","2019-3","2270",4,2,"September 30, 2019","TORONTO",10,NA,NA,1,10,0,18,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,3,"6525623.78",0.0153242055275212
"1980","2019-3","2410",1,3,"September 30, 2019","VANCOUVER",10,NA,NA,10,1,0,8,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,3,"2732913.41",0.0365909873448936
"1981","2019-3","2410",4,2,"September 30, 2019","VANCOUVER",5,NA,NA,1,5,0,13,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,3,"2732913.41",0.0182954936724468
"1982","2019-3","2410",5,2,"September 30, 2019","VANCOUVER",1954,1454,500,495,3.94747474747475,0.38989898989899,12.7656565656566,1.11919191919192,NA,NA,27,38,NA,65,79.3758461538462,854.393670415385,681951.538461538,505995,1013800,2019,3,"2732913.41",7.14987892719221
"1983","2019-3","2440",5,3,"September 30, 2019","VICTORIA",423,NA,NA,7,60.4285714285714,4.71428571428571,17.8571428571429,1.85714285714286,21,300,100,NA,NA,421,51.4413539192399,553.709589451306,436821.365795724,254000,2500000,2019,3,"407403.344",10.3828308291942
"1984","2019-4","0140",1,1,"December 31, 2019","CALGARY",813,NA,NA,813,1,0,7.00505689001264,0.361623616236162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,4,"1540598.9400000002",5.27716837193202
"1985","2019-4","0140",1,2,"December 31, 2019","CALGARY",3,NA,NA,3,1,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,4,"1540598.9400000002",0.0194729460218894
"1986","2019-4","0140",2,1,"December 31, 2019","CALGARY",268,NA,NA,134,2,0,6.47368421052632,0.805970149253731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,4,"1540598.9400000002",1.73958317795545
"1987","2019-4","0140",4,3,"December 31, 2019","CALGARY",189,NA,NA,30,6.3,0,9.96666666666667,9.2,NA,18,110,40,4,172,115.489418604651,1243.1165529186,344477.424418605,225000,761250,2019,4,"1540598.9400000002",1.22679559937903
"1988","2019-4","0340",1,2,"December 31, 2019","EDMONTON",2,NA,NA,2,1,0,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,4,"1465243.88",0.0136496048698733
"1989","2019-4","0340",4,1,"December 31, 2019","EDMONTON",272,NA,NA,66,4.12121212121212,0,8.85245901639344,4.84848484848485,NA,NA,15,55,NA,70,111.169142857143,1196.6135368,334610.614285714,269470,382500,2019,4,"1465243.88",1.85634626230276
"1990","2019-4","0340",5,3,"December 31, 2019","EDMONTON",118,NA,NA,3,39.3333333333333,3.33333333333333,11.5,5.33333333333333,NA,32,85,1,NA,118,81.6060169491526,878.399005838983,243068.542372881,149537,374000,2019,4,"1465243.88",0.805326687322523
"1991","2019-4","0580",4,2,"December 31, 2019","HALIFAX",16,NA,NA,4,4,0,10.25,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,4,"449724",0.355773763463813
"1992","2019-4","0610",1,1,"December 31, 2019","HAMILTON",143,NA,NA,143,1,0,8.56204379562044,1.32167832167832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,4,"805717.813",1.77481492518523
"1993","2019-4","0610",5,2,"December 31, 2019","HAMILTON",48,NA,NA,2,24,3,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,4,"805717.813",0.595742072789447
"1994","2019-4","1060",4,3,"December 31, 2019","MONTRÉAL",24,NA,NA,4,6,0,14,4,NA,NA,NA,7,9,16,198.92375,2141.195352625,724185.625,638111,778000,2019,4,"4367904.38",0.0549462577749928
"1995","2019-4","1060",5,2,"December 31, 2019","MONTRÉAL",2076,1999,77,239,8.68619246861925,2.10460251046025,6.92201834862385,3.20502092050209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,4,"4367904.38",4.75285129753688
"1996","2019-4","1265",5,3,"December 31, 2019","OTTAWA",70,NA,NA,4,17.5,3.25,18.5,2.25,NA,11,49,9,NA,69,66.2379710144928,712.978896202899,291737.31884058,209900,401900,2019,4,"1092267",0.640868945047319
"1997","2019-4","1400",2,2,"December 31, 2019","QUÉBEC",6,NA,NA,3,2,0,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,4,"831378.2189999999",0.0721693191242962
"1998","2019-4","1400",5,2,"December 31, 2019","QUÉBEC",394,390,4,28,14.0714285714286,2.67857142857143,6.875,3.35714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,4,"831378.2189999999",4.73911862249545
"1999","2019-4","2410",5,2,"December 31, 2019","VANCOUVER",948,433,515,517,1.83365570599613,0.143133462282398,12.533203125,0.849129593810445,NA,10,51,18,6,85,117.512705882353,1264.89501484706,1489767.05882353,660000,2999900,2019,4,"2740702.84",3.45896675175482
"2000","2019-4","2440",1,1,"December 31, 2019","VICTORIA",145,NA,NA,145,1,0,11.6620689655172,0.731034482758621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,4,"408794.40599999996",3.54701526908859
"2001","2019-4","2440",2,3,"December 31, 2019","VICTORIA",18,NA,NA,9,2,0,12.8888888888889,2.88888888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,4,"408794.40599999996",0.440319136852377
"2002","2019-4","2680",1,1,"December 31, 2019","WINNIPEG",473,NA,NA,473,1,0,7.78980891719745,0.808695652173913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,4,"849586.219",5.56741610706376
"2003","2019-4","2680",1,2,"December 31, 2019","WINNIPEG",5,NA,NA,5,1,0,9.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,4,"849586.219",0.0588521787216042
"2004","2019-4","2680",4,3,"December 31, 2019","WINNIPEG",36,NA,NA,10,3.6,0,9.2,1.5,NA,NA,13,3,8,24,112.4775,1210.69656225,331792.5,288960,473900,2019,4,"849586.219",0.42373568679555
"2005","2020-1","0140",4,2,"March 31, 2020","CALGARY",18,NA,NA,4,4.5,0,8.66666666666667,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1,"1546119.19",0.116420519947107
"2006","2020-1","0340",2,3,"March 31, 2020","EDMONTON",16,NA,NA,8,2,0,10.75,10.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1,"1469909.3800000001",0.108850247625469
"2007","2020-1","0580",1,2,"March 31, 2020","HALIFAX",9,NA,NA,9,1,0,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1,"452228.25",0.19901454630488
"2008","2020-1","0580",5,3,"March 31, 2020","HALIFAX",77,NA,NA,1,77,10,14,0,NA,24,28,NA,NA,52,64.076923076923,689.717592307692,400995,234900,525900,2020,1,"452228.25",1.70268000727509
"2009","2020-1","0610",4,1,"March 31, 2020","HAMILTON",339,NA,NA,52,6.51923076923077,0,10.6666666666667,1.07843137254902,NA,NA,NA,11,NA,11,141.077272727273,1518.54165590909,553626.363636364,549990,559990,2020,1,"807716.063",4.19701941720577
"2010","2020-1","0610",4,2,"March 31, 2020","HAMILTON",18,NA,NA,2,9,0,18,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1,"807716.063",0.2228505885242
"2011","2020-1","1060",2,1,"March 31, 2020","MONTRÉAL",178,NA,NA,89,2,0,5.38157894736842,5.2247191011236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1,"4368696.13",0.407444222951712
"2012","2020-1","1265",1,1,"March 31, 2020","OTTAWA",412,NA,NA,412,1,0,8.06356968215159,1.1868932038835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1,"1098239.63034548",3.75145813915306
"2013","2020-1","1400",1,1,"March 31, 2020","QUÉBEC",157,NA,NA,157,1,0,4.47787610619469,4.15286624203822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1,"832800.844",1.8852046216226
"2014","2020-1","1400",2,1,"March 31, 2020","QUÉBEC",100,NA,NA,50,2,0,3.91176470588235,2.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1,"832800.844",1.20076727491885
"2015","2020-1","1490",1,1,"March 31, 2020","REGINA",55,NA,NA,55,1,0,8.18867924528302,0.163636363636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1,"263489.281",2.08737144035852
"2016","2020-1","1490",2,1,"March 31, 2020","REGINA",8,NA,NA,4,2,0,5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1,"263489.281",0.303617664052148
"2017","2020-1","1700",1,1,"March 31, 2020","SASKATOON",153,NA,NA,153,1,0,7.21710526315789,1.56551724137931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1,"337547.844",4.53269077908849
"2018","2020-1","2270",2,1,"March 31, 2020","TORONTO",142,NA,NA,71,2,0,11.7183098591549,2.36619718309859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1,"6551587.84",0.216741351055441
"2019","2020-1","2270",4,3,"March 31, 2020","TORONTO",272,NA,NA,37,7.35135135135135,0,12.5675675675676,1.7027027027027,NA,NA,NA,22,NA,22,186.970454545455,2012.53127568182,890354.545454545,849900,989900,2020,1,"6551587.84",0.415166531599155
"2020","2020-1","2410",2,2,"March 31, 2020","VANCOUVER",2,NA,NA,1,2,0,15,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1,"2747659.72",0.00727892171451274
"2021","2020-1","2440",2,1,"March 31, 2020","VICTORIA",24,NA,NA,12,2,0,9.66666666666667,0.0833333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1,"410093.53099999996",0.585232347886024
"2022","2020-1","2440",4,3,"March 31, 2020","VICTORIA",46,NA,NA,12,3.83333333333333,0,10.25,0.5,NA,NA,7,35,4,46,27.8021739130435,299.259819782609,594946.739130435,449900,849900,2020,1,"410093.53099999996",1.12169533344821
"2023","2020-2","0340",4,1,"June 30, 2020","EDMONTON",177,NA,NA,48,3.6875,0,9.24390243902439,2.54166666666667,NA,NA,10,68,NA,78,73.3679487179487,789.725263205128,335986.974358974,269950,425000,2020,2,"1473859.63",1.20092847647913
"2024","2020-2","0340",5,2,"June 30, 2020","EDMONTON",507,388,119,108,4.69444444444444,0.240740740740741,8.33980582524272,0.518518518518518,NA,NA,NA,19,NA,19,41.9084210526316,451.098053368421,367105.263157895,340000,425000,2020,2,"1473859.63",3.43994766991481
"2025","2020-2","0340",5,3,"June 30, 2020","EDMONTON",580,NA,NA,8,72.5,11.625,21.3333333333333,-7.875,NA,36,263,12,NA,311,49.6994533762058,534.959946196141,445831.266881029,123900,2498000,2020,2,"1473859.63",3.93524585512937
"2026","2020-2","0610",4,3,"June 30, 2020","HAMILTON",14,NA,NA,2,7,0,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,2,"809324.438",0.172983779343137
"2027","2020-2","0610",5,3,"June 30, 2020","HAMILTON",329,NA,NA,5,65.8,4.6,22.8,3,NA,89,91,NA,NA,180,43.8445,471.93781355,456038.166666667,319900,699990,2020,2,"809324.438",4.06511881456371
"2028","2020-2","1265",1,3,"June 30, 2020","OTTAWA",1,NA,NA,1,1,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,2,"1104020.72024003",0.0090578010146638
"2029","2020-2","1265",5,2,"June 30, 2020","OTTAWA",671,668,3,15,44.7333333333333,3.73333333333333,14.1333333333333,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,2,"1104020.72024003",6.07778448083941
"2030","2020-2","1400",5,3,"June 30, 2020","QUÉBEC",48,NA,NA,4,12,3.5,9.75,9.25,NA,6,40,2,NA,48,50.6827083333333,545.543604229167,270104.479166667,143149,404831,2020,2,"834086.406",0.575479946138818
"2031","2020-2","1490",1,3,"June 30, 2020","REGINA",1,NA,NA,1,1,0,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,2,"263847.969",0.0379006138948146
"2032","2020-2","2270",4,1,"June 30, 2020","TORONTO",662,NA,NA,115,5.75652173913043,0,14.5151515151515,2.85964912280702,NA,NA,NA,35,2,37,172.015945945946,1851.56244056757,770233.783783784,450900,899900,2020,2,"6557304.91",1.00956110640888
"2033","2020-2","2270",4,2,"June 30, 2020","TORONTO",21,NA,NA,3,7,0,31,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,2,"6557304.91",0.0320253523181066
"2034","2020-2","2410",1,2,"June 30, 2020","VANCOUVER",150,NA,NA,150,1,0,11.2279411764706,2.91333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,2,"2753784.03",0.544705025397362
"2035","2020-2","2410",5,3,"June 30, 2020","VANCOUVER",3823,NA,NA,35,109.228571428571,12.6,25.2571428571429,4.82857142857143,81,1366,1863,384,4,3698,72.1374634937804,776.480443300703,768839.411032991,155900,8988000,2020,2,"2753784.03",13.8827154139608
"2036","2020-2","2440",1,2,"June 30, 2020","VICTORIA",9,NA,NA,9,1,0,11.5555555555556,7.88888888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,2,"411300.71900000004",0.218817998224798
"2037","2020-2","2440",2,3,"June 30, 2020","VICTORIA",2,NA,NA,1,2,0,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,2,"411300.71900000004",0.0486262218277328
"2038","2020-2","2680",1,1,"June 30, 2020","WINNIPEG",426,NA,NA,426,1,0,7.41888619854722,0.677261613691931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,2,"853344.4060000001",4.99212272330757
"2039","2020-3","0140",1,1,"September 30, 2020","CALGARY",992,NA,NA,992,1,0,6.57345491388045,0.480846774193548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,3,"1554863.7799999998",6.3799801163289
"2040","2020-3","0340",1,2,"September 30, 2020","EDMONTON",2,NA,NA,2,1,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,3,"1476297.81",0.01354740206517
"2041","2020-3","0340",2,2,"September 30, 2020","EDMONTON",6,NA,NA,3,2,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,3,"1476297.81",0.0406422061955101
"2042","2020-3","0580",4,2,"September 30, 2020","HALIFAX",18,NA,NA,4,4.5,0,16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,3,"455746.578",0.394956339090713
"2043","2020-3","0610",5,2,"September 30, 2020","HAMILTON",230,NA,NA,1,230,32,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,3,"810166.539",2.83892247986312
"2044","2020-3","1265",1,2,"September 30, 2020","OTTAWA",1,NA,NA,1,1,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,3,"1109168.70001456",0.00901576108293421
"2045","2020-3","1265",4,1,"September 30, 2020","OTTAWA",642,NA,NA,133,4.82706766917293,0,10.2461538461538,1.18796992481203,NA,NA,106,491,7,604,154.125546357616,1658.99196843874,428463.541390728,278440,593900,2020,3,"1109168.70001456",5.78811861524376
"2046","2020-3","1400",5,3,"September 30, 2020","QUÉBEC",50,NA,NA,6,8.33333333333333,3.16666666666667,8.66666666666667,16.3333333333333,NA,5,34,6,NA,45,85.9084444444445,924.709905155556,318010.288888889,216266,573725,2020,3,"834984.25",0.598813690198348
"2047","2020-3","2270",1,3,"September 30, 2020","TORONTO",12,NA,NA,12,1,0,13.25,1.16666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,3,"6552153.08",0.0183145904155219
"2048","2020-3","2270",5,2,"September 30, 2020","TORONTO",937,NA,NA,7,133.857142857143,11,22,3.16666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,3,"6552153.08",1.43006426827866
"2049","2020-3","2270",5,3,"September 30, 2020","TORONTO",6036,NA,NA,39,154.769230769231,13.4358974358974,24.6410256410256,0.321428571428571,73,2110,1140,335,NA,3658,125.833903772553,1354.46355681739,578522.774740295,231000,2273000,2020,3,"6552153.08",9.21223897900749
"2050","2020-3","2410",1,1,"September 30, 2020","VANCOUVER",696,NA,NA,696,1,0,14.3013100436681,1.38362068965517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,3,"2757566.89",2.52396416030365
"2051","2020-3","2410",1,2,"September 30, 2020","VANCOUVER",137,NA,NA,137,1,0,12.2481203007519,3.12408759124088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,3,"2757566.89",0.496814784427586
"2052","2020-3","2410",5,2,"September 30, 2020","VANCOUVER",1529,1057,472,472,3.23940677966102,0.258474576271186,13.1777301927195,1.33686440677966,NA,NA,NA,20,8,28,150.426428571429,1619.1750345,1350700,798000,1818000,2020,3,"2757566.89",5.54474310503489
"2053","2020-3","2440",5,1,"September 30, 2020","VICTORIA",3,NA,NA,1,3,2,13,0,NA,2,1,NA,NA,3,0,0,533000,450000,699000,2020,3,"412058.289",0.0728052336304294
"2054","2020-3","2440",5,3,"September 30, 2020","VICTORIA",347,NA,NA,4,86.75,11,20.25,6.75,24,166,152,5,NA,347,66.7478097982709,718.466749887608,573453.602305476,265000,2859900,2020,3,"412058.289",8.42113868991967
"2055","2020-4","0140",4,3,"December 31, 2020","CALGARY",72,NA,NA,12,6,0,11.75,11.5,NA,NA,25,40,NA,65,126.973076923077,1366.72550269231,356713.846153846,240000,619900,2020,4,"1558572.8099999998",0.461961093752174
"2056","2020-4","0340",1,1,"December 31, 2020","EDMONTON",1101,NA,NA,1101,1,0,7.66419294990724,0.628415300546448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,4,"1479943.63",7.43947254261299
"2057","2020-4","0340",4,2,"December 31, 2020","EDMONTON",70,NA,NA,11,6.36363636363636,0,8.54545454545454,5.18181818181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,4,"1479943.63",0.472990988177029
"2058","2020-4","0340",4,3,"December 31, 2020","EDMONTON",150,NA,NA,27,5.55555555555556,0,12.4814814814815,7.40740740740741,NA,NA,2,74,NA,76,138.383552631579,1489.54672217105,313665.513157895,270000,350500,2020,4,"1479943.63",1.01355211752221
"2059","2020-4","1060",2,2,"December 31, 2020","MONTRÉAL",2,NA,NA,1,2,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,4,"4349315.38",0.00459842486750179
"2060","2020-4","1400",1,1,"December 31, 2020","QUÉBEC",257,NA,NA,257,1,0,4.82035928143713,4.43968871595331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,4,"835972.531",3.07426369252317
"2061","2020-4","1400",2,1,"December 31, 2020","QUÉBEC",110,NA,NA,55,2,0,4.92857142857143,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,4,"835972.531",1.31583270886206
"2062","2020-4","1400",4,2,"December 31, 2020","QUÉBEC",10,NA,NA,2,5,0,6.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,4,"835972.531",0.119621155351096
"2063","2020-4","1400",5,2,"December 31, 2020","QUÉBEC",810,803,7,41,19.7560975609756,2.60975609756098,7.36363636363636,6.19512195121951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,4,"835972.531",9.68931358343878
"2064","2020-4","1490",1,1,"December 31, 2020","REGINA",50,NA,NA,50,1,0,9.52,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,4,"264035.78099999996",1.89368273537139
"2065","2020-4","1490",4,3,"December 31, 2020","REGINA",31,NA,NA,8,3.875,0,6.875,1.14285714285714,NA,NA,2,16,NA,18,104.458333333333,1124.37905416667,356088.888888889,306900,475000,2020,4,"264035.78099999996",1.17408329593026
"2066","2020-4","1700",4,1,"December 31, 2020","SASKATOON",16,NA,NA,4,4,0,11,5,NA,NA,4,12,NA,16,130.675625,1406.5793599375,317509.25,250000,406258,2020,4,"339949.594",0.470658011728645
"2067","2020-4","2270",1,3,"December 31, 2020","TORONTO",14,NA,NA,14,1,0,11,5.57142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,4,"6550474.16",0.0213724986284046
"2068","2020-4","2270",2,1,"December 31, 2020","TORONTO",348,NA,NA,174,2,0,10.235632183908,3.70114942528736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,4,"6550474.16",0.531259251620344
"2069","2020-4","2270",4,1,"December 31, 2020","TORONTO",943,NA,NA,150,6.28666666666667,0,11.4496644295302,3.35333333333333,NA,NA,NA,145,1,146,161.745068493151,1741.00774275342,727349.835616438,489990,3045000,2020,4,"6550474.16",1.43959044332754
"2070","2020-4","2270",4,3,"December 31, 2020","TORONTO",143,NA,NA,13,11,0,11.3846153846154,4.15384615384615,2,5,27,NA,NA,34,25.0676470588235,269.825646176471,649947.735294118,430990,699000,2020,4,"6550474.16",0.218304807418704
"2071","2020-4","2410",1,2,"December 31, 2020","VANCOUVER",189,NA,NA,189,1,0,11.9204545454545,3.28571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,4,"2761560.16",0.684395736647649
"2072","2020-4","2410",2,1,"December 31, 2020","VANCOUVER",86,NA,NA,43,2,0,13.4186046511628,1.44186046511628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,4,"2761560.16",0.311418165881999
"2073","2020-4","2410",5,3,"December 31, 2020","VANCOUVER",2547,NA,NA,35,72.7714285714286,9.37142857142857,22.7428571428571,4.62857142857143,5,688,1483,311,29,2516,81.0556399046105,872.474802369236,766504.130763116,299900,18899000,2020,4,"2761560.16",9.22304730815642
"2074","2020-4","2440",1,3,"December 31, 2020","VICTORIA",8,NA,NA,8,1,0,10.5,2.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,4,"412872.156",0.1937645802397
"2075","2020-4","2440",2,1,"December 31, 2020","VICTORIA",4,NA,NA,2,2,0,9.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,4,"412872.156",0.0968822901198501
"2076","2020-4","2440",5,3,"December 31, 2020","VICTORIA",275,NA,NA,7,39.2857142857143,4.71428571428571,21,2.71428571428571,NA,114,153,8,NA,275,67.2009454545455,723.344256778182,526675.28,299900,1324000,2020,4,"412872.156",6.66065744573969
"2077","2020-4","2680",4,2,"December 31, 2020","WINNIPEG",32,NA,NA,5,6.4,0,13.6,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,4,"856020.469",0.373822836706023
"2078","2020-4","2680",5,2,"December 31, 2020","WINNIPEG",349,329,20,34,10.2647058823529,1.47058823529412,9.85294117647059,2.10714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,4,"856020.469",4.07700531282506
"2079","2021-1","0140",4,3,"March 31, 2021","CALGARY",58,NA,NA,11,5.27272727272727,0,13.8,7.09090909090909,NA,NA,13,27,4,44,113.245227272727,1218.96030184091,332845.454545455,260000,440000,2021,1,"1562695.0899999999",0.37115365864495
"2080","2021-1","0580",1,2,"March 31, 2021","HALIFAX",7,NA,NA,7,1,0,3,2.57142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1,"460009.359",0.152170817028964
"2081","2021-1","0580",2,1,"March 31, 2021","HALIFAX",28,NA,NA,14,2,0,8.64285714285714,1.42857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1,"460009.359",0.608683268115856
"2082","2021-1","0580",5,2,"March 31, 2021","HALIFAX",380,NA,NA,6,63.3333333333333,5.83333333333333,19.1666666666667,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1,"460009.359",8.26070149585804
"2083","2021-1","1060",4,1,"March 31, 2021","MONTRÉAL",198,NA,NA,40,4.95,0,8.725,7.675,NA,3,6,38,2,49,64.8555102040816,698.098226285714,570284.346938776,308737,1471668,2021,1,"4342744.2",0.455932909886795
"2084","2021-1","1060",5,4,"March 31, 2021","MONTRÉAL",171,NA,NA,2,85.5,7,18.5,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1,"4342744.2",0.393760240356777
"2085","2021-1","1700",2,3,"March 31, 2021","SASKATOON",2,NA,NA,1,2,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1,"340910.805",0.0586663716921498
"2086","2021-1","2410",1,1,"March 31, 2021","VANCOUVER",677,NA,NA,677,1,0,13.4281298299845,2.43426883308715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1,"2767456.86",2.4462892621206
"2087","2021-1","2410",1,2,"March 31, 2021","VANCOUVER",121,NA,NA,121,1,0,10.8818181818182,3.11570247933884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1,"2767456.86",0.437224520999399
"2088","2021-2","0140",2,2,"June 30, 2021","CALGARY",2,NA,NA,1,2,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,2,"1566465.31",0.0127675984091853
"2089","2021-2","0340",2,3,"June 30, 2021","EDMONTON",20,NA,NA,10,2,0,15.6666666666667,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,2,"1486799.63",0.134517117145099
"2090","2021-2","0340",4,1,"June 30, 2021","EDMONTON",222,NA,NA,58,3.82758620689655,0,7.27450980392157,4.12068965517241,NA,NA,18,157,3,178,130.195280898876,1401.40898406742,326510.758426966,251000,525000,2021,2,"1486799.63",1.4931400003106
"2091","2021-2","0340",5,2,"June 30, 2021","EDMONTON",1438,1274,164,190,7.56842105263158,0.91578947368421,8.09677419354839,1.10526315789474,NA,NA,NA,17,3,20,143.84,1548.279376,407500,320000,525000,2021,2,"1486799.63",9.67178072273263
"2092","2021-2","0580",2,1,"June 30, 2021","HALIFAX",16,NA,NA,8,2,0,8.75,0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,2,"463559.25",0.345155446687775
"2093","2021-2","1060",5,2,"June 30, 2021","MONTRÉAL",4497,4407,90,279,16.1182795698925,2.30824372759857,6.84942084942085,4.02508960573477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,2,"4340016.38",10.361712044967
