"reference_period_qq","metcode","date_pbi","metro","total_completions","completions_no_accsuite","completions_accsuite","num_structures","unitsperstructure","avgstorycount","avglengthofconstr","ref_qq","ref_yy","population","comp_per_10kpop"
"1997-1","1700","March 31, 1997","SASKATOON",207,NA,NA,105,1.97142857142857,0.0285714285714286,4.3047619047619,"1","1997",229949.399,9.00198047484351
"1997-1","0140","March 31, 1997","CALGARY",1567,NA,NA,1274,1.22998430141287,0,4.14128728414443,NA,NA,NA,NA
"1997-1","2680","March 31, 1997","WINNIPEG",504,NA,NA,381,1.32283464566929,0,5.57742782152231,"1","1997",683871.91,7.36980116642019
"1997-1","2270","March 31, 1997","TORONTO",4447,NA,NA,2735,1.62595978062157,0.0292504570383912,5.87751371115174,"1","1997",4497345.66,9.88805472426151
"1997-1","1060","March 31, 1997","MONTRÉAL",881,NA,NA,592,1.48817567567568,0.163851351351351,3.08614864864865,"1","1997",3520386.07,2.50256643016429
"1997-2","1490","June 30, 1997","REGINA",94,NA,NA,91,1.03296703296703,0,4.7032967032967,"2","1997",199785.45,4.70504733953348
"1997-2","1400","June 30, 1997",NA,570,NA,NA,253,2.25296442687747,0,4.21739130434783,"2","1997",694430.79,8.20816139215256
"1997-2","2440","June 30, 1997","VICTORIA",275,NA,NA,167,1.64670658682635,0.0419161676646707,4.73652694610778,"2","1997",319132.602,8.61710769368527
"1997-2","0340","June 30, 1997","EDMONTON",901,NA,NA,754,1.19496021220159,0,3.36206896551724,NA,NA,NA,NA
"1997-2","1060","June 30, 1997","MONTRÉAL",2603,NA,NA,1498,1.73765020026702,0.182242990654206,2.64886515353805,"2","1997",3524605.38,7.38522393108303
"1997-2","0140","June 30, 1997","CALGARY",2143,NA,NA,1923,1.11440457618305,0,3.52990119604784,NA,NA,NA,NA
"1997-2","0610","June 30, 1997",NA,782,NA,NA,512,1.52734375,0,3.513671875,NA,NA,NA,NA
"1997-2","1700","June 30, 1997","SASKATOON",192,NA,NA,165,1.16363636363636,0,4.01212121212121,"2","1997",230322.05,8.33615365962573
"1997-2","1265","June 30, 1997",NA,760,NA,NA,446,1.70403587443946,0,3.25784753363229,"2","1997",775100.5603,9.80517933964394
"1997-2","2410","June 30, 1997","VANCOUVER",3945,NA,NA,1453,2.7150722642808,0.158981417756366,5.37302133516862,"2","1997",1972342.3,20.0015991139063
"1997-2","2680","June 30, 1997","WINNIPEG",277,NA,NA,263,1.0532319391635,0,3.4106463878327,"2","1997",684030.619,4.04952632683245
"1997-2","0580","June 30, 1997",NA,425,NA,NA,390,1.08974358974359,0,2.36153846153846,NA,NA,NA,NA
"1997-2","2270","June 30, 1997",NA,6011,NA,NA,3002,2.00233177881412,0.0419720186542305,5.69187208527648,"2","1997",4519362.77,13.3005476787605
"1997-3","1060","September 30, 1997","MONTRÉAL",4740,NA,NA,3012,1.57370517928287,0.191235059760956,2.44721115537849,"3","1997",3527222.79,13.4383345827724
"1997-3","1700","September 30, 1997","SASKATOON",383,NA,NA,260,1.47307692307692,0.0269230769230769,3.95,"3","1997",230930.749,16.5850585796177
"1997-3","0610","September 30, 1997",NA,1085,NA,NA,755,1.43708609271523,0,3.43576158940397,NA,NA,NA,NA
"1997-3","1490","September 30, 1997","REGINA",107,NA,NA,105,1.01904761904762,0,4.5047619047619,"3","1997",199718.268,5.35754696210364
"1997-3","2680","September 30, 1997","WINNIPEG",471,NA,NA,452,1.04203539823009,0,3.61725663716814,"3","1997",684091.565,6.88504323248014
"1997-3","1265","September 30, 1997",NA,1131,NA,NA,751,1.50599201065246,0,3.40612516644474,"3","1997",776874.1237,14.558343050653
"1997-3","0580","September 30, 1997",NA,473,NA,NA,411,1.15085158150852,0,2.88564476885645,NA,NA,NA,NA
"1997-3","2440","September 30, 1997",NA,341,NA,NA,209,1.63157894736842,0.0574162679425837,5.32535885167464,"3","1997",318922.571,10.6922504396843
"1997-3","1400","September 30, 1997",NA,1225,NA,NA,758,1.61609498680739,0,2.5197889182058,"3","1997",694694.864,17.6336412356145
"1997-3","2410","September 30, 1997","VANCOUVER",3933,NA,NA,1490,2.63959731543624,0.2,5.49731543624161,"3","1997",1975473.62,19.9091496853296
"1997-3","0340","September 30, 1997","EDMONTON",1038,NA,NA,942,1.10191082802548,0,3.70912951167728,NA,NA,NA,NA
"1997-3","2270","September 30, 1997","TORONTO",6056,NA,NA,4389,1.37981316928685,0.0200501253132832,5.29642287537024,"3","1997",4540975.02,13.3363429072552
"1997-3","0140","September 30, 1997","CALGARY",2881,NA,NA,2560,1.125390625,0,4.059375,NA,NA,NA,NA
"1997-4","0340","December 31, 1997","EDMONTON",1377,NA,NA,1153,1.19427580225499,0,4.10667823070252,NA,NA,NA,NA
"1997-4","1265","December 31, 1997",NA,998,NA,NA,691,1.44428364688857,0,3.02315484804631,"4","1997",778863.3907,12.8135435805123
"1997-4","0140","December 31, 1997","CALGARY",2594,NA,NA,2213,1.1721644826028,0,4.12562132851333,NA,NA,NA,NA
"1997-4","1700","December 31, 1997","SASKATOON",344,NA,NA,229,1.50218340611354,0.0131004366812227,4.63318777292576,"4","1997",231285.444,14.87339601017
"1997-4","1400","December 31, 1997","QUÉBEC",452,NA,NA,307,1.47231270358306,0,3.00977198697068,"4","1997",695174.357,6.50196595211869
"1997-4","2440","December 31, 1997","VICTORIA",360,NA,NA,203,1.77339901477833,0.0788177339901478,5.02463054187192,"4","1997",319103.393,11.2816099075449
"1997-4","0610","December 31, 1997",NA,1000,NA,NA,654,1.52905198776758,0,3.94189602446483,NA,NA,NA,NA
"1997-4","1060","December 31, 1997","MONTRÉAL",1873,NA,NA,1173,1.59676044330776,0.225916453537937,2.70588235294118,"4","1997",3532106.29,5.30278492836635
"1997-4","2680","December 31, 1997","WINNIPEG",498,NA,NA,309,1.61165048543689,0,3.29126213592233,"4","1997",684487.557,7.27551574761497
"1997-4","1490","December 31, 1997","REGINA",127,NA,NA,126,1.00793650793651,0,4.73809523809524,"4","1997",199684.114,6.36004524626331
"1997-4","2270","December 31, 1997","TORONTO",6828,NA,NA,4108,1.66212268743914,0.0481986368062317,5.22030185004869,"4","1997",4562392.82,14.9658310219768
"1997-4","0580","December 31, 1997",NA,489,NA,NA,378,1.29365079365079,0,3.29100529100529,NA,NA,NA,NA
"1997-4","2410","December 31, 1997","VANCOUVER",5145,NA,NA,1580,3.25632911392405,0.256329113924051,5.2753164556962,"4","1997",1982404.87,25.9533260730942
"1998-1","0610","March 31, 1998",NA,857,NA,NA,525,1.63238095238095,0,7.69333333333333,NA,NA,NA,NA
"1998-1","2410","March 31, 1998","VANCOUVER",3106,NA,NA,1199,2.59049207673061,0.211009174311927,5.59466221851543,"1","1998",1989320.31,15.6133729917029
"1998-1","0140","March 31, 1998","CALGARY",2260,NA,NA,1882,1.20085015940489,0,4.09883103081828,NA,NA,NA,NA
"1998-1","1265","March 31, 1998",NA,652,NA,NA,468,1.39316239316239,0,3.37179487179487,"1","1998",781023.6194,8.34801898181877
"1998-1","0340","March 31, 1998","EDMONTON",1178,NA,NA,867,1.35870818915802,0,3.94348327566321,NA,NA,NA,NA
"1998-1","2680","March 31, 1998","WINNIPEG",334,NA,NA,241,1.38589211618257,0,4.11203319502075,"1","1998",685038.256,4.87564011315596
"1998-1","1060","March 31, 1998",NA,1145,NA,NA,752,1.52260638297872,0.136968085106383,2.98670212765957,"1","1998",3537644.21,3.23661717242051
"1998-1","1490","March 31, 1998","REGINA",84,NA,NA,83,1.01204819277108,0,5.51807228915663,"1","1998",199678.609,4.20676007413493
"1998-1","2440","March 31, 1998",NA,253,NA,NA,150,1.68666666666667,0.0466666666666667,4.68666666666667,"1","1998",319335.557,7.92270057167483
"1998-1","2270","March 31, 1998","TORONTO",6275,NA,NA,3846,1.6315652626105,0.0533021320852834,5.26417056682267,"1","1998",4583528.5,13.6903261319309
"1998-1","1700","March 31, 1998","SASKATOON",151,NA,NA,117,1.29059829059829,0,4.94017094017094,"1","1998",231590.323,6.5201342631229
"1998-1","1400","March 31, 1998",NA,224,NA,NA,182,1.23076923076923,0,3.1043956043956,"1","1998",695701.121,3.21977345211149
"1998-1","0580","March 31, 1998",NA,325,NA,NA,259,1.25482625482625,0,3.25482625482625,NA,NA,NA,NA
"1998-2","0140","June 30, 1998","CALGARY",3092,NA,NA,2395,1.29102296450939,0,3.74906054279749,NA,NA,NA,NA
"1998-2","1265","June 30, 1998",NA,602,NA,NA,384,1.56770833333333,0.0182291666666667,4.2421875,"2","1998",783353.4258,7.68490926538308
"1998-2","1700","June 30, 1998","SASKATOON",273,NA,NA,163,1.67484662576687,0.0368098159509202,4.58895705521472,"2","1998",231845.387,11.7750887146182
"1998-2","2440","June 30, 1998","VICTORIA",346,NA,NA,201,1.72139303482587,0,5.28358208955224,"2","1998",319619.063,10.8253868449643
"1998-2","1060","June 30, 1998","MONTRÉAL",2139,NA,NA,1462,1.46306429548564,0.102599179206566,2.93707250341997,"2","1998",3543836.55,6.03583142117545
"1998-2","1400","June 30, 1998","QUÉBEC",417,NA,NA,259,1.61003861003861,0,2.16602316602317,"2","1998",696275.156,5.98901161999811
"1998-2","0340","June 30, 1998","EDMONTON",1096,NA,NA,984,1.11382113821138,0,5.28861788617886,NA,NA,NA,NA
"1998-2","2410","June 30, 1998","VANCOUVER",3550,NA,NA,1292,2.74767801857585,0.174922600619195,5.36377708978328,"2","1998",1996219.93,17.783611648442
"1998-2","2680","June 30, 1998","WINNIPEG",289,NA,NA,261,1.10727969348659,0,3.34865900383142,"2","1998",685743.665,4.21440276812473
"1998-2","1490","June 30, 1998","REGINA",161,NA,NA,111,1.45045045045045,0.0540540540540541,6.54954954954955,"2","1998",199701.754,8.06202232955851
"1998-2","0610","June 30, 1998",NA,769,NA,NA,491,1.56619144602851,0,4.03258655804481,NA,NA,NA,NA
"1998-2","0580","June 30, 1998",NA,373,NA,NA,206,1.81067961165049,0,3.46116504854369,NA,NA,NA,NA
"1998-2","2270","June 30, 1998","TORONTO",5902,NA,NA,3599,1.6398999722145,0.0430675187552098,5.53848291191998,"2","1998",4604382.06,12.8182238638989
"1998-3","2410","September 30, 1998","VANCOUVER",3603,NA,NA,1303,2.76515732924021,0.246354566385265,5.79969301611665,"3","1998",2003029.82,17.9877501773788
"1998-3","0580","September 30, 1998",NA,596,NA,NA,412,1.44660194174757,0.0145631067961165,2.62135922330097,NA,NA,NA,NA
"1998-3","0610","September 30, 1998","HAMILTON",814,NA,NA,556,1.46402877697842,0.00719424460431655,4.0341726618705,NA,NA,NA,NA
"1998-3","2270","September 30, 1998","TORONTO",4127,NA,NA,2834,1.45624558927311,0.0412844036697248,6.65067043048694,"3","1998",4621142.46,8.93069200035006
"1998-3","1400","September 30, 1998","QUÉBEC",898,NA,NA,608,1.47697368421053,0.00986842105263158,2.94572368421053,"3","1998",696919.876,12.8852688942394
"1998-3","2440","September 30, 1998","VICTORIA",295,NA,NA,204,1.44607843137255,0.0147058823529412,5.93627450980392,"3","1998",320093.69,9.21605171285944
"1998-3","2680","September 30, 1998","WINNIPEG",504,NA,NA,403,1.25062034739454,0.00248138957816377,3.15136476426799,"3","1998",686857.254,7.33776919534434
"1998-3","1490","September 30, 1998","REGINA",185,NA,NA,135,1.37037037037037,0.0222222222222222,3.47407407407407,"3","1998",199961.381,9.25178647370914
"1998-3","1700","September 30, 1998","SASKATOON",376,NA,NA,256,1.46875,0.0234375,4.1484375,"3","1998",232086.328,16.2008681528194
"1998-3","0140","September 30, 1998","CALGARY",3453,NA,NA,3022,1.14262078093978,0,4.15354070152217,NA,NA,NA,NA
"1998-3","1060","September 30, 1998","MONTRÉAL",4495,NA,NA,2720,1.65257352941176,0.172426470588235,2.89558823529412,"3","1998",3551212.73,12.6576478002206
"1998-3","1265","September 30, 1998",NA,1080,NA,NA,789,1.36882129277567,0,3.08618504435995,"3","1998",785862.2655,13.7428662427615
"1998-3","0340","September 30, 1998","EDMONTON",1271,NA,NA,1034,1.22920696324952,0,3.91876208897486,NA,NA,NA,NA
"1998-4","2410","December 31, 1998","VANCOUVER",3668,NA,NA,1063,3.45061147695202,0.269990592662277,5.49482596425212,"4","1998",2009927.38,18.2494155584865
"1998-4","0580","December 31, 1998",NA,522,NA,NA,388,1.34536082474227,0.0180412371134021,2.30412371134021,NA,NA,NA,NA
"1998-4","1265","December 31, 1998",NA,1126,NA,NA,815,1.38159509202454,0,3.29325153374233,"4","1998",788559.594,14.2791998038895
"1998-4","0340","December 31, 1998","EDMONTON",1814,NA,NA,1378,1.31640058055152,0.00507982583454282,4.13642960812772,NA,NA,NA,NA
"1998-4","1490","December 31, 1998","REGINA",131,NA,NA,130,1.00769230769231,0,4,"4","1998",199958.691,6.55135314923621
"1998-4","1400","December 31, 1998","QUÉBEC",299,NA,NA,229,1.3056768558952,0,2.99126637554585,"4","1998",697579.086,4.28625235476168
"1998-4","2270","December 31, 1998","TORONTO",5178,NA,NA,3651,1.41824157764996,0.0101342098055327,6.53766091481786,"4","1998",4642956.2,11.1523774443532
"1998-4","0610","December 31, 1998","HAMILTON",782,NA,NA,543,1.44014732965009,0.0239410681399632,3.76611418047882,NA,NA,NA,NA
"1998-4","2680","December 31, 1998","WINNIPEG",404,NA,NA,282,1.43262411347518,0,3.73758865248227,"4","1998",687770.691,5.87405083244526
"1998-4","1060","December 31, 1998","MONTRÉAL",2083,NA,NA,1399,1.48892065761258,0.0721944245889921,3.39313795568263,"4","1998",3558502.17,5.85358642622382
"1998-4","1700","December 31, 1998","SASKATOON",515,NA,NA,269,1.91449814126394,0.033457249070632,4.94423791821561,"4","1998",232227.483,22.1765311042018
"1998-4","2440","December 31, 1998","VICTORIA",246,NA,NA,165,1.49090909090909,0,5.36363636363636,"4","1998",320423.967,7.677328331685
"1998-4","0140","December 31, 1998","CALGARY",3306,NA,NA,2673,1.2368125701459,0.0101010101010101,4.19640852974186,NA,NA,NA,NA
"1999-1","0140","March 31, 1999","CALGARY",2141,NA,NA,1874,1.14247598719317,0.00533617929562433,4.16595517609392,NA,NA,NA,NA
"1999-1","1060","March 31, 1999","MONTRÉAL",1232,NA,NA,809,1.52286773794808,0.138442521631644,3.67119901112485,"1","1999",3566234.27,3.45462442095819
"1999-1","1265","March 31, 1999",NA,781,NA,NA,592,1.31925675675676,0,3.10472972972973,"1","1999",791459.0507,9.86785101906726
"1999-1","2680","March 31, 1999","WINNIPEG",223,NA,NA,160,1.39375,0,4.09375,"1","1999",688737.448,3.23780855313678
"1999-1","1490","March 31, 1999","REGINA",182,NA,NA,80,2.275,0.05,5.3875,"1","1999",199901.518,9.10448313854225
"1999-1","0580","March 31, 1999","HALIFAX",352,NA,NA,321,1.09657320872274,0.0249221183800623,3.41433021806854,NA,NA,NA,NA
"1999-1","0340","March 31, 1999","EDMONTON",1469,NA,NA,1041,1.41114313160423,0.00384245917387128,4.43035542747358,NA,NA,NA,NA
"1999-1","2270","March 31, 1999","TORONTO",7676,NA,NA,4396,1.74613284804368,0.0184258416742493,6.55868971792539,"1","1999",4666012.24,16.450878405754
"1999-1","2440","March 31, 1999","VICTORIA",256,NA,NA,116,2.20689655172414,0.0258620689655172,4.30172413793103,"1","1999",320749.672,7.98130200426207
"1999-1","2410","March 31, 1999","VANCOUVER",2386,NA,NA,876,2.72374429223744,0.181506849315068,5.72374429223744,"1","1999",2016838.69,11.8303958161374
"1999-1","1400","March 31, 1999","QUÉBEC",159,NA,NA,134,1.1865671641791,0,3.04477611940298,"1","1999",698276.2,2.27703593506409
"1999-1","0610","March 31, 1999",NA,688,NA,NA,422,1.6303317535545,0.004739336492891,4.43601895734597,NA,NA,NA,NA
"1999-1","1700","March 31, 1999","SASKATOON",199,NA,NA,112,1.77678571428571,0.0267857142857143,3.875,"1","1999",232304.545,8.56634122246726
"1999-2","0140","June 30, 1999","CALGARY",2200,NA,NA,1773,1.24083474337281,0.011844331641286,3.90298928369994,NA,NA,NA,NA
"1999-2","1265","June 30, 1999",NA,694,NA,NA,486,1.42798353909465,0,3.63168724279835,"2","1999",794591.0103,8.73405300341843
"1999-2","0610","June 30, 1999",NA,765,NA,NA,471,1.62420382165605,0.0424628450106157,4.45647558386412,NA,NA,NA,NA
"1999-2","0580","June 30, 1999","HALIFAX",407,NA,NA,296,1.375,0.0371621621621622,2.41891891891892,NA,NA,NA,NA
"1999-2","1490","June 30, 1999","REGINA",82,NA,NA,82,1,0,4.09756097560976,"2","1999",199789.86,4.10431240103977
"1999-2","2410","June 30, 1999","VANCOUVER",2518,NA,NA,991,2.54086781029263,0.212916246215943,5.32795156407669,"2","1999",2023763.75,12.4421637654099
"1999-2","2440","June 30, 1999","VICTORIA",172,NA,NA,116,1.48275862068966,0.0258620689655172,4.57758620689655,"2","1999",321070.807,5.35707377469544
"1999-2","1060","June 30, 1999","MONTRÉAL",2781,NA,NA,1977,1.40667678300455,0.115832068791098,2.99949418310572,"2","1999",3574409.03,7.78030711275369
"1999-2","1400","June 30, 1999",NA,365,NA,NA,255,1.43137254901961,0,2.83137254901961,"2","1999",699011.218,5.22166154992952
"1999-2","0340","June 30, 1999","EDMONTON",1104,NA,NA,844,1.30805687203791,0,3.73578199052133,NA,NA,NA,NA
"1999-2","1700","June 30, 1999","SASKATOON",181,NA,NA,155,1.16774193548387,0,3.69677419354839,"2","1999",232317.513,7.79106136522734
"1999-2","2680","June 30, 1999","WINNIPEG",373,NA,NA,187,1.99465240641711,0.0160427807486631,4.16577540106952,"2","1999",689757.524,5.40769744470377
"1999-2","2270","June 30, 1999","TORONTO",6976,NA,NA,4456,1.56552962298025,0.0320915619389587,5.58101436265709,"2","1999",4690310.58,14.8732154961047
"1999-3","1700","September 30, 1999","SASKATOON",334,NA,NA,264,1.26515151515152,0,3.67045454545455,"3","1999",232015.439,14.3955937346049
"1999-3","2270","September 30, 1999","TORONTO",7039,NA,NA,4917,1.4315639617653,0.00955867398820419,5.61399227171039,"3","1999",4715369.79,14.9277793969155
"1999-3","0340","September 30, 1999","EDMONTON",1655,NA,NA,996,1.66164658634538,0.00401606425702811,3.76104417670683,NA,NA,NA,NA
"1999-3","2440","September 30, 1999","VICTORIA",254,NA,NA,176,1.44318181818182,0,4.9375,"3","1999",320964.9,7.91363790869344
"1999-3","1060","September 30, 1999","MONTRÉAL",4913,NA,NA,2993,1.64149682592716,0.0664884731039091,2.8600066822586,"3","1999",3584085.27,13.7078211869663
"1999-3","1265","September 30, 1999",NA,1165,NA,NA,819,1.42246642246642,0,3.22344322344322,"3","1999",797990.0314,14.5991798663965
"1999-3","0610","September 30, 1999","HAMILTON",1031,NA,NA,654,1.57645259938838,0.055045871559633,4.26758409785933,NA,NA,NA,NA
"1999-3","1400","September 30, 1999","QUÉBEC",836,NA,NA,615,1.35934959349593,0,2.91869918699187,"3","1999",699695.508,11.9480544099763
"1999-3","0580","September 30, 1999","HALIFAX",619,NA,NA,543,1.13996316758748,0.0184162062615101,1.8232044198895,NA,NA,NA,NA
"1999-3","1490","September 30, 1999","REGINA",168,NA,NA,120,1.4,0.025,3.5,"3","1999",199582.278,8.41758104394419
"1999-3","0140","September 30, 1999","CALGARY",2505,NA,NA,1990,1.25879396984925,0.0105527638190955,3.93165829145729,NA,NA,NA,NA
"1999-3","2680","September 30, 1999","WINNIPEG",384,NA,NA,347,1.10662824207493,0,5.07780979827089,"3","1999",691102.989,5.55633539591015
"1999-3","2410","September 30, 1999","VANCOUVER",3519,NA,NA,1058,3.32608695652174,0.349716446124764,4.91115311909263,"3","1999",2029870.25,17.3360834270072
"1999-4","2680","December 31, 1999","WINNIPEG",505,NA,NA,384,1.31510416666667,0,5.38541666666667,"4","1999",692120.877,7.29641334023797
"1999-4","0610","December 31, 1999",NA,967,NA,NA,604,1.60099337748344,0.00662251655629139,4.29470198675497,NA,NA,NA,NA
"1999-4","1400","December 31, 1999","QUÉBEC",411,NA,NA,243,1.69135802469136,0,3.39506172839506,"4","1999",700541.788,5.86688770092328
"1999-4","0140","December 31, 1999","CALGARY",2809,NA,NA,1934,1.45243019648397,0.0284384694932782,4.21199586349535,NA,NA,NA,NA
"1999-4","1490","December 31, 1999","REGINA",89,NA,NA,87,1.02298850574713,0,5.45977011494253,"4","1999",199378.229,4.46387754803459
"1999-4","2270","December 31, 1999","TORONTO",8156,NA,NA,4549,1.79292152121345,0.0255001099142669,5.95801275005496,"4","1999",4742345.3,17.1982415536043
"1999-4","1060","December 31, 1999","MONTRÉAL",2350,NA,NA,1659,1.416515973478,0.0771549125979506,3.28872814948764,"4","1999",3592721.83,6.54100181198832
"1999-4","2440","December 31, 1999","VICTORIA",214,NA,NA,155,1.38064516129032,0.032258064516129,5.76129032258065,"4","1999",321445.882,6.6574192417248
"1999-4","1265","December 31, 1999",NA,1504,NA,NA,1056,1.42424242424242,0,3.42329545454545,"4","1999",801690.6723,18.76035298858
"1999-4","0340","December 31, 1999","EDMONTON",1411,NA,NA,1251,1.12789768185452,0,3.93205435651479,NA,NA,NA,NA
"1999-4","1700","December 31, 1999","SASKATOON",267,NA,NA,218,1.22477064220183,0,4.06422018348624,"4","1999",232000.601,11.5085908764521
"1999-4","2410","December 31, 1999","VANCOUVER",2679,NA,NA,1214,2.20675453047776,0.184514003294893,4.78995057660626,"4","1999",2037155.74,13.1506882237683
"1999-4","0580","December 31, 1999","HALIFAX",879,NA,NA,532,1.65225563909774,0.0507518796992481,1.98496240601504,NA,NA,NA,NA
"2000-1","2680","March 31, 2000","WINNIPEG",281,NA,NA,266,1.05639097744361,0,5.92481203007519,"1","2000",693083.258,4.05434695985688
"2000-1","1060","March 31, 2000","MONTRÉAL",1306,NA,NA,907,1.43991179713341,0.0319735391400221,3.04410143329658,"1","2000",3601377.54,3.62639013959086
"2000-1","1400","March 31, 2000","QUÉBEC",222,NA,NA,153,1.45098039215686,0,3.75816993464052,"1","2000",701461.425,3.164821215935
"2000-1","1700","March 31, 2000","SASKATOON",222,NA,NA,168,1.32142857142857,0.0119047619047619,4.30952380952381,"1","2000",232022.048,9.56805622196732
"2000-1","2270","March 31, 2000","TORONTO",7711,NA,NA,4564,1.68952673093777,0.0297984224364592,6.26511831726556,"1","2000",4770755.69,16.1630578068859
"2000-1","2440","March 31, 2000","VICTORIA",175,NA,NA,132,1.32575757575758,0,4.58333333333333,"1","2000",322091.283,5.43324235198256
"2000-1","0610","March 31, 2000","HAMILTON",752,NA,NA,467,1.61027837259101,0.00428265524625268,5.40256959314775,NA,NA,NA,NA
"2000-1","1265","March 31, 2000",NA,832,NA,NA,585,1.42222222222222,0,3.73675213675214,"1","2000",805722.5602,10.3261350879076
"2000-1","1490","March 31, 2000","REGINA",154,NA,NA,119,1.29411764705882,0,3.85714285714286,"1","2000",199136.274,7.73339768323676
"2000-1","2410","March 31, 2000","VANCOUVER",2618,NA,NA,929,2.81808396124865,0.23789020452099,5.43487621097955,"1","2000",2044787.91,12.8032838378822
"2000-1","0580","March 31, 2000","HALIFAX",592,NA,NA,338,1.75147928994083,0.0177514792899408,2.90532544378698,NA,NA,NA,NA
"2000-1","0340","March 31, 2000","EDMONTON",1643,NA,NA,1161,1.4151593453919,0,6.10766580534022,NA,NA,NA,NA
"2000-1","0140","March 31, 2000","CALGARY",2213,NA,NA,1484,1.49123989218329,0.0363881401617251,4.40566037735849,NA,NA,NA,NA
"2000-2","2440","June 30, 2000","VICTORIA",459,NA,NA,142,3.23239436619718,0.112676056338028,4.78169014084507,"2","2000",322901.101,14.2148787532316
"2000-2","1400","June 30, 2000","QUÉBEC",588,NA,NA,404,1.45544554455446,0,4.06188118811881,"2","2000",702454.419,8.37064988269367
"2000-2","2410","June 30, 2000","VANCOUVER",2165,NA,NA,851,2.54406580493537,0.290246768507638,5.25969447708578,"2","2000",2052766.76,10.5467413160957
"2000-2","2680","June 30, 2000","WINNIPEG",413,NA,NA,321,1.28660436137072,0,5.48286604361371,"2","2000",693990.132,5.95109326424832
"2000-2","1265","June 30, 2000","OTTAWA",965,NA,NA,683,1.41288433382138,0,4.35724743777452,"2","2000",810095.5959,11.9121743765056
"2000-2","0580","June 30, 2000","HALIFAX",515,NA,NA,307,1.67752442996743,0.00651465798045603,1.97394136807818,NA,NA,NA,NA
"2000-2","1060","June 30, 2000","MONTRÉAL",2673,NA,NA,1854,1.44174757281553,0.0269687162891046,3.46655879180151,"2","2000",3610052.39,7.40432467795848
"2000-2","2270","June 30, 2000","TORONTO",7661,NA,NA,4216,1.81712523719165,0.0222960151802657,6.11480075901328,"2","2000",4800600.94,15.9584187391339
"2000-2","0340","June 30, 2000","EDMONTON",1319,NA,NA,904,1.45907079646018,0,3.96902654867257,NA,NA,NA,NA
"2000-2","1490","June 30, 2000","REGINA",210,NA,NA,97,2.16494845360825,0.0721649484536082,5.06185567010309,"2","2000",198856.411,10.5603836931362
"2000-2","1700","June 30, 2000","SASKATOON",305,NA,NA,152,2.00657894736842,0,4.99342105263158,"2","2000",232079.782,13.1420323378277
"2000-2","0140","June 30, 2000","CALGARY",3098,NA,NA,1892,1.63742071881607,0.0248414376321353,4.53752642706131,NA,NA,NA,NA
"2000-2","0610","June 30, 2000","HAMILTON",1015,NA,NA,517,1.96324951644101,0,4.80657640232108,NA,NA,NA,NA
"2000-3","2410","September 30, 2000","VANCOUVER",2142,NA,NA,998,2.14629258517034,0.196392785571142,6.7064128256513,"3","2000",2063473.23,10.3805562817987
"2000-3","0340","September 30, 2000","EDMONTON",1750,NA,NA,1098,1.59380692167577,0,4.31329690346084,NA,NA,NA,NA
"2000-3","1400","September 30, 2000","QUÉBEC",766,NA,NA,497,1.54124748490946,0,3.58350100603622,"3","2000",703623.273,10.8865074450145
"2000-3","2680","September 30, 2000","WINNIPEG",410,NA,NA,400,1.025,0,4.5,"3","2000",694583.947,5.90281422095694
"2000-3","0610","September 30, 2000","HAMILTON",1198,NA,NA,609,1.96715927750411,0,4.11494252873563,NA,NA,NA,NA
"2000-3","1700","September 30, 2000","SASKATOON",233,NA,NA,217,1.07373271889401,0,3.73271889400922,"3","2000",232047.956,10.0410278985608
"2000-3","2270","September 30, 2000","TORONTO",10912,NA,NA,5670,1.92451499118166,0.0455026455026455,6.28412698412698,"3","2000",4836087.82,22.5636928156528
"2000-3","1490","September 30, 2000","REGINA",166,NA,NA,154,1.07792207792208,0,5.40909090909091,"3","2000",198256.57,8.37298859755316
"2000-3","0580","September 30, 2000","HALIFAX",577,NA,NA,497,1.16096579476861,0.0100603621730382,2.32394366197183,NA,NA,NA,NA
"2000-3","1265","September 30, 2000",NA,1147,NA,NA,900,1.27444444444444,0,3.94444444444444,"3","2000",814814.7487,14.0768193240241
"2000-3","0140","September 30, 2000","CALGARY",2834,NA,NA,2134,1.32802249297095,0.0224929709465792,4.21696344892221,NA,NA,NA,NA
"2000-3","1060","September 30, 2000","MONTRÉAL",5232,NA,NA,2959,1.76816492058128,0.0479891855356539,3.47042919905373,"3","2000",3618154.56,14.4604104474741
"2000-3","2440","September 30, 2000","VICTORIA",190,NA,NA,106,1.79245283018868,0,4.84905660377358,"3","2000",324499.209,5.85517605992069
"2000-4","2410","December 31, 2000","VANCOUVER",2181,NA,NA,1084,2.0119926199262,0.206642066420664,5.52583025830258,"4","2000",2071193.06,10.5301627459103
"2000-4","0610","December 31, 2000",NA,1059,NA,NA,570,1.85789473684211,0.00350877192982456,3.97368421052632,NA,NA,NA,NA
"2000-4","0580","December 31, 2000","HALIFAX",616,NA,NA,412,1.49514563106796,0.0315533980582524,2.37621359223301,NA,NA,NA,NA
"2000-4","0140","December 31, 2000","CALGARY",2584,NA,NA,1801,1.43475846751805,0.0294280955024986,4.2376457523598,NA,NA,NA,NA
"2000-4","1490","December 31, 2000","REGINA",184,NA,NA,178,1.03370786516854,0,4.87078651685393,"4","2000",198013.721,9.29228535632639
