"reference_period_qq","metcode","gcd_ct_centroid_fsa","date_pbi","metro","total_completions","completions_no_accsuite","completions_accsuite","num_structures","unitsperstructure","avgstorycount","avglengthofconstr"
"2007-4","2410","V5E","December 31, 2007","VANCOUVER",3,NA,NA,3,1,0,5.33333333333333
"2007-4","2410","V6N","December 31, 2007","VANCOUVER",7,NA,NA,7,1,0,8.42857142857143
"2007-4","2680","R0E","December 31, 2007","WINNIPEG",3,NA,NA,3,1,0,6.33333333333333
"2008-1","0580","B3M","March 31, 2008","HALIFAX",34,NA,NA,15,2.26666666666667,0,7.53333333333333
"2008-1","2270","L6R","March 31, 2008","TORONTO",9,NA,NA,9,1,0,3.66666666666667
"2008-1","2680","R3Y","March 31, 2008","WINNIPEG",15,NA,NA,15,1,0,5.8
"2008-1","0140","T2B","March 31, 2008","CALGARY",3,NA,NA,3,1,0,16.3333333333333
"2008-1","0140","T2Y","March 31, 2008","CALGARY",22,NA,NA,22,1,0,14.5454545454545
"2008-1","0340","T9E","March 31, 2008","EDMONTON",46,NA,NA,44,1.04545454545455,0,8.11363636363636
"2008-1","2410","V1M","March 31, 2008","VANCOUVER",9,NA,NA,9,1,0,10.7777777777778
"2008-1","1265","K4R","March 31, 2008","OTTAWA",6,NA,NA,6,1,0,6.16666666666667
"2008-1","0340","T0B","March 31, 2008","EDMONTON",13,NA,NA,13,1,0,7.07692307692308
"2008-1","1700","S7J","March 31, 2008","SASKATOON",10,NA,NA,8,1.25,0,8.25
"2008-1","1060","H8Z","March 31, 2008","MONTRÉAL",5,NA,NA,4,1.25,0,2
"2008-1","1060","J3H","March 31, 2008","MONTRÉAL",52,NA,NA,36,1.44444444444444,0.25,4.72222222222222
"2008-1","2270","L0H","March 31, 2008","TORONTO",3,NA,NA,3,1,0,4
"2008-1","2410","V4A","March 31, 2008","VANCOUVER",37,NA,NA,14,2.64285714285714,0.285714285714286,9.28571428571429
"2008-1","2410","V4R","March 31, 2008","VANCOUVER",14,NA,NA,14,1,0,4.14285714285714
"2008-1","1060","H4A","March 31, 2008","MONTRÉAL",34,NA,NA,1,34,0,11
"2008-1","2270","L3T","March 31, 2008","TORONTO",1,NA,NA,1,1,0,6
"2008-1","0580","nan","March 31, 2008","HALIFAX",50,NA,NA,50,1,0,3.52
"2008-1","2410","V3W","March 31, 2008","VANCOUVER",22,NA,NA,22,1,0,7.72727272727273
"2008-1","2410","V7E","March 31, 2008","VANCOUVER",12,NA,NA,7,1.71428571428571,0,9
"2008-1","1060","J5T","March 31, 2008","MONTRÉAL",19,NA,NA,19,1,0,4.21052631578947
"2008-1","2270","L7K","March 31, 2008","TORONTO",20,NA,NA,16,1.25,0,9.9375
"2008-1","2270","M8V","March 31, 2008","TORONTO",2,NA,NA,2,1,0,8
"2008-1","2680","R2C","March 31, 2008","WINNIPEG",5,NA,NA,5,1,0,4
"2008-1","0340","T5E","March 31, 2008","EDMONTON",21,NA,NA,21,1,0,9.95238095238095
"2008-1","1060","H1C","March 31, 2008","MONTRÉAL",73,NA,NA,14,5.21428571428571,0.642857142857143,5.21428571428571
"2008-1","2270","M1E","March 31, 2008","TORONTO",3,NA,NA,3,1,0,5
"2008-1","0340","T5W","March 31, 2008","EDMONTON",15,NA,NA,5,3,0,5.6
"2008-1","2270","M2P","March 31, 2008","TORONTO",6,NA,NA,6,1,0,14.6666666666667
"2008-1","2270","M6R","March 31, 2008","TORONTO",79,NA,NA,1,79,0,6
"2008-1","1060","J4J","March 31, 2008","MONTRÉAL",4,NA,NA,2,2,0,3.5
"2008-1","2270","L6S","March 31, 2008","TORONTO",1,NA,NA,1,1,0,20
"2008-1","0610","nan","March 31, 2008","HAMILTON",299,NA,NA,217,1.3778801843318,0,7.12903225806452
"2008-1","1060","J4M","March 31, 2008","MONTRÉAL",13,NA,NA,9,1.44444444444444,0.222222222222222,4.88888888888889
"2008-1","1700","S7H","March 31, 2008","SASKATOON",6,NA,NA,4,1.5,0,6
"2008-1","1700","S7T","March 31, 2008","SASKATOON",125,NA,NA,39,3.20512820512821,0,9.53846153846154
"2008-1","2410","V4N","March 31, 2008","VANCOUVER",55,NA,NA,24,2.29166666666667,0.125,9.91666666666667
"2008-1","0580","B0J","March 31, 2008","HALIFAX",13,NA,NA,13,1,0,4.23076923076923
"2008-1","1060","H7H","March 31, 2008","MONTRÉAL",3,NA,NA,2,1.5,0,5
"2008-1","2680","R1A","March 31, 2008","WINNIPEG",10,NA,NA,10,1,0,4.9
"2008-1","0340","T8R","March 31, 2008","EDMONTON",30,NA,NA,30,1,0,9.46666666666667
"2008-1","2410","V7J","March 31, 2008","VANCOUVER",2,NA,NA,2,1,0,5
"2008-1","1060","J6X","March 31, 2008","MONTRÉAL",23,NA,NA,23,1,0,4.52173913043478
"2008-1","2270","L4C","March 31, 2008","TORONTO",9,NA,NA,6,1.5,0.333333333333333,2.5
"2008-1","2440","V8S","March 31, 2008","VICTORIA",11,NA,NA,10,1.1,0,5.9
"2008-1","2680","R2W","March 31, 2008","WINNIPEG",3,NA,NA,2,1.5,0,9
"2008-1","0580","B4B","March 31, 2008","HALIFAX",8,NA,NA,8,1,0,3.25
"2008-1","2270","L3Y","March 31, 2008","TORONTO",8,NA,NA,3,2.66666666666667,0,6.66666666666667
"2008-1","2270","M1L","March 31, 2008","TORONTO",94,NA,NA,18,5.22222222222222,0,7.88888888888889
"2008-1","2410","V7V","March 31, 2008","VANCOUVER",13,NA,NA,5,2.6,1.8,14.8
"2008-1","1060","J7J","March 31, 2008","MONTRÉAL",31,NA,NA,18,1.72222222222222,0.111111111111111,3.83333333333333
"2008-1","1400","G3A","March 31, 2008","QUÉBEC",11,NA,NA,7,1.57142857142857,0.285714285714286,3.28571428571429
"2008-1","1400","G6K","March 31, 2008","QUÉBEC",1,NA,NA,1,1,0,3
"2008-1","1060","H3L","March 31, 2008","MONTRÉAL",24,NA,NA,3,8,0,5
"2008-1","1400","G1B","March 31, 2008","QUÉBEC",5,NA,NA,5,1,0,3.2
"2008-1","1400","G1W","March 31, 2008","QUÉBEC",4,NA,NA,4,1,0,3
"2008-1","2410","V5H","March 31, 2008","VANCOUVER",6,NA,NA,5,1.2,0,5.4
"2008-1","2410","V5J","March 31, 2008","VANCOUVER",8,NA,NA,6,1.33333333333333,0,5.16666666666667
"2008-1","0580","B3R","March 31, 2008","HALIFAX",1,NA,NA,1,1,0,3
"2008-1","2270","M4X","March 31, 2008","TORONTO",184,NA,NA,1,184,0,10
"2008-1","0610","L7R","March 31, 2008","HAMILTON",1,NA,NA,1,1,0,7
"2008-1","1060","J7L","March 31, 2008","MONTRÉAL",6,NA,NA,5,1.2,0,5.4
"2008-1","1400","G2N","March 31, 2008","QUÉBEC",2,NA,NA,2,1,0,6
"2008-1","2270","M4W","March 31, 2008","TORONTO",1,NA,NA,1,1,0,19
"2008-1","2410","V7G","March 31, 2008","VANCOUVER",1,NA,NA,1,1,0,10
"2008-1","2440","V8V","March 31, 2008","VICTORIA",5,NA,NA,4,1.25,0,5
"2008-1","0140","T2V","March 31, 2008","CALGARY",10,NA,NA,8,1.25,0,13.25
"2008-1","1060","H1E","March 31, 2008","MONTRÉAL",7,NA,NA,6,1.16666666666667,0,4.83333333333333
"2008-1","1060","H1W","March 31, 2008","MONTRÉAL",8,NA,NA,2,4,1.5,3
"2008-1","2270","M3K","March 31, 2008","TORONTO",9,NA,NA,9,1,0,9.55555555555556
"2008-1","2270","M4H","March 31, 2008","TORONTO",21,NA,NA,1,21,0,17
"2008-1","0340","T7Y","March 31, 2008","EDMONTON",4,NA,NA,4,1,0,8.75
"2008-1","1060","H2A","March 31, 2008","MONTRÉAL",14,NA,NA,2,7,0,4.5
"2008-1","1060","H7V","March 31, 2008","MONTRÉAL",20,NA,NA,2,10,1,38.5
"2008-1","2270","M1M","March 31, 2008","TORONTO",2,NA,NA,2,1,0,6
"2008-1","1060","H4M","March 31, 2008","MONTRÉAL",60,NA,NA,1,60,4,24
"2008-1","1060","H8S","March 31, 2008","MONTRÉAL",8,NA,NA,1,8,0,3
"2008-1","1060","J7Y","March 31, 2008","MONTRÉAL",46,NA,NA,20,2.3,0.5,5.45
"2008-1","2270","L4J","March 31, 2008","TORONTO",20,NA,NA,20,1,0,5.4
"2008-1","2410","V5W","March 31, 2008","VANCOUVER",25,NA,NA,7,3.57142857142857,0.428571428571429,6.14285714285714
"2008-1","0580","B3N","March 31, 2008","HALIFAX",9,NA,NA,7,1.28571428571429,0,4.14285714285714
"2008-1","0610","L8V","March 31, 2008","HAMILTON",6,NA,NA,6,1,0,2.66666666666667
"2008-1","0610","L9A","March 31, 2008","HAMILTON",5,NA,NA,5,1,0,5.2
"2008-1","2410","V3M","March 31, 2008","VANCOUVER",150,NA,NA,31,4.83870967741935,0.645161290322581,6.93548387096774
"2008-1","1060","H7Y","March 31, 2008","MONTRÉAL",6,NA,NA,1,6,2,6
"2008-1","2270","M6G","March 31, 2008","TORONTO",71,NA,NA,2,35.5,3.5,26.5
"2008-1","0610","L9C","March 31, 2008","HAMILTON",11,NA,NA,11,1,0,6.27272727272727
"2008-1","1060","J3Y","March 31, 2008","MONTRÉAL",36,NA,NA,23,1.56521739130435,0.217391304347826,4.78260869565217
"2008-1","1265","K4P","March 31, 2008","OTTAWA",16,NA,NA,16,1,0,5.9375
"2008-1","0140","T2C","March 31, 2008","CALGARY",135,NA,NA,76,1.77631578947368,0,6.14473684210526
"2008-1","1060","H1Y","March 31, 2008","MONTRÉAL",74,NA,NA,2,37,0,9.5
"2008-1","1060","H7E","March 31, 2008","MONTRÉAL",16,NA,NA,16,1,0,8.4375
"2008-1","2270","L0G","March 31, 2008","TORONTO",3,NA,NA,3,1,0,4.66666666666667
"2008-1","2270","M9L","March 31, 2008","TORONTO",1,NA,NA,1,1,0,8
"2008-1","1265","K1N","March 31, 2008","OTTAWA",44,NA,NA,2,22,3,9.5
"2008-1","0340","T8T","March 31, 2008","EDMONTON",24,NA,NA,24,1,0,9.29166666666667
"2008-1","1060","J5Y","March 31, 2008","MONTRÉAL",33,NA,NA,18,1.83333333333333,0.222222222222222,6.16666666666667
"2008-1","1265","K1C","March 31, 2008","OTTAWA",1,NA,NA,1,1,0,4
"2008-1","1400","G1X","March 31, 2008","QUÉBEC",8,NA,NA,6,1.33333333333333,0.333333333333333,3.33333333333333
"2008-1","0340","T5B","March 31, 2008","EDMONTON",6,NA,NA,5,1.2,0,7.8
"2008-1","1060","H7L","March 31, 2008","MONTRÉAL",31,NA,NA,23,1.34782608695652,0,4.04347826086957
"2008-1","1060","H4E","March 31, 2008","MONTRÉAL",67,NA,NA,9,7.44444444444444,2.22222222222222,12.6666666666667
"2008-1","1265","K2M","March 31, 2008","OTTAWA",7,NA,NA,2,3.5,0,4.5
"2008-1","2680","R2L","March 31, 2008","WINNIPEG",3,NA,NA,3,1,0,2.66666666666667
"2008-1","0580","B3G","March 31, 2008","HALIFAX",31,NA,NA,31,1,0,2.64516129032258
"2008-1","2410","V5N","March 31, 2008","VANCOUVER",2,NA,NA,1,2,2,7
"2008-1","2410","V6Y","March 31, 2008","VANCOUVER",2,NA,NA,2,1,0.5,10
"2008-1","0140","T3B","March 31, 2008","CALGARY",26,NA,NA,20,1.3,0,9.8
"2008-1","0610","L7L","March 31, 2008","HAMILTON",38,NA,NA,11,3.45454545454545,0,5.72727272727273
"2008-1","1060","H9K","March 31, 2008","MONTRÉAL",10,NA,NA,10,1,0,2.7
"2008-1","2270","M2M","March 31, 2008","TORONTO",3,NA,NA,3,1,0,14.3333333333333
"2008-1","1060","J0L","March 31, 2008","MONTRÉAL",32,NA,NA,28,1.14285714285714,0,3.64285714285714
"2008-1","1400","G2B","March 31, 2008","QUÉBEC",12,NA,NA,12,1,0,2.25
"2008-1","2410","V3H","March 31, 2008","VANCOUVER",12,NA,NA,12,1,0,7.16666666666667
"2008-1","1060","H1S","March 31, 2008","MONTRÉAL",175,NA,NA,1,175,0,12
"2008-1","1060","H7R","March 31, 2008","MONTRÉAL",20,NA,NA,5,4,0.4,8.6
"2008-1","2410","V3Y","March 31, 2008","VANCOUVER",145,NA,NA,5,29,0.8,9.6
"2008-1","2440","V8R","March 31, 2008","VICTORIA",3,NA,NA,2,1.5,0,13
"2008-1","0140","T2M","March 31, 2008","CALGARY",28,NA,NA,17,1.64705882352941,0,13.4705882352941
"2008-1","1060","J7K","March 31, 2008","MONTRÉAL",44,NA,NA,38,1.15789473684211,0,4.81578947368421
"2008-1","2680","R2M","March 31, 2008","WINNIPEG",2,NA,NA,2,1,0,2.5
"2008-1","1060","J0P","March 31, 2008","MONTRÉAL",2,NA,NA,2,1,0,6
"2008-1","1490","S4T","March 31, 2008","REGINA",19,NA,NA,9,2.11111111111111,0,12.6666666666667
"2008-1","1060","J6Z","March 31, 2008","MONTRÉAL",3,NA,NA,3,1,0,10
"2008-1","0340","T6C","March 31, 2008","EDMONTON",8,NA,NA,7,1.14285714285714,0,10.2857142857143
"2008-1","1265","K1Z","March 31, 2008","OTTAWA",5,NA,NA,3,1.66666666666667,0,5
"2008-1","1265","K2E","March 31, 2008","OTTAWA",37,NA,NA,8,4.625,0,8.5
"2008-1","2270","L3Z","March 31, 2008","TORONTO",73,NA,NA,73,1,0,6.73972602739726
"2008-1","2440","V9C","March 31, 2008","VICTORIA",55,NA,NA,32,1.71875,0,7.71875
"2008-1","1265","K1T","March 31, 2008","OTTAWA",37,NA,NA,28,1.32142857142857,0,4.75
"2008-1","2410","V7M","March 31, 2008","VANCOUVER",1,NA,NA,1,1,0,8
"2008-1","2680","R3E","March 31, 2008","WINNIPEG",1,NA,NA,1,1,0,8
"2008-1","1060","J3L","March 31, 2008","MONTRÉAL",59,NA,NA,44,1.34090909090909,0.136363636363636,4.93181818181818
"2008-1","2270","M2R","March 31, 2008","TORONTO",72,NA,NA,1,72,7,21
"2008-1","2270","M5V","March 31, 2008","TORONTO",1,NA,NA,1,1,0,26
"2008-1","0610","L8T","March 31, 2008","HAMILTON",2,NA,NA,2,1,0,11.5
"2008-1","1060","nan","March 31, 2008","MONTRÉAL",1263,NA,NA,652,1.93711656441718,0.202453987730061,5.16257668711656
"2008-1","1265","K1V","March 31, 2008","OTTAWA",31,NA,NA,5,6.2,0,8
"2008-1","1060","J3X","March 31, 2008","MONTRÉAL",1,NA,NA,1,1,0,3
"2008-1","2270","M1K","March 31, 2008","TORONTO",5,NA,NA,5,1,0,5.8
"2008-1","0580","B3P","March 31, 2008","HALIFAX",24,NA,NA,16,1.5,0,3.8125
"2008-1","2440","V8Z","March 31, 2008","VICTORIA",8,NA,NA,8,1,0,7.875
"2008-1","1060","H7M","March 31, 2008","MONTRÉAL",5,NA,NA,5,1,0,6
"2008-1","1060","J5Z","March 31, 2008","MONTRÉAL",55,NA,NA,19,2.89473684210526,0.368421052631579,5
"2008-1","2270","L4E","March 31, 2008","TORONTO",25,NA,NA,10,2.5,0,3.5
"2008-1","2270","L4P","March 31, 2008","TORONTO",28,NA,NA,28,1,0,5.42857142857143
"2008-1","2270","L6C","March 31, 2008","TORONTO",3,NA,NA,3,1,0,6
"2008-1","2270","M5P","March 31, 2008","TORONTO",2,NA,NA,2,1,0,15
"2008-1","2440","V8X","March 31, 2008","VICTORIA",2,NA,NA,2,1,0,9.5
"2008-1","1265","K1J","March 31, 2008","OTTAWA",16,NA,NA,5,3.2,0,6.8
"2008-1","1400","G6V","March 31, 2008","QUÉBEC",14,NA,NA,11,1.27272727272727,0,3.27272727272727
"2008-1","1490","S4P","March 31, 2008","REGINA",26,NA,NA,17,1.52941176470588,0,10
"2008-1","2270","M5C","March 31, 2008","TORONTO",369,NA,NA,1,369,45,35
"2008-1","2410","V3R","March 31, 2008","VANCOUVER",10,NA,NA,10,1,0,8.7
"2008-1","0140","T2G","March 31, 2008","CALGARY",238,NA,NA,6,39.6666666666667,6,22.3333333333333
"2008-1","2270","L4L","March 31, 2008","TORONTO",54,NA,NA,28,1.92857142857143,0.107142857142857,8.78571428571429
"2008-1","2410","V5S","March 31, 2008","VANCOUVER",4,NA,NA,4,1,0,12
"2008-1","0340","T6G","March 31, 2008","EDMONTON",33,NA,NA,2,16.5,0,13.5
"2008-1","1060","H9A","March 31, 2008","MONTRÉAL",1,NA,NA,1,1,0,4
"2008-1","2410","V4M","March 31, 2008","VANCOUVER",1,NA,NA,1,1,0,13
"2008-1","2410","V6S","March 31, 2008","VANCOUVER",11,NA,NA,11,1,0,8.72727272727273
"2008-1","2270","L0E","March 31, 2008","TORONTO",6,NA,NA,6,1,0,1.5
"2008-1","1060","J4N","March 31, 2008","MONTRÉAL",1,NA,NA,1,1,0,13
"2008-1","1060","J6Y","March 31, 2008","MONTRÉAL",10,NA,NA,10,1,0,4.6
"2008-1","2270","M4B","March 31, 2008","TORONTO",2,NA,NA,2,1,0,9
"2008-1","1060","J7P","March 31, 2008","MONTRÉAL",1,NA,NA,1,1,0,7
"2008-1","2410","V6H","March 31, 2008","VANCOUVER",1,NA,NA,1,1,0,9
"2008-1","2270","M2L","March 31, 2008","TORONTO",2,NA,NA,2,1,0,13
"2008-1","0140","T2E","March 31, 2008","CALGARY",40,NA,NA,22,1.81818181818182,0.227272727272727,15.4090909090909
"2008-1","2270","L9T","March 31, 2008","TORONTO",1,NA,NA,1,1,0,5
"2008-1","2440","V9E","March 31, 2008","VICTORIA",60,NA,NA,11,5.45454545454545,0.363636363636364,10.5454545454545
"2008-1","1265","K0A","March 31, 2008","OTTAWA",101,NA,NA,96,1.05208333333333,0,5.76041666666667
"2008-1","1265","K2G","March 31, 2008","OTTAWA",2,NA,NA,2,1,0,6
"2008-1","1400","G2A","March 31, 2008","QUÉBEC",4,NA,NA,3,1.33333333333333,0,3.33333333333333
"2008-1","1400","G3K","March 31, 2008","QUÉBEC",12,NA,NA,9,1.33333333333333,0.222222222222222,2.77777777777778
"2008-1","2270","M9N","March 31, 2008","TORONTO",13,NA,NA,2,6.5,0,8.5
"2008-1","2440","nan","March 31, 2008","VICTORIA",126,NA,NA,84,1.5,0,9.84523809523809
"2008-1","2680","R0A","March 31, 2008","WINNIPEG",9,NA,NA,9,1,0,3.33333333333333
"2008-1","0610","L0R","March 31, 2008","HAMILTON",7,NA,NA,7,1,0,8.85714285714286
"2008-1","1060","J7R","March 31, 2008","MONTRÉAL",26,NA,NA,18,1.44444444444444,0.222222222222222,4.16666666666667
"2008-1","2410","V6V","March 31, 2008","VANCOUVER",1,NA,NA,1,1,0,11
"2008-1","1060","H2B","March 31, 2008","MONTRÉAL",1,NA,NA,1,1,0,16
"2008-1","1060","J4X","March 31, 2008","MONTRÉAL",1,NA,NA,1,1,0,6
"2008-1","1060","H4J","March 31, 2008","MONTRÉAL",33,NA,NA,3,11,1,5
"2008-1","0340","T5H","March 31, 2008","EDMONTON",69,NA,NA,1,69,0,22
"2008-1","0610","L8S","March 31, 2008","HAMILTON",10,NA,NA,1,10,0,17
"2008-1","1060","H9S","March 31, 2008","MONTRÉAL",2,NA,NA,2,1,0,15
"2008-1","2270","M8Z","March 31, 2008","TORONTO",3,NA,NA,2,1.5,0,18.5
"2008-1","1060","H2K","March 31, 2008","MONTRÉAL",14,NA,NA,1,14,0,8
"2008-1","1060","H7A","March 31, 2008","MONTRÉAL",20,NA,NA,17,1.17647058823529,0.117647058823529,4
"2008-1","0580","B3Z","March 31, 2008","HALIFAX",19,NA,NA,19,1,0,3.73684210526316
"2008-1","1060","J5L","March 31, 2008","MONTRÉAL",33,NA,NA,29,1.13793103448276,0,4.79310344827586
"2008-1","2270","L6M","March 31, 2008","TORONTO",12,NA,NA,12,1,0,5.08333333333333
"2008-1","0580","B4C","March 31, 2008","HALIFAX",3,NA,NA,3,1,0,3
"2008-1","0140","T2T","March 31, 2008","CALGARY",128,NA,NA,65,1.96923076923077,0.153846153846154,15.3538461538462
"2008-1","1400","G3G","March 31, 2008","QUÉBEC",9,NA,NA,6,1.5,0.333333333333333,3.5
"2008-1","2270","L1Z","March 31, 2008","TORONTO",25,NA,NA,6,4.16666666666667,0,6.16666666666667
"2008-1","2410","V5X","March 31, 2008","VANCOUVER",6,NA,NA,5,1.2,0.4,6.2
"2008-1","1060","H3X","March 31, 2008","MONTRÉAL",33,NA,NA,1,33,4,14
"2008-1","2410","V2X","March 31, 2008","VANCOUVER",113,NA,NA,14,8.07142857142857,0.285714285714286,10.5714285714286
"2008-1","2410","V5G","March 31, 2008","VANCOUVER",319,NA,NA,21,15.1904761904762,1.80952380952381,7.19047619047619
"2008-1","0140","T2J","March 31, 2008","CALGARY",1,NA,NA,1,1,0,28
"2008-1","1060","H3R","March 31, 2008","MONTRÉAL",1,NA,NA,1,1,0,13
"2008-1","2270","M4T","March 31, 2008","TORONTO",1,NA,NA,1,1,0,14
"2008-1","2410","V6P","March 31, 2008","VANCOUVER",17,NA,NA,12,1.41666666666667,0.333333333333333,8.66666666666667
"2008-1","2270","L7G","March 31, 2008","TORONTO",1,NA,NA,1,1,0,17
"2008-1","2270","M9B","March 31, 2008","TORONTO",3,NA,NA,3,1,0,11.6666666666667
"2008-1","2410","V5C","March 31, 2008","VANCOUVER",7,NA,NA,7,1,0,5.42857142857143
"2008-1","2270","L3X","March 31, 2008","TORONTO",11,NA,NA,11,1,0,5.09090909090909
"2008-1","2270","L6L","March 31, 2008","TORONTO",48,NA,NA,31,1.54838709677419,0,8.09677419354839
"2008-1","2270","M9P","March 31, 2008","TORONTO",3,NA,NA,3,1,0,13
"2008-1","2410","V5Y","March 31, 2008","VANCOUVER",5,NA,NA,2,2.5,2.5,9
"2008-1","1700","S7L","March 31, 2008","SASKATOON",65,NA,NA,64,1.015625,0,8.109375
"2008-1","2270","M4P","March 31, 2008","TORONTO",200,NA,NA,5,40,3.8,17.8
"2008-1","2410","V4L","March 31, 2008","VANCOUVER",3,NA,NA,3,1,0,9
"2008-1","2410","V5V","March 31, 2008","VANCOUVER",11,NA,NA,7,1.57142857142857,0.285714285714286,7.42857142857143
"2008-1","0140","T2X","March 31, 2008","CALGARY",2,NA,NA,2,1,0,15
"2008-1","1060","H1H","March 31, 2008","MONTRÉAL",7,NA,NA,1,7,0,14
"2008-1","1060","H7K","March 31, 2008","MONTRÉAL",4,NA,NA,4,1,0,4.75
"2008-1","2270","M1N","March 31, 2008","TORONTO",4,NA,NA,4,1,0,6
"2008-1","0340","T0C","March 31, 2008","EDMONTON",13,NA,NA,13,1,0,8.76923076923077
"2008-1","0340","T5L","March 31, 2008","EDMONTON",4,NA,NA,1,4,0,5
"2008-1","1265","K2P","March 31, 2008","OTTAWA",119,NA,NA,1,119,0,20
"2008-1","0610","L8K","March 31, 2008","HAMILTON",2,NA,NA,2,1,0,5
"2008-1","1400","G1C","March 31, 2008","QUÉBEC",46,NA,NA,16,2.875,1.5,3.5625
"2008-1","2270","M5R","March 31, 2008","TORONTO",2,NA,NA,1,2,0,16
"2008-1","1060","J5B","March 31, 2008","MONTRÉAL",2,NA,NA,2,1,0,3
"2008-1","2270","L5R","March 31, 2008","TORONTO",35,NA,NA,5,7,0,10.6
"2008-1","2270","L7E","March 31, 2008","TORONTO",3,NA,NA,3,1,0,15.6666666666667
"2008-1","2410","V5R","March 31, 2008","VANCOUVER",10,NA,NA,8,1.25,0,7.5
"2008-1","2410","V3X","March 31, 2008","VANCOUVER",9,NA,NA,9,1,0,7
"2008-1","2410","V6M","March 31, 2008","VANCOUVER",4,NA,NA,4,1,0,9.75
"2008-1","0340","T8G","March 31, 2008","EDMONTON",6,NA,NA,6,1,0,10
"2008-1","2410","V3L","March 31, 2008","VANCOUVER",3,NA,NA,3,1,0,6
"2008-1","0340","T5Z","March 31, 2008","EDMONTON",1,NA,NA,1,1,0,4
"2008-1","1060","J7V","March 31, 2008","MONTRÉAL",121,NA,NA,58,2.08620689655172,0,4.41379310344828
"2008-1","1265","K2S","March 31, 2008","OTTAWA",16,NA,NA,16,1,0,6.625
"2008-1","0580","B3V","March 31, 2008","HALIFAX",9,NA,NA,9,1,0,3.77777777777778
"2008-1","2410","V2W","March 31, 2008","VANCOUVER",6,NA,NA,6,1,0,5.5
"2008-1","2680","R5A","March 31, 2008","WINNIPEG",1,NA,NA,1,1,0,4
"2008-1","2270","M9A","March 31, 2008","TORONTO",6,NA,NA,6,1,0,14.6666666666667
"2008-1","2680","R3B","March 31, 2008","WINNIPEG",15,NA,NA,1,15,6,17
"2008-1","0610","N1R","March 31, 2008","HAMILTON",8,NA,NA,8,1,0,5.25
"2008-1","1400","G1H","March 31, 2008","QUÉBEC",20,NA,NA,4,5,1.25,3.75
"2008-1","2270","M2N","March 31, 2008","TORONTO",6,NA,NA,6,1,0,8.66666666666667
"2008-1","1060","H3M","March 31, 2008","MONTRÉAL",29,NA,NA,1,29,0,9
"2008-1","1400","G6Z","March 31, 2008","QUÉBEC",24,NA,NA,21,1.14285714285714,0,1.38095238095238
"2008-1","2270","L6H","March 31, 2008","TORONTO",28,NA,NA,24,1.16666666666667,0,6.54166666666667
"2008-1","2410","V3C","March 31, 2008","VANCOUVER",84,NA,NA,3,28,1.33333333333333,27.3333333333333
"2008-1","2440","V8P","March 31, 2008","VICTORIA",49,NA,NA,3,16.3333333333333,1.33333333333333,15.6666666666667
"2008-1","2270","L4A","March 31, 2008","TORONTO",39,NA,NA,39,1,0,7.87179487179487
"2008-1","2410","V7N","March 31, 2008","VANCOUVER",2,NA,NA,2,1,0,8
"2008-1","1060","J3G","March 31, 2008","MONTRÉAL",47,NA,NA,23,2.04347826086957,0.521739130434783,3.8695652173913
"2008-1","1400","G3B","March 31, 2008","QUÉBEC",9,NA,NA,9,1,0,6.44444444444444
"2008-1","2410","V5E","March 31, 2008","VANCOUVER",7,NA,NA,6,1.16666666666667,0,5.5
"2008-1","0340","T5R","March 31, 2008","EDMONTON",7,NA,NA,2,3.5,0,24.5
"2008-1","0340","T8A","March 31, 2008","EDMONTON",9,NA,NA,9,1,0,7.88888888888889
"2008-1","2270","M5T","March 31, 2008","TORONTO",8,NA,NA,1,8,0,23
"2008-1","2410","V4B","March 31, 2008","VANCOUVER",7,NA,NA,4,1.75,1.5,13.75
"2008-1","1265","K2B","March 31, 2008","OTTAWA",4,NA,NA,2,2,0,4
"2008-1","2270","L6K","March 31, 2008","TORONTO",12,NA,NA,4,3,0,10
"2008-1","1060","H7G","March 31, 2008","MONTRÉAL",33,NA,NA,3,11,1.33333333333333,13
"2008-1","1060","J4K","March 31, 2008","MONTRÉAL",3,NA,NA,2,1.5,0,3
"2008-1","2270","M5J","March 31, 2008","TORONTO",1,NA,NA,1,1,0,9
"2008-1","2410","V7S","March 31, 2008","VANCOUVER",17,NA,NA,17,1,0,20.2352941176471
"2008-1","0610","L9G","March 31, 2008","HAMILTON",55,NA,NA,16,3.4375,0,8.625
"2008-1","1060","H9R","March 31, 2008","MONTRÉAL",9,NA,NA,2,4.5,2,7
"2008-1","2270","L9R","March 31, 2008","TORONTO",9,NA,NA,9,1,0,8.55555555555556
"2008-1","1060","H7T","March 31, 2008","MONTRÉAL",27,NA,NA,11,2.45454545454545,0.909090909090909,5.36363636363636
"2008-1","2270","L1W","March 31, 2008","TORONTO",1,NA,NA,1,1,0,6
"2008-1","2270","L5B","March 31, 2008","TORONTO",1,NA,NA,1,1,0,6
"2008-1","1060","J0N","March 31, 2008","MONTRÉAL",134,NA,NA,80,1.675,0.25,4.1875
"2008-1","1060","J7C","March 31, 2008","MONTRÉAL",18,NA,NA,14,1.28571428571429,0.0714285714285714,4.07142857142857
"2008-1","1265","K1S","March 31, 2008","OTTAWA",23,NA,NA,3,7.66666666666667,0,10
"2008-1","2270","M6M","March 31, 2008","TORONTO",3,NA,NA,3,1,0,10.3333333333333
"2008-1","1060","J4V","March 31, 2008","MONTRÉAL",5,NA,NA,5,1,0,4.2
