Date,Population,Labour force,Employment,Full-time employment,Part-time employment,Unemployment,Not in labour force,Participation Rate,Unemployment Rate,Employment Rate
2017-03-31,4.2000000000000455,-12.399999999999977,-3.900000000000091,2.7999999999999545,-6.699999999999989,-8.600000000000009,16.600000000000023,-1.3264493573553864,-0.8576265120316506,0.8461362213272707
2017-06-30,4.400000000000091,23.800000000000068,23.40000000000009,28.800000000000068,-5.400000000000006,0.4000000000000057,-19.5,1.7505925268168312,-0.20194327568962933,0.20194327568962933
2017-09-30,4.899999999999864,1.599999999999909,2.3999999999999773,2.5,-0.19999999999998863,-0.7000000000000028,3.3999999999999773,-0.1758557416792712,-0.09547825419490685,0.10679943612630893
2017-12-31,4.5,-23.0,-7.600000000000023,-12.100000000000023,4.599999999999994,-15.5,27.600000000000023,-2.2254946627458168,-1.5647063054719643,1.5533851235405791
2018-03-31,5.400000000000091,10.800000000000068,2.1000000000000227,8.799999999999955,-6.699999999999989,8.700000000000003,-5.5,0.5779687275023804,0.9082337104976004,-0.9082337104976119
2018-06-30,6.2999999999999545,-1.8000000000000682,5.699999999999932,8.600000000000023,-2.9000000000000057,-7.5,8.099999999999966,-0.5358070151255419,-0.8457673724339667,0.8457673724339685
2018-09-30,6.5,1.7000000000000455,-8.299999999999955,-10.600000000000023,2.299999999999983,10.0,4.800000000000011,-0.2512454064726768,1.1337361454371013,-1.1337361454370978
2018-12-31,6.0,-3.1000000000000227,9.0,-2.7999999999999545,11.800000000000011,-12.100000000000001,9.100000000000023,-0.6157270182690553,-1.3638235475815623,1.3638235475815605
2019-03-31,6.2000000000000455,16.200000000000045,10.0,5.2999999999999545,4.699999999999989,6.199999999999996,-10.0,0.9668557249202365,0.5705904751270197,-0.5705904751270197
2019-06-30,6.2999999999999545,25.899999999999977,34.39999999999998,47.200000000000045,-12.799999999999983,-8.499999999999993,-19.600000000000023,1.7451111140454003,-1.153298008404895,1.1532980084048887
2019-09-30,7.099999999999909,2.1000000000000227,-7.0,-2.3999999999999773,-4.700000000000017,9.199999999999996,5.0,-0.2595961485269527,0.9935820127685036,-0.9826183026490014
2019-12-31,6.800000000000182,-21.600000000000023,-16.100000000000023,-32.80000000000007,16.80000000000001,-5.599999999999994,28.5,-2.1570543986317716,-0.4458961220169195,0.43493241189742093
2020-03-31,6.099999999999909,-22.600000000000023,-38.69999999999993,-20.5,-18.19999999999999,16.200000000000003,28.600000000000023,-2.174546671290628,2.0513829744769767,-2.039860909722961
2020-06-30,5.2999999999999545,-13.699999999999932,-65.30000000000007,-31.0,-34.30000000000001,51.599999999999994,19.0,-1.3959809605542262,6.187467473637442,-6.187282678171371
2020-09-30,4.5,62.299999999999955,74.10000000000002,46.200000000000045,27.900000000000006,-12.0,-57.700000000000045,4.732437264282694,-2.3518079466908013,2.3291900117298496
2020-12-31,4.7999999999999545,-2.3999999999999773,23.600000000000023,5.5,18.099999999999994,-25.900000000000006,7.0,-0.4709580183253763,-2.7992976376108754,2.810208712351738
2021-03-31,4.5,-27.200000000000045,-25.0,-29.0,4.0,-2.1999999999999886,31.80000000000001,-2.4174820782245803,0.06430124193168041,-0.0643012419316733
2021-06-30,3.2000000000000455,-0.39999999999997726,11.200000000000045,24.5,-13.300000000000011,-11.600000000000009,3.6000000000000227,-0.20979366690671952,-1.3038920778134493,1.303892077813444
2021-09-30,4.5,18.799999999999955,14.0,6.399999999999977,7.600000000000023,4.799999999999997,-14.300000000000011,1.2334186178689635,0.34444774019562274,-0.3444477401956192
2021-12-31,7.100000000000136,-0.599999999999909,13.5,10.100000000000023,3.3999999999999773,-14.099999999999994,7.699999999999989,-0.4444025247389334,-1.552366703962642,1.5523667039626474
2022-03-31,2.5,-4.600000000000023,-5.900000000000091,-10.299999999999955,4.5,1.2999999999999972,7.100000000000023,-0.4987373987600847,0.18397056873689976,-0.18397056873692463
