"","ref_yy","metcode","dweltype","mkttycd","date_pbi","metro","underconstr","num_structures","unitsperstructure","avgstorycount","ref_qq","population","underconstr_per_10kpop"
"1","1988","0140",1,1,"December 31, 1988","CALGARY",1341,1341,1,0,4,"724449.865",18.5105976933269
"2","1988","0140",2,1,"December 31, 1988","CALGARY",230,115,2,0,4,"724449.865",3.17482287059298
"3","1988","0140",2,2,"December 31, 1988","CALGARY",2,1,2,0,4,"724449.865",0.0276071553964607
"4","1988","0140",4,1,"December 31, 1988","CALGARY",21,3,7,0,4,"724449.865",0.289875131662838
"5","1988","0140",4,2,"December 31, 1988","CALGARY",76,3,25.3333333333333,0,4,"724449.865",1.04907190506551
"6","1988","0140",5,1,"December 31, 1988","CALGARY",11,3,3.66666666666667,0,4,"724449.865",0.151839354680534
"7","1988","0610",1,1,"December 31, 1988",NA,1050,1050,1,0,4,"607581.042",17.2816452031431
"8","1988","0610",2,1,"December 31, 1988","HAMILTON",10,5,2,0,4,"607581.042",0.164587097172792
"9","1988","0610",4,2,"December 31, 1988",NA,15,3,5,0,4,"607581.042",0.246880645759187
"10","1988","0610",4,3,"December 31, 1988",NA,329,41,8.02439024390244,0,4,"607581.042",5.41491549698484
"11","1988","0610",4,4,"December 31, 1988",NA,35,5,7,0,4,"607581.042",0.576054840104771
"12","1988","0610",5,2,"December 31, 1988",NA,54,1,54,0,4,"607581.042",0.888770324733075
"13","1988","0610",5,3,"December 31, 1988","HAMILTON",818,13,62.9230769230769,0,4,"607581.042",13.4632245487344
"14","1988","0610",5,4,"December 31, 1988",NA,105,2,52.5,0,4,"607581.042",1.72816452031431
"15","1988","1265",1,1,"December 31, 1988",NA,1473,1473,1,0,4,"694702.2267506439",21.2033291859408
"16","1988","1265",2,1,"December 31, 1988",NA,52,26,2,0,4,"694702.2267506439",0.7485221436992
"17","1988","1265",2,2,"December 31, 1988",NA,8,4,2,0,4,"694702.2267506439",0.1151572528768
"18","1988","1265",4,0,"December 31, 1988",NA,26,2,13,0,4,"694702.2267506439",0.3742610718496
"19","1988","1265",4,1,"December 31, 1988",NA,303,58,5.22413793103448,0,4,"694702.2267506439",4.3615809527088
"20","1988","1265",4,2,"December 31, 1988",NA,280,47,5.95744680851064,0,4,"694702.2267506439",4.030503850688
"21","1988","1265",4,3,"December 31, 1988",NA,311,56,5.55357142857143,0.464285714285714,4,"694702.2267506439",4.4767382055856
"22","1988","1265",5,0,"December 31, 1988",NA,8,1,8,0,4,"694702.2267506439",0.1151572528768
"23","1988","1265",5,1,"December 31, 1988",NA,16,4,4,0,4,"694702.2267506439",0.2303145057536
"24","1988","1265",5,2,"December 31, 1988",NA,661,13,50.8461538461538,0.307692307692308,4,"694702.2267506439",9.5148680189456
"25","1988","1265",5,3,"December 31, 1988",NA,957,9,106.333333333333,2.11111111111111,4,"694702.2267506439",13.7756863753872
"26","1988","1265",5,4,"December 31, 1988",NA,222,3,74,0,4,"694702.2267506439",3.1956137673312
"27","1989","0140",1,0,"December 31, 1989","CALGARY",239,239,1,0,4,"747414.603",3.19768972991286
"28","1989","0140",1,1,"December 31, 1989","CALGARY",1788,1788,1,0,4,"747414.603",23.9224654271305
"29","1989","0140",1,2,"December 31, 1989","CALGARY",6,6,1,0,4,"747414.603",0.0802767296212434
"30","1989","0140",2,0,"December 31, 1989","CALGARY",24,12,2,0,4,"747414.603",0.321106918484974
"31","1989","0140",2,1,"December 31, 1989","CALGARY",248,124,2,0,4,"747414.603",3.31810482434473
"32","1989","0140",2,2,"December 31, 1989","CALGARY",20,10,2,0,4,"747414.603",0.267589098737478
"33","1989","0140",4,0,"December 31, 1989","CALGARY",47,2,23.5,0,4,"747414.603",0.628834382033074
"34","1989","0140",4,1,"December 31, 1989","CALGARY",139,31,4.48387096774194,0,4,"747414.603",1.85974423622547
"35","1989","0140",4,2,"December 31, 1989","CALGARY",12,3,4,0,4,"747414.603",0.160553459242487
"36","1989","0140",4,3,"December 31, 1989","CALGARY",42,7,6,0,4,"747414.603",0.561937107348704
"37","1989","0140",5,0,"December 31, 1989","CALGARY",30,1,30,0,4,"747414.603",0.401383648106217
"38","1989","0140",5,1,"December 31, 1989","CALGARY",13,4,3.25,0,4,"747414.603",0.173932914179361
"39","1989","0140",5,2,"December 31, 1989","CALGARY",254,22,11.5454545454545,0,4,"747414.603",3.39838155396597
"40","1989","0140",5,3,"December 31, 1989","CALGARY",4,1,4,0,4,"747414.603",0.0535178197474956
"41","1989","0610",1,1,"December 31, 1989",NA,853,853,1,0,4,"615293.795",13.8632959885448
"42","1989","0610",2,1,"December 31, 1989","HAMILTON",10,5,2,0,4,"615293.795",0.162523985797711
"43","1989","0610",2,3,"December 31, 1989","HAMILTON",10,5,2,0,4,"615293.795",0.162523985797711
"44","1989","0610",4,1,"December 31, 1989",NA,112,27,4.14814814814815,0,4,"615293.795",1.82026864093437
"45","1989","0610",4,2,"December 31, 1989",NA,63,13,4.84615384615385,0,4,"615293.795",1.02390111052558
"46","1989","0610",4,3,"December 31, 1989","HAMILTON",289,42,6.88095238095238,0,4,"615293.795",4.69694318955386
"47","1989","0610",5,2,"December 31, 1989",NA,69,2,34.5,0,4,"615293.795",1.12141550200421
"48","1989","0610",5,3,"December 31, 1989",NA,249,4,62.25,0,4,"615293.795",4.04684724636302
"49","1989","0610",5,4,"December 31, 1989",NA,51,1,51,0,4,"615293.795",0.828872327568328
"50","1989","1265",1,1,"December 31, 1989",NA,1222,1222,1,0,4,"712715.6858770581",17.1456869017303
"51","1989","1265",1,2,"December 31, 1989",NA,2,2,1,0,4,"712715.6858770581",0.0280616806902296
"52","1989","1265",2,1,"December 31, 1989",NA,50,26,1.92307692307692,0,4,"712715.6858770581",0.701542017255741
"53","1989","1265",2,2,"December 31, 1989",NA,2,1,2,0,4,"712715.6858770581",0.0280616806902296
"54","1989","1265",2,3,"December 31, 1989",NA,10,5,2,0,4,"712715.6858770581",0.140308403451148
"55","1989","1265",4,1,"December 31, 1989",NA,342,66,5.18181818181818,0,4,"712715.6858770581",4.79854739802926
"56","1989","1265",4,2,"December 31, 1989",NA,11,4,2.75,0,4,"712715.6858770581",0.154339243796263
"57","1989","1265",4,3,"December 31, 1989",NA,216,41,5.26829268292683,0,4,"712715.6858770581",3.0306615145448
"58","1989","1265",5,1,"December 31, 1989",NA,3,1,3,2,4,"712715.6858770581",0.0420925210353444
"59","1989","1265",5,2,"December 31, 1989",NA,330,10,33,0,4,"712715.6858770581",4.63017731388789
"60","1989","1265",5,3,"December 31, 1989",NA,722,9,80.2222222222222,1.33333333333333,4,"712715.6858770581",10.1302667291729
"61","1990","0140",1,0,"December 31, 1990","CALGARY",43,43,1,0,4,"764404.198",0.562529616039602
"62","1990","0140",1,1,"December 31, 1990","CALGARY",1110,1110,1,0,4,"764404.198",14.5211133442781
"63","1990","0140",2,0,"December 31, 1990","CALGARY",20,10,2,0,4,"764404.198",0.261641681878885
"64","1990","0140",2,1,"December 31, 1990","CALGARY",20,10,2,0,4,"764404.198",0.261641681878885
"65","1990","0140",2,2,"December 31, 1990","CALGARY",16,8,2,0,4,"764404.198",0.209313345503108
"66","1990","0140",2,3,"December 31, 1990","CALGARY",68,34,2,0,4,"764404.198",0.889581718388208
"67","1990","0140",4,0,"December 31, 1990","CALGARY",66,1,66,0,4,"764404.198",0.86341755020032
"68","1990","0140",4,2,"December 31, 1990","CALGARY",174,25,6.96,0,4,"764404.198",2.2762826323463
"69","1990","0140",4,3,"December 31, 1990","CALGARY",348,58,6,0,4,"764404.198",4.55256526469259
"70","1990","0140",5,0,"December 31, 1990","CALGARY",32,1,32,0,4,"764404.198",0.418626691006216
"71","1990","0140",5,2,"December 31, 1990","CALGARY",90,6,15,0.333333333333333,4,"764404.198",1.17738756845498
"72","1990","0140",5,3,"December 31, 1990","CALGARY",366,8,45.75,1.5,4,"764404.198",4.78804277838359
"73","1990","0610",1,1,"December 31, 1990",NA,417,417,1,0,4,"619584.027",6.73032198746466
"74","1990","0610",2,1,"December 31, 1990","HAMILTON",10,5,2,0,4,"619584.027",0.161398608812102
"75","1990","0610",2,3,"December 31, 1990",NA,6,3,2,0,4,"619584.027",0.0968391652872614
"76","1990","0610",4,1,"December 31, 1990",NA,118,26,4.53846153846154,0,4,"619584.027",1.90450358398281
"77","1990","0610",4,2,"December 31, 1990","HAMILTON",151,22,6.86363636363636,0,4,"619584.027",2.43711899306274
"78","1990","0610",4,3,"December 31, 1990",NA,313,43,7.27906976744186,0,4,"619584.027",5.0517764558188
"79","1990","0610",5,2,"December 31, 1990",NA,162,3,54,0,4,"619584.027",2.61465746275606
"80","1990","0610",5,3,"December 31, 1990","HAMILTON",254,3,84.6666666666667,0,4,"619584.027",4.0995246638274
"81","1990","1265",1,1,"December 31, 1990","OTTAWA",708,708,1,0,4,"728702.2202749951",9.7159028791324
"82","1990","1265",2,1,"December 31, 1990",NA,35,21,1.66666666666667,0,4,"728702.2202749951",0.480305933290444
"83","1990","1265",2,2,"December 31, 1990",NA,8,4,2,0,4,"728702.2202749951",0.10978421332353
"84","1990","1265",2,3,"December 31, 1990",NA,10,5,2,0,4,"728702.2202749951",0.137230266654412
"85","1990","1265",4,1,"December 31, 1990",NA,167,32,5.21875,0,4,"728702.2202749951",2.29174545312869
"86","1990","1265",4,2,"December 31, 1990","OTTAWA",165,25,6.6,0,4,"728702.2202749951",2.26429939979781
"87","1990","1265",4,3,"December 31, 1990",NA,78,10,7.8,0,4,"728702.2202749951",1.07039607990442
"88","1990","1265",5,2,"December 31, 1990",NA,315,12,26.25,0.666666666666667,4,"728702.2202749951",4.32275339961399
"89","1990","1265",5,3,"December 31, 1990",NA,654,6,109,0.666666666666667,4,"728702.2202749951",8.97485943919858
"90","1991","0140",1,0,"December 31, 1991","CALGARY",8,8,1,0,4,"779040.068",0.102690481897011
"91","1991","0140",1,1,"December 31, 1991","CALGARY",1254,1254,1,0,4,"779040.068",16.0967330373564
"92","1991","0140",1,2,"December 31, 1991","CALGARY",3,3,1,0,4,"779040.068",0.038508930711379
"93","1991","0140",2,0,"December 31, 1991","CALGARY",34,17,2,0,4,"779040.068",0.436434548062296
"94","1991","0140",2,1,"December 31, 1991","CALGARY",86,43,2,0,4,"779040.068",1.10392268039287
"95","1991","0140",2,2,"December 31, 1991","CALGARY",14,7,2,0,4,"779040.068",0.179708343319769
"96","1991","0140",2,3,"December 31, 1991","CALGARY",84,42,2,0,4,"779040.068",1.07825005991861
"97","1991","0140",4,0,"December 31, 1991","CALGARY",17,1,17,0,4,"779040.068",0.218217274031148
"98","1991","0140",4,1,"December 31, 1991","CALGARY",69,2,34.5,0,4,"779040.068",0.885705406361717
"99","1991","0140",4,2,"December 31, 1991","CALGARY",109,10,10.9,0,4,"779040.068",1.39915781584677
"100","1991","0140",4,3,"December 31, 1991","CALGARY",252,42,6,0,4,"779040.068",3.23475017975584
"101","1991","0140",5,0,"December 31, 1991","CALGARY",12,2,6,0,4,"779040.068",0.154035722845516
"102","1991","0140",5,1,"December 31, 1991","CALGARY",4,1,4,0,4,"779040.068",0.0513452409485054
"103","1991","0140",5,2,"December 31, 1991","CALGARY",39,3,13,0,4,"779040.068",0.500616099247927
"104","1991","0140",5,3,"December 31, 1991","CALGARY",37,4,9.25,0,4,"779040.068",0.474943478773675
"105","1991","0610",1,1,"December 31, 1991",NA,370,370,1,0,4,"623080.796",5.9382346940444
"106","1991","0610",1,3,"December 31, 1991",NA,1,1,1,0,4,"623080.796",0.0160492829568768
"107","1991","0610",2,1,"December 31, 1991","HAMILTON",22,11,2,0,4,"623080.796",0.353084225051289
"108","1991","0610",4,1,"December 31, 1991",NA,71,10,7.1,0,4,"623080.796",1.13949908993825
"109","1991","0610",4,2,"December 31, 1991",NA,105,14,7.5,0,4,"623080.796",1.68517471047206
"110","1991","0610",4,3,"December 31, 1991","HAMILTON",146,28,5.21428571428571,0,4,"623080.796",2.34319531170401
"111","1991","0610",5,2,"December 31, 1991",NA,201,4,50.25,0.75,4,"623080.796",3.22590587433223
"112","1991","0610",5,3,"December 31, 1991","HAMILTON",458,4,114.5,0,4,"623080.796",7.35057159424955
"113","1991","1265",1,1,"December 31, 1991",NA,620,620,1,0,4,"742919.301303064",8.34545554157139
"114","1991","1265",2,1,"December 31, 1991",NA,31,17,1.82352941176471,0,4,"742919.301303064",0.417272777078569
"115","1991","1265",2,2,"December 31, 1991",NA,2,1,2,0,4,"742919.301303064",0.0269208243276496
"116","1991","1265",2,3,"December 31, 1991",NA,10,5,2,0,4,"742919.301303064",0.134604121638248
"117","1991","1265",4,1,"December 31, 1991",NA,188,40,4.7,0,4,"742919.301303064",2.53055748679907
"118","1991","1265",4,2,"December 31, 1991",NA,104,17,6.11764705882353,0,4,"742919.301303064",1.39988286503778
"119","1991","1265",4,3,"December 31, 1991",NA,65,11,5.90909090909091,0,4,"742919.301303064",0.874926790648613
"120","1991","1265",4,4,"December 31, 1991",NA,18,1,18,0,4,"742919.301303064",0.242287418948847
"121","1991","1265",5,2,"December 31, 1991",NA,1363,34,40.0882352941176,0.117647058823529,4,"742919.301303064",18.3465417792932
"122","1991","1265",5,4,"December 31, 1991",NA,30,1,30,0,4,"742919.301303064",0.403812364914745
"123","1992","0140",1,1,"December 31, 1992","CALGARY",1657,1657,1,0,4,"789289.723",20.9935585338921
"124","1992","0140",1,3,"December 31, 1992","CALGARY",2,2,1,0,4,"789289.723",0.0253392378200267
"125","1992","0140",2,0,"December 31, 1992","CALGARY",10,5,2,0,4,"789289.723",0.126696189100133
"126","1992","0140",2,1,"December 31, 1992","CALGARY",92,46,2,0,4,"789289.723",1.16560493972123
"127","1992","0140",2,2,"December 31, 1992","CALGARY",2,1,2,0,4,"789289.723",0.0253392378200267
"128","1992","0140",2,3,"December 31, 1992","CALGARY",164,82,2,0,4,"789289.723",2.07781750124219
"129","1992","0140",4,1,"December 31, 1992","CALGARY",26,5,5.2,0,4,"789289.723",0.329410091660347
"130","1992","0140",4,3,"December 31, 1992","CALGARY",327,71,4.6056338028169,0,4,"789289.723",4.14296538357437
"131","1992","0140",4,4,"December 31, 1992","CALGARY",62,11,5.63636363636364,0,4,"789289.723",0.785516372420828
"132","1992","0140",5,1,"December 31, 1992","CALGARY",4,1,4,0,4,"789289.723",0.0506784756400534
"133","1992","0140",5,2,"December 31, 1992","CALGARY",80,2,40,0,4,"789289.723",1.01356951280107
"134","1992","0140",5,3,"December 31, 1992","CALGARY",28,5,5.6,0,4,"789289.723",0.354749329480374
"135","1992","0610",1,1,"December 31, 1992",NA,384,384,1,0,4,"625032.573",6.14367981106802
"136","1992","0610",1,3,"December 31, 1992",NA,18,18,1,0,4,"625032.573",0.287984991143814
"137","1992","0610",2,1,"December 31, 1992","HAMILTON",4,2,2,0,4,"625032.573",0.0639966646986252
"138","1992","0610",4,1,"December 31, 1992",NA,177,29,6.10344827586207,0,4,"625032.573",2.83185241291417
"139","1992","0610",4,2,"December 31, 1992",NA,63,10,6.3,0,4,"625032.573",1.00794746900335
"140","1992","0610",4,3,"December 31, 1992",NA,89,17,5.23529411764706,0,4,"625032.573",1.42392578954441
"141","1992","0610",4,4,"December 31, 1992",NA,109,12,9.08333333333333,0,4,"625032.573",1.74390911303754
"142","1992","0610",5,2,"December 31, 1992",NA,382,11,34.7272727272727,0,4,"625032.573",6.11168147871871
"143","1992","0610",5,3,"December 31, 1992","HAMILTON",60,2,30,0,4,"625032.573",0.959949970479379
"144","1992","0610",5,4,"December 31, 1992",NA,61,1,61,0,4,"625032.573",0.975949136654035
"145","1992","1265",1,1,"December 31, 1992",NA,617,617,1,0,4,"755695.390365255",8.16466539119395
"146","1992","1265",2,1,"December 31, 1992",NA,21,11,1.90909090909091,0,4,"755695.390365255",0.277889745891528
"147","1992","1265",2,2,"December 31, 1992",NA,2,1,2,0,4,"755695.390365255",0.0264656900849075
"148","1992","1265",2,3,"December 31, 1992",NA,10,5,2,0,4,"755695.390365255",0.132328450424537
"149","1992","1265",4,1,"December 31, 1992",NA,183,35,5.22857142857143,0,4,"755695.390365255",2.42161064276903
"150","1992","1265",4,2,"December 31, 1992",NA,73,12,6.08333333333333,0,4,"755695.390365255",0.965997688099122
"151","1992","1265",4,3,"December 31, 1992",NA,48,9,5.33333333333333,0,4,"755695.390365255",0.635176562037779
"152","1992","1265",5,2,"December 31, 1992",NA,792,9,88,2.22222222222222,4,"755695.390365255",10.4804132736234
"153","1992","1265",5,3,"December 31, 1992",NA,140,4,35,0,4,"755695.390365255",1.85259830594352
"154","1993","0140",1,1,"December 31, 1993","CALGARY",1710,1710,1,0,4,"803617.45",21.2787813405495
"155","1993","0140",1,2,"December 31, 1993","CALGARY",1,1,1,0,4,"803617.45",0.0124437317780991
"156","1993","0140",2,0,"December 31, 1993","CALGARY",6,3,2,0,4,"803617.45",0.0746623906685949
"157","1993","0140",2,1,"December 31, 1993","CALGARY",82,41,2,0,4,"803617.45",1.02038600580413
"158","1993","0140",2,2,"December 31, 1993","CALGARY",12,6,2,0,4,"803617.45",0.14932478133719
"159","1993","0140",2,3,"December 31, 1993","CALGARY",156,78,2,0,4,"803617.45",1.94122215738347
"160","1993","0140",4,1,"December 31, 1993","CALGARY",35,5,7,0,4,"803617.45",0.43553061223347
"161","1993","0140",4,2,"December 31, 1993","CALGARY",40,3,13.3333333333333,0,4,"803617.45",0.497749271123966
"162","1993","0140",4,3,"December 31, 1993","CALGARY",465,108,4.30555555555556,0,4,"803617.45",5.7863352768161
"163","1993","0140",5,2,"December 31, 1993","CALGARY",6,1,6,0,4,"803617.45",0.0746623906685949
"164","1993","0140",5,3,"December 31, 1993","CALGARY",122,11,11.0909090909091,0,4,"803617.45",1.5181352769281
"165","1993","0610",1,1,"December 31, 1993","HAMILTON",539,539,1,0,4,"629796.445",8.55832077616761
"166","1993","0610",1,3,"December 31, 1993",NA,4,4,1,0,4,"629796.445",0.0635125846097782
"167","1993","0610",2,1,"December 31, 1993","HAMILTON",38,19,2,0,4,"629796.445",0.603369553792893
"168","1993","0610",2,2,"December 31, 1993",NA,2,1,2,0,4,"629796.445",0.0317562923048891
"169","1993","0610",2,3,"December 31, 1993",NA,2,1,2,0,4,"629796.445",0.0317562923048891
"170","1993","0610",4,1,"December 31, 1993",NA,220,39,5.64102564102564,0,4,"629796.445",3.4931921535378
"171","1993","0610",4,2,"December 31, 1993","HAMILTON",375,56,6.69642857142857,0,4,"629796.445",5.9543048071667
"172","1993","0610",4,3,"December 31, 1993",NA,153,28,5.46428571428571,0,4,"629796.445",2.42935636132402
"173","1993","0610",4,4,"December 31, 1993",NA,37,2,18.5,0,4,"629796.445",0.587491407640448
"174","1993","0610",5,2,"December 31, 1993",NA,358,5,71.6,0,4,"629796.445",5.68437632257515
"175","1993","0610",5,4,"December 31, 1993","HAMILTON",82,1,82,0,4,"629796.445",1.30200798450045
"176","1993","1265",1,1,"December 31, 1993",NA,318,318,1,0,4,"768799.940831432",4.13631665548899
"177","1993","1265",2,1,"December 31, 1993",NA,35,18,1.94444444444444,0,4,"768799.940831432",0.455254977805392
"178","1993","1265",2,2,"December 31, 1993",NA,2,1,2,0,4,"768799.940831432",0.0260145701603081
"179","1993","1265",2,3,"December 31, 1993",NA,10,5,2,0,4,"768799.940831432",0.13007285080154
"180","1993","1265",4,1,"December 31, 1993",NA,266,52,5.11538461538461,0,4,"768799.940831432",3.45993783132098
"181","1993","1265",4,2,"December 31, 1993",NA,22,5,4.4,0,4,"768799.940831432",0.286160271763389
"182","1993","1265",4,4,"December 31, 1993","OTTAWA",4,1,4,0,4,"768799.940831432",0.0520291403206162
"183","1993","1265",5,2,"December 31, 1993",NA,648,20,32.4,0.65,4,"768799.940831432",8.42872073193982
"184","1993","1265",5,3,"December 31, 1993",NA,125,4,31.25,2,4,"768799.940831432",1.62591063501926
"185","1993","1265",5,4,"December 31, 1993","OTTAWA",92,7,13.1428571428571,0,4,"768799.940831432",1.19667022737417
"186","1994","0140",1,1,"December 31, 1994","CALGARY",1315,1315,1,0,4,"820531.899",16.0261898605358
"187","1994","0140",2,1,"December 31, 1994","CALGARY",116,58,2,0,4,"820531.899",1.41371712838187
"188","1994","0140",2,3,"December 31, 1994","CALGARY",134,67,2,0,4,"820531.899",1.63308702761354
"189","1994","0140",4,1,"December 31, 1994","CALGARY",54,9,6,0,4,"820531.899",0.658109697695007
"190","1994","0140",4,2,"December 31, 1994","CALGARY",4,1,4,0,4,"820531.899",0.0487488664959264
"191","1994","0140",4,3,"December 31, 1994","CALGARY",548,129,4.24806201550388,0,4,"820531.899",6.67859470994192
"192","1994","0140",5,1,"December 31, 1994","CALGARY",11,3,3.66666666666667,0,4,"820531.899",0.134059382863798
"193","1994","0140",5,2,"December 31, 1994","CALGARY",55,2,27.5,0,4,"820531.899",0.670296914318989
"194","1994","0140",5,3,"December 31, 1994","CALGARY",601,25,24.04,0,4,"820531.899",7.32451719101295
"195","1994","0610",1,1,"December 31, 1994","HAMILTON",399,399,1,0,4,"636110.572",6.27249439897691
"196","1994","0610",1,3,"December 31, 1994","HAMILTON",6,6,1,0,4,"636110.572",0.0943232240447656
"197","1994","0610",2,1,"December 31, 1994","HAMILTON",64,32,2,0,4,"636110.572",1.00611438981083
"198","1994","0610",2,2,"December 31, 1994",NA,2,1,2,0,4,"636110.572",0.0314410746815885
"199","1994","0610",2,3,"December 31, 1994","HAMILTON",14,7,2,0,4,"636110.572",0.22008752277112
"200","1994","0610",4,1,"December 31, 1994",NA,71,15,4.73333333333333,0,4,"636110.572",1.11615815119639
"201","1994","0610",4,3,"December 31, 1994",NA,353,60,5.88333333333333,0,4,"636110.572",5.54934968130038
"202","1994","0610",5,2,"December 31, 1994",NA,140,7,20,0,4,"636110.572",2.2008752277112
"203","1994","1265",1,1,"December 31, 1994","OTTAWA",257,257,1,0,4,"775980.530943761",3.3119387633016
"204","1994","1265",2,1,"December 31, 1994",NA,19,10,1.9,0,4,"775980.530943761",0.244851503901675
"205","1994","1265",4,1,"December 31, 1994","OTTAWA",230,42,5.47619047619048,0,4,"775980.530943761",2.96399188933606
"206","1994","1265",4,2,"December 31, 1994","OTTAWA",54,11,4.90909090909091,0,4,"775980.530943761",0.695893747931076
"207","1994","1265",4,3,"December 31, 1994",NA,18,2,9,0,4,"775980.530943761",0.231964582643692
"208","1994","1265",5,2,"December 31, 1994",NA,20,3,6.66666666666667,0,4,"775980.530943761",0.257738425159658
"209","1994","1265",5,3,"December 31, 1994",NA,119,4,29.75,0,4,"775980.530943761",1.53354362969996
"210","1994","1265",5,4,"December 31, 1994",NA,67,1,67,11,4,"775980.530943761",0.863423724284853
"211","1995","0140",1,1,"December 31, 1995","CALGARY",1474,1474,1,0,4,"839716.198",17.5535496815556
"212","1995","0140",2,1,"December 31, 1995","CALGARY",80,40,2,0,4,"839716.198",0.95270283210614
"213","1995","0140",2,3,"December 31, 1995","CALGARY",146,73,2,0,4,"839716.198",1.73868266859371
"214","1995","0140",4,1,"December 31, 1995","CALGARY",63,15,4.2,0,4,"839716.198",0.750253480283585
"215","1995","0140",4,3,"December 31, 1995","CALGARY",559,112,4.99107142857143,0,4,"839716.198",6.65701103934165
"216","1995","0140",5,1,"December 31, 1995","CALGARY",4,1,4,0,4,"839716.198",0.047635141605307
"217","1995","0140",5,3,"December 31, 1995","CALGARY",529,16,33.0625,0,4,"839716.198",6.29974747730185
"218","1995","0610",1,1,"December 31, 1995","HAMILTON",335,335,1,0,4,"642266.482",5.21590351339555
"219","1995","0610",1,3,"December 31, 1995","HAMILTON",1,1,1,0,4,"642266.482",0.0155698612340166
"220","1995","0610",2,1,"December 31, 1995","HAMILTON",28,14,2,0,4,"642266.482",0.435956114552464
"221","1995","0610",2,3,"December 31, 1995","HAMILTON",4,2,2,0,4,"642266.482",0.0622794449360663
"222","1995","0610",4,1,"December 31, 1995",NA,75,17,4.41176470588235,0,4,"642266.482",1.16773959255124
"223","1995","0610",4,2,"December 31, 1995",NA,84,12,7,0,4,"642266.482",1.30786834365739
"224","1995","0610",4,3,"December 31, 1995","HAMILTON",272,50,5.44,0,4,"642266.482",4.23500225565251
"225","1995","0610",5,2,"December 31, 1995",NA,200,5,40,0,4,"642266.482",3.11397224680331
"226","1995","0610",5,3,"December 31, 1995",NA,105,3,35,0,4,"642266.482",1.63483542957174
"227","1995","1265",1,1,"December 31, 1995","OTTAWA",210,210,1,0,4,"782396.123850674",2.68406237707895
"228","1995","1265",2,1,"December 31, 1995",NA,8,4,2,0,4,"782396.123850674",0.102249995317293
"229","1995","1265",2,2,"December 31, 1995",NA,2,1,2,0,4,"782396.123850674",0.0255624988293234
"230","1995","1265",4,1,"December 31, 1995","OTTAWA",225,39,5.76923076923077,0.0512820512820513,4,"782396.123850674",2.87578111829888
"231","1995","1265",4,2,"December 31, 1995",NA,3,1,3,0,4,"782396.123850674",0.0383437482439851
"232","1995","1265",5,2,"December 31, 1995",NA,166,2,83,4.5,4,"782396.123850674",2.12168740283384
"233","1995","1265",5,3,"December 31, 1995",NA,44,3,14.6666666666667,0,4,"782396.123850674",0.562374974245114
"234","1996","0140",1,1,"December 31, 1996","CALGARY",1983,1983,1,0,4,"867371.684",22.8621712765067
"235","1996","0140",1,3,"December 31, 1996","CALGARY",1,1,1,0,4,"867371.684",0.0115290828424138
"236","1996","0140",2,1,"December 31, 1996","CALGARY",90,45,2,0,4,"867371.684",1.03761745581725
"237","1996","0140",2,2,"December 31, 1996","CALGARY",2,1,2,0,4,"867371.684",0.0230581656848277
"238","1996","0140",2,3,"December 31, 1996","CALGARY",136,68,2,0,4,"867371.684",1.56795526656828
"239","1996","0140",4,1,"December 31, 1996","CALGARY",20,4,5,0,4,"867371.684",0.230581656848277
"240","1996","0140",4,2,"December 31, 1996","CALGARY",3,1,3,0,4,"867371.684",0.0345872485272415
"241","1996","0140",4,3,"December 31, 1996","CALGARY",423,96,4.40625,0,4,"867371.684",4.87680204234105
"242","1996","0140",5,1,"December 31, 1996","CALGARY",5,1,5,0,4,"867371.684",0.0576454142120692
"243","1996","0140",5,2,"December 31, 1996","CALGARY",6,1,6,0,4,"867371.684",0.069174497054483
"244","1996","0140",5,3,"December 31, 1996","CALGARY",512,21,24.3809523809524,0,4,"867371.684",5.90289041531589
"245","1996","0610",1,1,"December 31, 1996",NA,444,444,1,0,4,"650534.64",6.82515538296316
"246","1996","0610",1,3,"December 31, 1996","HAMILTON",12,12,1,0,4,"650534.64",0.184463658999004
"247","1996","0610",2,1,"December 31, 1996",NA,46,23,2,0,4,"650534.64",0.707110692829516
"248","1996","0610",2,3,"December 31, 1996","HAMILTON",12,6,2,0,4,"650534.64",0.184463658999004
"249","1996","0610",4,1,"December 31, 1996","HAMILTON",216,40,5.4,0,4,"650534.64",3.32034586198208
"250","1996","0610",4,2,"December 31, 1996",NA,17,4,4.25,0,4,"650534.64",0.261323516915256
"251","1996","0610",4,3,"December 31, 1996",NA,332,63,5.26984126984127,0,4,"650534.64",5.10349456563912
"252","1996","0610",5,1,"December 31, 1996","HAMILTON",9,3,3,0,4,"650534.64",0.138347744249253
"253","1996","0610",5,2,"December 31, 1996",NA,60,1,60,0,4,"650534.64",0.922318294995021
"254","1996","0610",5,3,"December 31, 1996",NA,185,4,46.25,0,4,"650534.64",2.84381474290132
"255","1996","1265",1,1,"December 31, 1996",NA,437,437,1,0,4,"785571.60394019",5.5628283635526
"256","1996","1265",2,1,"December 31, 1996",NA,73,37,1.97297297297297,0,4,"785571.60394019",0.92925965798476
"257","1996","1265",2,2,"December 31, 1996",NA,6,3,2,0,4,"785571.60394019",0.0763775061357337
"258","1996","1265",4,1,"December 31, 1996",NA,403,77,5.23376623376623,0.038961038961039,4,"785571.60394019",5.13002249545011
"259","1996","1265",4,2,"December 31, 1996",NA,8,1,8,0,4,"785571.60394019",0.101836674847645
