"","ref_yy","metcode","dweltype","mkttycd","date_pbi","metro","inventory","num_structures","unitsperstructure","avgstorycount","ref_qq","population","inventory_per_10kpop"
"416","2004","1265",4,3,"December 31, 2004","OTTAWA",27,11,2.45454545454545,0,4,"884435",0.30527964180522
"417","2004","1265",5,3,"December 31, 2004","OTTAWA",77,4,19.25,0,4,"884435",0.870612311814887
"418","2005","0140",1,1,"December 31, 2005","CALGARY",563,1185,0.475105485232068,0,4,"1120692.72",5.02367856909073
"419","2005","0140",1,3,"December 31, 2005","CALGARY",1,2,0.5,0,4,"1120692.72",0.00892305252058745
"420","2005","0140",2,1,"December 31, 2005","CALGARY",114,116,0.982758620689655,0,4,"1120692.72",1.01722798734697
"421","2005","0140",2,3,"December 31, 2005","CALGARY",16,15,1.06666666666667,0,4,"1120692.72",0.142768840329399
"422","2005","0140",4,3,"December 31, 2005","CALGARY",34,17,2,0,4,"1120692.72",0.303383785699973
"423","2005","0140",5,3,"December 31, 2005","CALGARY",66,15,4.4,0,4,"1120692.72",0.588921466358771
"424","2005","0610",1,1,"December 31, 2005","HAMILTON",44,170,0.258823529411765,0,4,"719003.332",0.611958221078174
"425","2005","0610",2,1,"December 31, 2005","HAMILTON",16,20,0.8,0,4,"719003.332",0.222530262210245
"426","2005","0610",4,1,"December 31, 2005","HAMILTON",24,15,1.6,0,4,"719003.332",0.333795393315368
"427","2005","0610",4,3,"December 31, 2005","HAMILTON",11,7,1.57142857142857,0,4,"719003.332",0.152989555269544
"428","2005","0610",5,3,"December 31, 2005","HAMILTON",20,1,20,0,4,"719003.332",0.278162827762807
"429","2005","1060",1,1,"December 31, 2005","MONTRÉAL",396,1062,0.372881355932203,0,4,"3783400.33",1.0466775002898
"430","2005","1060",2,1,"December 31, 2005","MONTRÉAL",115,135,0.851851851851852,0,4,"3783400.33",0.303959375084159
"431","2005","1060",2,3,"December 31, 2005","MONTRÉAL",4,7,0.571428571428571,0,4,"3783400.33",0.0105725000029273
"432","2005","1060",4,1,"December 31, 2005","MONTRÉAL",7,7,1,1.42857142857143,4,"3783400.33",0.0185018750051227
"433","2005","1060",4,3,"December 31, 2005","MONTRÉAL",141,73,1.93150684931507,0.835616438356164,4,"3783400.33",0.372680625103186
"434","2005","1060",5,1,"December 31, 2005","MONTRÉAL",8,7,1.14285714285714,0.571428571428571,4,"3783400.33",0.0211450000058545
"435","2005","1060",5,3,"December 31, 2005","MONTRÉAL",1922,433,4.43879907621247,2.3256351039261,4,"3783400.33",5.08008625140655
"436","2005","1265",1,1,"December 31, 2005","OTTAWA",164,442,0.3710407239819,0,4,"891423",1.83975508821289
"437","2005","1265",2,1,"December 31, 2005","OTTAWA",32,35,0.914285714285714,0,4,"891423",0.358976602578125
"438","2005","1265",2,3,"December 31, 2005","OTTAWA",1,1,1,0,4,"891423",0.0112180188305664
"439","2005","1265",4,1,"December 31, 2005","OTTAWA",110,55,2,0,4,"891423",1.2339820713623
"440","2005","1265",4,3,"December 31, 2005","OTTAWA",16,13,1.23076923076923,0,4,"891423",0.179488301289063
"441","2005","1265",5,3,"December 31, 2005","OTTAWA",91,11,8.27272727272727,0,4,"891423",1.02083971358154
"442","2006","0140",1,1,"December 31, 2006","CALGARY",447,1029,0.434402332361516,0,4,"1151604.22",3.88154187208519
"443","2006","0140",1,3,"December 31, 2006","CALGARY",0,1,0,0,4,"1151604.22",0
"444","2006","0140",2,1,"December 31, 2006","CALGARY",77,92,0.83695652173913,0,4,"1151604.22",0.668632492506844
"445","2006","0140",2,3,"December 31, 2006","CALGARY",4,7,0.571428571428571,0,4,"1151604.22",0.034734155454901
"446","2006","0140",4,3,"December 31, 2006","CALGARY",7,5,1.4,0,4,"1151604.22",0.0607847720460767
"447","2006","0140",5,3,"December 31, 2006","CALGARY",8,2,4,1.5,4,"1151604.22",0.069468310909802
"448","2006","0610",1,1,"December 31, 2006","HAMILTON",56,179,0.312849162011173,0,4,"720910",0.776795993952088
"449","2006","0610",1,3,"December 31, 2006","HAMILTON",0,6,0,0,4,"720910",0
"450","2006","0610",2,1,"December 31, 2006","HAMILTON",7,14,0.5,0,4,"720910",0.097099499244011
"451","2006","0610",4,1,"December 31, 2006","HAMILTON",15,11,1.36363636363636,0,4,"720910",0.208070355522881
"452","2006","0610",4,3,"December 31, 2006","HAMILTON",8,5,1.6,0,4,"720910",0.11097085627887
"453","2006","0610",5,3,"December 31, 2006","HAMILTON",25,2,12.5,0,4,"720910",0.346783925871468
"454","2006","1060",1,1,"December 31, 2006","MONTRÉAL",682,1297,0.525828835774865,0,4,"3815961.34",1.78722984651621
"455","2006","1060",2,1,"December 31, 2006","MONTRÉAL",113,121,0.933884297520661,0,4,"3815961.34",0.29612459333773
"456","2006","1060",2,3,"December 31, 2006","MONTRÉAL",0,1,0,0,4,"3815961.34",0
"457","2006","1060",4,1,"December 31, 2006","MONTRÉAL",44,11,4,0.818181818181818,4,"3815961.34",0.115305151388143
"458","2006","1060",4,3,"December 31, 2006","MONTRÉAL",132,50,2.64,1.86,4,"3815961.34",0.345915454164428
"459","2006","1060",5,1,"December 31, 2006","MONTRÉAL",27,15,1.8,1.13333333333333,4,"3815961.34",0.0707554338063603
"460","2006","1060",5,3,"December 31, 2006","MONTRÉAL",3341,468,7.13888888888889,2.83119658119658,4,"3815961.34",8.75532979063147
"461","2006","1265",1,1,"December 31, 2006","OTTAWA",59,301,0.196013289036545,0,4,"896678",0.657984248526227
"462","2006","1265",2,1,"December 31, 2006","OTTAWA",24,32,0.75,0,4,"896678",0.267654609569991
"463","2006","1265",4,1,"December 31, 2006","OTTAWA",63,40,1.575,0,4,"896678",0.702593350121225
"464","2006","1265",4,3,"December 31, 2006","OTTAWA",12,8,1.5,0,4,"896678",0.133827304784995
"465","2006","1265",5,1,"December 31, 2006","OTTAWA",1,1,1,0,4,"896678",0.0111522753987496
"466","2006","1265",5,3,"December 31, 2006","OTTAWA",79,14,5.64285714285714,0.857142857142857,4,"896678",0.881029756501219
"467","2007","0140",1,1,"December 31, 2007","CALGARY",422,1286,0.328149300155521,0,4,"1183363.8800000001",3.56610512735947
"468","2007","0140",2,1,"December 31, 2007","CALGARY",88,103,0.854368932038835,0,4,"1183363.8800000001",0.743642775373539
"469","2007","0140",2,3,"December 31, 2007","CALGARY",9,11,0.818181818181818,0,4,"1183363.8800000001",0.076054374754112
"470","2007","0140",4,3,"December 31, 2007","CALGARY",11,6,1.83333333333333,0,4,"1183363.8800000001",0.0929553469216924
"471","2007","0140",5,3,"December 31, 2007","CALGARY",30,4,7.5,0.75,4,"1183363.8800000001",0.253514582513707
"472","2007","0610",1,1,"December 31, 2007","HAMILTON",64,222,0.288288288288288,0,4,"725091.375",0.882647376684076
"473","2007","0610",2,1,"December 31, 2007","HAMILTON",2,7,0.285714285714286,0,4,"725091.375",0.0275827305213774
"474","2007","0610",2,3,"December 31, 2007","HAMILTON",1,1,1,0,4,"725091.375",0.0137913652606887
"475","2007","0610",4,1,"December 31, 2007","HAMILTON",23,13,1.76923076923077,0,4,"725091.375",0.31720140099584
"476","2007","0610",4,3,"December 31, 2007","HAMILTON",11,6,1.83333333333333,0,4,"725091.375",0.151705017867576
"477","2007","0610",5,3,"December 31, 2007","HAMILTON",24,2,12,3,4,"725091.375",0.330992766256529
"478","2007","1060",1,1,"December 31, 2007","MONTRÉAL",580,1193,0.486169321039396,0,4,"3853599.75",1.50508625084896
"479","2007","1060",2,1,"December 31, 2007","MONTRÉAL",109,129,0.844961240310077,0,4,"3853599.75",0.282852416107822
"480","2007","1060",4,1,"December 31, 2007","MONTRÉAL",61,28,2.17857142857143,1.32142857142857,4,"3853599.75",0.158293553968598
"481","2007","1060",4,3,"December 31, 2007","MONTRÉAL",85,45,1.88888888888889,1.84444444444444,4,"3853599.75",0.22057298503821
"482","2007","1060",5,1,"December 31, 2007","MONTRÉAL",38,23,1.65217391304348,0.521739130434783,4,"3853599.75",0.0986090991935527
"483","2007","1060",5,3,"December 31, 2007","MONTRÉAL",2020,403,5.01240694789082,2.68982630272953,4,"3853599.75",5.2418521150257
"484","2007","1265",1,1,"December 31, 2007","OTTAWA",58,276,0.210144927536232,0,4,"907573",0.639067050253809
"485","2007","1265",2,1,"December 31, 2007","OTTAWA",13,21,0.619047619047619,0,4,"907573",0.143239166436199
"486","2007","1265",4,1,"December 31, 2007","OTTAWA",95,53,1.79245283018868,0.0754716981132075,4,"907573",1.04674775472607
"487","2007","1265",4,3,"December 31, 2007","OTTAWA",8,7,1.14285714285714,0,4,"907573",0.0881471793453529
"488","2007","1265",5,3,"December 31, 2007","OTTAWA",225,32,7.03125,0.6875,4,"907573",2.47913941908805
"489","2008","0140",1,1,"December 31, 2008","CALGARY",707,1144,0.618006993006993,0,4,"1217803.5299999998",5.80553416526884
"490","2008","0140",2,1,"December 31, 2008","CALGARY",96,98,0.979591836734694,0,4,"1217803.5299999998",0.788304497688556
"491","2008","0140",2,3,"December 31, 2008","CALGARY",10,7,1.42857142857143,0,4,"1217803.5299999998",0.0821150518425579
"492","2008","0140",4,3,"December 31, 2008","CALGARY",107,33,3.24242424242424,0,4,"1217803.5299999998",0.87863105471537
"493","2008","0140",5,3,"December 31, 2008","CALGARY",88,10,8.8,0.8,4,"1217803.5299999998",0.72261245621451
"494","2008","0610",1,1,"December 31, 2008","HAMILTON",65,198,0.328282828282828,0,4,"729596.125",0.890903854512659
"495","2008","0610",2,1,"December 31, 2008","HAMILTON",19,20,0.95,0,4,"729596.125",0.260418049780623
"496","2008","0610",4,1,"December 31, 2008","HAMILTON",41,20,2.05,0,4,"729596.125",0.561954739000293
"497","2008","0610",4,3,"December 31, 2008","HAMILTON",2,1,2,0,4,"729596.125",0.0274124262926972
"498","2008","1060",1,1,"December 31, 2008","MONTRÉAL",650,1185,0.548523206751055,0,4,"3901759.78",1.66591496311954
"499","2008","1060",2,1,"December 31, 2008","MONTRÉAL",153,163,0.938650306748466,0,4,"3901759.78",0.392130752857368
"500","2008","1060",4,1,"December 31, 2008","MONTRÉAL",110,59,1.86440677966102,1.33898305084746,4,"3901759.78",0.281924070681768
"501","2008","1060",4,3,"December 31, 2008","MONTRÉAL",77,35,2.2,2,4,"3901759.78",0.197346849477238
"502","2008","1060",5,1,"December 31, 2008","MONTRÉAL",34,22,1.54545454545455,1.22727272727273,4,"3901759.78",0.0871401673016374
"503","2008","1060",5,3,"December 31, 2008","MONTRÉAL",1632,336,4.85714285714286,2.67261904761905,4,"3901759.78",4.1827280304786
"504","2008","1265",1,1,"December 31, 2008","OTTAWA",40,346,0.115606936416185,0,4,"921850",0.43391007213755
"505","2008","1265",2,1,"December 31, 2008","OTTAWA",12,21,0.571428571428571,0,4,"921850",0.130173021641265
"506","2008","1265",4,1,"December 31, 2008","OTTAWA",83,49,1.69387755102041,0,4,"921850",0.900363399685415
"507","2008","1265",4,3,"December 31, 2008","OTTAWA",1,1,1,0,4,"921850",0.0108477518034387
"508","2008","1265",5,3,"December 31, 2008","OTTAWA",151,31,4.87096774193548,1,4,"921850",1.63801052231925
"509","2009","0140",1,1,"December 31, 2009","CALGARY",398,398,1,0,4,"1237706.53",3.21562495109402
"510","2009","0140",2,1,"December 31, 2009","CALGARY",94,51,1.84313725490196,0,4,"1237706.53",0.759469209554869
"511","2009","0140",2,3,"December 31, 2009","CALGARY",7,4,1.75,0,4,"1237706.53",0.0565562177328094
"512","2009","0140",4,3,"December 31, 2009","CALGARY",32,12,2.66666666666667,0,4,"1237706.53",0.2585427096357
"513","2009","0140",5,3,"December 31, 2009","CALGARY",367,25,14.68,0.92,4,"1237706.53",2.96516170113444
"514","2009","0610",1,1,"December 31, 2009","HAMILTON",44,44,1,0,4,"736194.875",0.59766783896723
"515","2009","0610",2,1,"December 31, 2009","HAMILTON",1,1,1,0,4,"736194.875",0.013583359976528
"516","2009","0610",2,3,"December 31, 2009","HAMILTON",2,2,1,0,4,"736194.875",0.0271667199530559
"517","2009","0610",4,1,"December 31, 2009","HAMILTON",23,10,2.3,0,4,"736194.875",0.312417279460143
"518","2009","0610",4,3,"December 31, 2009","HAMILTON",3,2,1.5,0,4,"736194.875",0.0407500799295839
"519","2009","0610",5,3,"December 31, 2009","HAMILTON",13,2,6.5,0,4,"736194.875",0.176583679694863
"520","2009","1060",1,1,"December 31, 2009","MONTRÉAL",514,514,1,0,4,"3948512.59",1.30175601136933
"521","2009","1060",2,1,"December 31, 2009","MONTRÉAL",168,141,1.19148936170213,0,4,"3948512.59",0.425476672976747
"522","2009","1060",4,1,"December 31, 2009","MONTRÉAL",136,73,1.86301369863014,1.41095890410959,4,"3948512.59",0.344433497171653
"523","2009","1060",4,3,"December 31, 2009","MONTRÉAL",38,23,1.65217391304348,1.30434782608696,4,"3948512.59",0.09623877126855
"524","2009","1060",5,1,"December 31, 2009","MONTRÉAL",49,29,1.68965517241379,0.793103448275862,4,"3948512.59",0.124097362951551
"525","2009","1060",5,3,"December 31, 2009","MONTRÉAL",1693,377,4.49071618037135,2.43236074270557,4,"3948512.59",4.28769051993829
"526","2009","1265",1,1,"December 31, 2009","OTTAWA",17,17,1,0,4,"936513",0.181524442266151
"527","2009","1265",2,1,"December 31, 2009","OTTAWA",16,11,1.45454545454545,0,4,"936513",0.170846533897554
"528","2009","1265",4,1,"December 31, 2009","OTTAWA",105,57,1.84210526315789,0,4,"936513",1.1211803787027
"529","2009","1265",4,3,"December 31, 2009","OTTAWA",1,1,1,0,4,"936513",0.0106779083685971
"530","2009","1265",5,3,"December 31, 2009","OTTAWA",148,27,5.48148148148148,1.40740740740741,4,"936513",1.58033043855237
"531","2010","0140",1,1,"December 31, 2010","CALGARY",407,407,1,0,4,"1259794.84",3.23068476768805
"532","2010","0140",2,1,"December 31, 2010","CALGARY",93,60,1.55,0,4,"1259794.84",0.738215438316925
"533","2010","0140",2,3,"December 31, 2010","CALGARY",1,1,1,0,4,"1259794.84",0.00793780041200994
"534","2010","0140",4,3,"December 31, 2010","CALGARY",35,10,3.5,0.3,4,"1259794.84",0.277823014420348
"535","2010","0140",5,3,"December 31, 2010","CALGARY",594,25,23.76,10.6,4,"1259794.84",4.71505344473391
"536","2010","0610",1,1,"December 31, 2010","HAMILTON",27,27,1,0,4,"741260.781",0.364244280718259
"537","2010","0610",1,3,"December 31, 2010","HAMILTON",5,5,1,0,4,"741260.781",0.0674526445774554
"538","2010","0610",2,1,"December 31, 2010","HAMILTON",2,1,2,0,4,"741260.781",0.0269810578309822
"539","2010","0610",4,1,"December 31, 2010","HAMILTON",25,11,2.27272727272727,0,4,"741260.781",0.337263222887277
"540","2010","0610",4,3,"December 31, 2010","HAMILTON",3,1,3,0,4,"741260.781",0.0404715867464732
"541","2010","0610",5,3,"December 31, 2010","HAMILTON",11,1,11,0,4,"741260.781",0.148395818070402
"542","2010","1060",1,1,"December 31, 2010","MONTRÉAL",449,449,1,0,4,"3989735.5",1.12538788598893
"543","2010","1060",2,1,"December 31, 2010","MONTRÉAL",162,136,1.19117647058824,0,4,"3989735.5",0.406041954410261
"544","2010","1060",2,3,"December 31, 2010","MONTRÉAL",1,1,1,0,4,"3989735.5",0.00250643181734729
"545","2010","1060",4,1,"December 31, 2010","MONTRÉAL",131,73,1.79452054794521,0.643835616438356,4,"3989735.5",0.328342568072495
"546","2010","1060",4,3,"December 31, 2010","MONTRÉAL",32,19,1.68421052631579,1.31578947368421,4,"3989735.5",0.0802058181551133
"547","2010","1060",5,1,"December 31, 2010","MONTRÉAL",43,26,1.65384615384615,0.346153846153846,4,"3989735.5",0.107776568145933
"548","2010","1060",5,3,"December 31, 2010","MONTRÉAL",1109,316,3.50949367088608,1.51582278481013,4,"3989735.5",2.77963288543814
"549","2010","1265",1,1,"December 31, 2010","OTTAWA",26,26,1,0,4,"952773",0.272887665792377
"550","2010","1265",2,1,"December 31, 2010","OTTAWA",22,15,1.46666666666667,0,4,"952773",0.230904947978165
"551","2010","1265",4,1,"December 31, 2010","OTTAWA",89,50,1.78,0,4,"952773",0.934115471366212
"552","2010","1265",4,3,"December 31, 2010","OTTAWA",9,2,4.5,0,4,"952773",0.0944611150819765
"553","2010","1265",5,3,"December 31, 2010","OTTAWA",129,28,4.60714285714286,0.321428571428571,4,"952773",1.35394264950833
"554","2011","0140",1,1,"December 31, 2011","CALGARY",498,498,1,0,4,"1294993.91",3.84557793016957
"555","2011","0140",2,1,"December 31, 2011","CALGARY",105,71,1.47887323943662,0,4,"1294993.91",0.810814623830934
"556","2011","0140",2,3,"December 31, 2011","CALGARY",1,1,1,0,4,"1294993.91",0.00772204403648508
"557","2011","0140",4,1,"December 31, 2011","CALGARY",2,1,2,0,4,"1294993.91",0.0154440880729702
"558","2011","0140",4,3,"December 31, 2011","CALGARY",63,23,2.73913043478261,0.130434782608696,4,"1294993.91",0.48648877429856
"559","2011","0140",5,3,"December 31, 2011","CALGARY",285,23,12.3913043478261,9.69565217391304,4,"1294993.91",2.20078255039825
"560","2011","0610",1,1,"December 31, 2011","HAMILTON",33,33,1,0,4,"747051.8130000001",0.441736428795736
"561","2011","0610",4,1,"December 31, 2011","HAMILTON",4,2,2,0,4,"747051.8130000001",0.0535438095509983
"562","2011","0610",4,3,"December 31, 2011","HAMILTON",3,1,3,0,4,"747051.8130000001",0.0401578571632487
"563","2011","0610",5,3,"December 31, 2011","HAMILTON",35,1,35,0,4,"747051.8130000001",0.468508333571235
"564","2011","1060",1,1,"December 31, 2011","MONTRÉAL",462,462,1,0,4,"4027242.69",1.14718688582436
"565","2011","1060",2,1,"December 31, 2011","MONTRÉAL",226,194,1.16494845360825,0,4,"4027242.69",0.561178000424901
"566","2011","1060",4,1,"December 31, 2011","MONTRÉAL",208,100,2.08,0.51,4,"4027242.69",0.516482407470706
"567","2011","1060",4,3,"December 31, 2011","MONTRÉAL",44,27,1.62962962962963,0.740740740740741,4,"4027242.69",0.109255893888034
"568","2011","1060",5,1,"December 31, 2011","MONTRÉAL",30,19,1.57894736842105,0.315789473684211,4,"4027242.69",0.0744926549236594
"569","2011","1060",5,3,"December 31, 2011","MONTRÉAL",1667,407,4.0958230958231,1.46928746928747,4,"4027242.69",4.13930852525801
"570","2011","1265",1,1,"December 31, 2011","OTTAWA",44,44,1,0,4,"966571",0.455217464624947
"571","2011","1265",2,1,"December 31, 2011","OTTAWA",34,23,1.47826086956522,0,4,"966571",0.351758949937459
"572","2011","1265",4,1,"December 31, 2011","OTTAWA",109,54,2.01851851851852,0,4,"966571",1.12769781009362
"573","2011","1265",4,3,"December 31, 2011","OTTAWA",1,1,1,0,4,"966571",0.0103458514687488
"574","2011","1265",5,3,"December 31, 2011","OTTAWA",124,36,3.44444444444444,1.44444444444444,4,"966571",1.28288558212485
"575","2012","0140",1,1,"December 31, 2012","CALGARY",440,440,1,0,4,"1339347.8800000001",3.28518084487504
"576","2012","0140",2,1,"December 31, 2012","CALGARY",88,55,1.6,0,4,"1339347.8800000001",0.657036168975009
"577","2012","0140",4,1,"December 31, 2012","CALGARY",6,2,3,0,4,"1339347.8800000001",0.0447979206119324
"578","2012","0140",4,3,"December 31, 2012","CALGARY",76,27,2.81481481481481,0.111111111111111,4,"1339347.8800000001",0.567440327751144
"579","2012","0140",5,3,"December 31, 2012","CALGARY",254,18,14.1111111111111,8.88888888888889,4,"1339347.8800000001",1.89644530590514
"580","2012","0610",1,1,"December 31, 2012","HAMILTON",49,49,1,0,4,"751881.0630000001",0.651698817955201
"581","2012","0610",2,1,"December 31, 2012","HAMILTON",1,1,1,0,4,"751881.0630000001",0.0132999758766368
"582","2012","0610",4,1,"December 31, 2012","HAMILTON",10,6,1.66666666666667,0,4,"751881.0630000001",0.132999758766368
"583","2012","0610",4,3,"December 31, 2012","HAMILTON",9,3,3,0,4,"751881.0630000001",0.119699782889731
"584","2012","1060",1,1,"December 31, 2012","MONTRÉAL",361,361,1,0,4,"4062701.25",0.888571366156938
"585","2012","1060",2,1,"December 31, 2012","MONTRÉAL",154,126,1.22222222222222,0,4,"4062701.25",0.37905814511958
"586","2012","1060",4,1,"December 31, 2012","MONTRÉAL",119,65,1.83076923076923,1.70769230769231,4,"4062701.25",0.292908566683312
"587","2012","1060",4,3,"December 31, 2012","MONTRÉAL",36,23,1.56521739130435,1.47826086956522,4,"4062701.25",0.0886109949630188
"588","2012","1060",5,1,"December 31, 2012","MONTRÉAL",23,15,1.53333333333333,1.66666666666667,4,"4062701.25",0.056612580115262
"589","2012","1060",5,3,"December 31, 2012","MONTRÉAL",1766,399,4.42606516290727,3.07017543859649,4,"4062701.25",4.34686158624142
"590","2012","1265",1,1,"December 31, 2012","OTTAWA",63,63,1,0,4,"978709",0.643705125834135
"591","2012","1265",2,1,"December 31, 2012","OTTAWA",39,26,1.5,0,4,"978709",0.398484125516369
"592","2012","1265",4,1,"December 31, 2012","OTTAWA",82,51,1.6078431372549,0,4,"978709",0.837838417752366
"593","2012","1265",5,3,"December 31, 2012","OTTAWA",249,46,5.41304347826087,4.95652173913043,4,"978709",2.54416787829682
"594","2013","0140",1,1,"December 31, 2013","CALGARY",405,405,1,0,4,"1382962.75",2.92849536258298
"595","2013","0140",2,1,"December 31, 2013","CALGARY",53,30,1.76666666666667,0,4,"1382962.75",0.383235195597278
"596","2013","0140",2,3,"December 31, 2013","CALGARY",4,2,2,0,4,"1382962.75",0.0289234109884738
"597","2013","0140",4,1,"December 31, 2013","CALGARY",2,1,2,0,4,"1382962.75",0.0144617054942369
"598","2013","0140",4,3,"December 31, 2013","CALGARY",23,12,1.91666666666667,0.25,4,"1382962.75",0.166309613183725
"599","2013","0140",5,3,"December 31, 2013","CALGARY",28,6,4.66666666666667,6.5,4,"1382962.75",0.202463876919317
"600","2013","0610",1,1,"December 31, 2013","HAMILTON",47,47,1,0,4,"756380.1560000001",0.621380659277899
"601","2013","0610",1,3,"December 31, 2013","HAMILTON",1,1,1,0,4,"756380.1560000001",0.0132208650910191
"602","2013","0610",2,1,"December 31, 2013","HAMILTON",6,5,1.2,0,4,"756380.1560000001",0.0793251905461147
"603","2013","0610",4,1,"December 31, 2013","HAMILTON",3,3,1,0,4,"756380.1560000001",0.0396625952730574
"604","2013","0610",4,3,"December 31, 2013","HAMILTON",7,2,3.5,0,4,"756380.1560000001",0.0925460556371339
"605","2013","1060",1,1,"December 31, 2013","MONTRÉAL",395,395,1,0,4,"4091132.19",0.965502901532986
"606","2013","1060",2,1,"December 31, 2013","MONTRÉAL",153,128,1.1953125,0,4,"4091132.19",0.373979604897587
"607","2013","1060",4,1,"December 31, 2013","MONTRÉAL",149,79,1.88607594936709,1.67088607594937,4,"4091132.19",0.364202360325101
"608","2013","1060",4,3,"December 31, 2013","MONTRÉAL",20,13,1.53846153846154,1.15384615384615,4,"4091132.19",0.0488862228624297
"609","2013","1060",5,1,"December 31, 2013","MONTRÉAL",15,9,1.66666666666667,1.66666666666667,4,"4091132.19",0.0366646671468223
"610","2013","1060",5,3,"December 31, 2013","MONTRÉAL",2024,478,4.23430962343096,3.34309623430962,4,"4091132.19",4.94728575367788
"611","2013","1265",1,1,"December 31, 2013","OTTAWA",51,51,1,0,4,"988064",0.516160896460148
"612","2013","1265",2,1,"December 31, 2013","OTTAWA",66,41,1.60975609756098,0,4,"988064",0.66797292483078
"613","2013","1265",4,1,"December 31, 2013","OTTAWA",47,22,2.13636363636364,0,4,"988064",0.475677688894647
"614","2013","1265",5,3,"December 31, 2013","OTTAWA",262,42,6.23809523809524,4.97619047619048,4,"988064",2.65165009554037
"615","2014","0140",1,1,"December 31, 2014","CALGARY",366,366,1,0,4,"1410896.5",2.59409531457481
"616","2014","0140",2,1,"December 31, 2014","CALGARY",60,37,1.62162162162162,0,4,"1410896.5",0.425261526979477
"617","2014","0140",4,1,"December 31, 2014","CALGARY",2,1,2,0,4,"1410896.5",0.0141753842326492
"618","2014","0140",4,3,"December 31, 2014","CALGARY",22,12,1.83333333333333,0.166666666666667,4,"1410896.5",0.155929226559142
"619","2014","0140",5,3,"December 31, 2014","CALGARY",1,1,1,2,4,"1410896.5",0.00708769211632462
"620","2014","0610",1,1,"December 31, 2014","HAMILTON",67,67,1,0,4,"760420.875",0.881091014236031
"621","2014","0610",1,3,"December 31, 2014","HAMILTON",2,2,1,0,4,"760420.875",0.0263012243055532
"622","2014","0610",2,1,"December 31, 2014","HAMILTON",1,1,1,0,4,"760420.875",0.0131506121527766
"623","2014","0610",4,1,"December 31, 2014","HAMILTON",14,6,2.33333333333333,0,4,"760420.875",0.184108570138872
"624","2014","0610",4,3,"December 31, 2014","HAMILTON",5,1,5,0,4,"760420.875",0.0657530607638829
"625","2014","0610",5,3,"December 31, 2014","HAMILTON",3,1,3,1,4,"760420.875",0.0394518364583297
"626","2014","1060",1,1,"December 31, 2014","MONTRÉAL",366,366,1,0,4,"4106326.0600000005",0.8913076912358
"627","2014","1060",2,1,"December 31, 2014","MONTRÉAL",230,185,1.24324324324324,0,4,"4106326.0600000005",0.560111390667306
"628","2014","1060",4,1,"December 31, 2014","MONTRÉAL",178,90,1.97777777777778,0,4,"4106326.0600000005",0.433477511038176
"629","2014","1060",4,3,"December 31, 2014","MONTRÉAL",42,17,2.47058823529412,0,4,"4106326.0600000005",0.102281210469682
"630","2014","1060",5,1,"December 31, 2014","MONTRÉAL",6,5,1.2,1.8,4,"4106326.0600000005",0.0146116014956689
"631","2014","1060",5,3,"December 31, 2014","MONTRÉAL",2809,607,4.62767710049423,3.76112026359143,4,"4106326.0600000005",6.84066476688897
"632","2014","1265",1,1,"December 31, 2014","OTTAWA",72,72,1,0,4,"997494",0.721808852985582
"633","2014","1265",2,1,"December 31, 2014","OTTAWA",25,17,1.47058823529412,0,4,"997494",0.250628073953327
"634","2014","1265",4,1,"December 31, 2014","OTTAWA",76,36,2.11111111111111,0,4,"997494",0.761909344818114
"635","2014","1265",4,3,"December 31, 2014","OTTAWA",3,1,3,0,4,"997494",0.0300753688743992
"636","2014","1265",5,3,"December 31, 2014","OTTAWA",379,41,9.24390243902439,5.73170731707317,4,"997494",3.79952160113244
"637","2015","0140",1,1,"December 31, 2015","CALGARY",358,358,1,0,4,"1435513.8099999998",2.49388057088772
"638","2015","0140",2,1,"December 31, 2015","CALGARY",122,79,1.54430379746835,0,4,"1435513.8099999998",0.849869915218719
"639","2015","0140",2,3,"December 31, 2015","CALGARY",5,3,1.66666666666667,0,4,"1435513.8099999998",0.0348307342302754
"640","2015","0140",4,1,"December 31, 2015","CALGARY",1,1,1,0,4,"1435513.8099999998",0.00696614684605507
"641","2015","0140",4,3,"December 31, 2015","CALGARY",101,41,2.46341463414634,0,4,"1435513.8099999998",0.703580831451562
"642","2015","0140",5,3,"December 31, 2015","CALGARY",220,21,10.4761904761905,3.95238095238095,4,"1435513.8099999998",1.53255230613212
"643","2015","0610",1,1,"December 31, 2015","HAMILTON",109,109,1,0,4,"767935.969",1.41938917305747
"644","2015","0610",1,3,"December 31, 2015","HAMILTON",1,1,1,0,4,"767935.969",0.0130219190188759
"645","2015","0610",2,1,"December 31, 2015","HAMILTON",1,1,1,0,4,"767935.969",0.0130219190188759
"646","2015","0610",4,1,"December 31, 2015","HAMILTON",137,35,3.91428571428571,0,4,"767935.969",1.784002905586
"647","2015","0610",4,3,"December 31, 2015","HAMILTON",36,11,3.27272727272727,0,4,"767935.969",0.468789084679533
"648","2015","0610",5,3,"December 31, 2015","HAMILTON",3,1,3,1,4,"767935.969",0.0390657570566277
"649","2015","1060",1,1,"December 31, 2015","MONTRÉAL",365,365,1,0,4,"4134516.91",0.882811723703894
"650","2015","1060",2,1,"December 31, 2015","MONTRÉAL",200,154,1.2987012987013,0,4,"4134516.91",0.4837324513446
"651","2015","1060",4,1,"December 31, 2015","MONTRÉAL",191,106,1.80188679245283,0,4,"4134516.91",0.461964491034093
