reference_period,metro,metcode,FSA,total_starts,num_structures,starts_accsuite,starts_no_accsuite,unitsperstructure,avgstorycount,avgpermit_to_start_time
1988,Calgary,0140,nan,2530.0,2273,,,1.0,0.0,0.27
1988,Calgary,0140,,32.0,30,,,1.0,0.0,0.1
1989,Calgary,0140,,162.0,29,,,6.0,0.0,0.28
1989,Calgary,0140,nan,6066.0,5451,,,1.0,0.0,0.38
1990,Calgary,0140,nan,6857.0,5752,,,1.0,0.0,0.51
1990,Calgary,0140,,147.0,62,,,2.0,0.0,1.05
1991,Calgary,0140,,39.0,32,,,1.0,0.0,0.31
1991,Calgary,0140,nan,4711.0,4284,,,1.0,0.0,0.38
1992,Calgary,0140,,9.0,8,,,1.0,0.0,1.0
1992,Calgary,0140,nan,7025.0,6256,,,1.0,0.0,0.28
1993,Calgary,0140,nan,6528.0,5574,,,1.0,0.0,0.29
1993,Calgary,0140,,101.0,2,,,51.0,0.0,6.5
1994,Calgary,0140,,2.0,2,,,1.0,0.0,0.0
1994,Calgary,0140,nan,6875.0,5538,,,1.0,0.0,0.33
1995,Calgary,0140,,2.0,2,,,1.0,0.0,0.0
1995,Calgary,0140,nan,5683.0,4617,,,1.0,0.0,0.27
1996,Calgary,0140,,3.0,3,,,1.0,0.0,4.0
1996,Calgary,0140,nan,7108.0,6125,,,1.0,0.0,0.42
1997,Calgary,0140,,1.0,1,,,1.0,0.0,4.0
1997,Calgary,0140,nan,11214.0,9155,,,1.0,0.0,0.31
1998,Calgary,0140,T2E,1.0,1,,,1.0,0.0,0.0
1998,Calgary,0140,nan,12488.0,9737,,,1.0,0.0,0.3
1998,Calgary,0140,,6.0,6,,,1.0,0.0,0.17
1999,Calgary,0140,nan,10578.0,7093,,,1.0,0.01,0.29
1999,Calgary,0140,,22.0,16,,,1.0,0.0,3.94
2000,Calgary,0140,T2T,10.0,1,,,10.0,0.0,16.0
2000,Calgary,0140,,7.0,6,,,1.0,0.0,1.67
2000,Calgary,0140,nan,11076.0,7280,,,2.0,0.01,0.31
2001,Calgary,0140,nan,11347.0,8138,,,1.0,0.0,0.31
2001,Calgary,0140,,2.0,2,,,1.0,0.0,11.0
2002,Calgary,0140,T2N,1.0,1,,,1.0,0.0,0.0
2002,Calgary,0140,T2V,1.0,1,,,1.0,0.0,0.0
2002,Calgary,0140,nan,14331.0,10071,,,1.0,0.0,0.37
2002,Calgary,0140,,6.0,3,,,2.0,0.0,8.33
2003,Calgary,0140,nan,13564.0,9231,,,1.0,0.0,0.43
2003,Calgary,0140,T2S,1.0,1,,,1.0,0.0,1.0
2003,Calgary,0140,T2E,8.0,1,,,8.0,0.0,6.0
2003,Calgary,0140,,66.0,4,,,17.0,0.0,0.0
2003,Calgary,0140,T2T,3.0,2,,,2.0,0.0,0.5
2004,Calgary,0140,T2H,1.0,1,,,1.0,0.0,1.0
2004,Calgary,0140,T2T,10.0,9,,,1.0,0.0,0.22
2004,Calgary,0140,T2C,154.0,3,,,51.0,0.0,5.67
2004,Calgary,0140,T2N,21.0,13,,,2.0,0.0,0.69
2004,Calgary,0140,nan,12428.0,8872,,,1.0,0.0,0.37
2004,Calgary,0140,T2L,1.0,1,,,1.0,0.0,2.0
2004,Calgary,0140,T2B,8.0,2,,,4.0,0.0,4.0
2004,Calgary,0140,T2R,351.0,1,,,351.0,0.0,2.0
2004,Calgary,0140,T2S,3.0,3,,,1.0,0.0,0.0
2004,Calgary,0140,T2W,6.0,1,,,6.0,0.0,6.0
2004,Calgary,0140,T3B,3.0,2,,,2.0,0.0,5.5
2004,Calgary,0140,T3C,2.0,2,,,1.0,0.0,1.0
2004,Calgary,0140,T3E,250.0,1,,,250.0,0.0,2.0
2004,Calgary,0140,T2E,139.0,6,,,23.0,0.0,2.0
2004,Calgary,0140,T2G,366.0,3,,,122.0,0.0,3.33
2004,Calgary,0140,T2P,201.0,3,,,67.0,0.0,10.0
2004,Calgary,0140,T2M,2.0,2,,,1.0,0.0,0.0
2004,Calgary,0140,,51.0,8,,,6.0,0.0,2.25
2004,Calgary,0140,T2Y,7.0,4,,,2.0,0.0,8.5
2004,Calgary,0140,T3H,2.0,2,,,1.0,0.0,1.0
2004,Calgary,0140,T2V,2.0,2,,,1.0,0.0,1.0
2005,Calgary,0140,T2E,201.0,67,,,3.0,0.0,0.72
2005,Calgary,0140,T3H,4.0,4,,,1.0,0.0,5.0
2005,Calgary,0140,T2B,24.0,6,,,4.0,0.0,9.0
2005,Calgary,0140,T2H,71.0,12,,,6.0,0.0,0.75
2005,Calgary,0140,T2Y,67.0,56,,,1.0,0.0,1.32
2005,Calgary,0140,T2J,261.0,5,,,52.0,0.0,1.4
2005,Calgary,0140,T2M,59.0,39,,,2.0,0.0,0.41
2005,Calgary,0140,T2W,12.0,2,,,6.0,0.0,14.0
2005,Calgary,0140,T2C,280.0,63,,,4.0,0.0,0.87
2005,Calgary,0140,T2R,168.0,2,,,84.0,0.0,2.0
2005,Calgary,0140,T2V,32.0,25,,,1.0,0.0,0.32
2005,Calgary,0140,T3C,202.0,15,,,13.0,0.0,0.67
2005,Calgary,0140,,8.0,6,,,1.0,0.0,1.5
2005,Calgary,0140,T2K,8.0,6,,,1.0,0.0,0.67
2005,Calgary,0140,T3B,10.0,7,,,1.0,0.0,2.14
2005,Calgary,0140,T4C,1.0,1,,,1.0,0.0,0.0
2005,Calgary,0140,nan,11354.0,8843,,,1.0,0.0,0.43
2005,Calgary,0140,T2A,12.0,2,,,6.0,0.0,8.5
2005,Calgary,0140,T3E,218.0,82,,,3.0,0.0,0.49
2005,Calgary,0140,T2S,19.0,19,,,1.0,0.0,0.95
2005,Calgary,0140,T2X,7.0,1,,,7.0,0.0,11.0
2005,Calgary,0140,T3A,2.0,2,,,1.0,0.0,0.0
2005,Calgary,0140,T2G,188.0,12,,,16.0,0.0,1.08
2005,Calgary,0140,T2L,4.0,4,,,1.0,0.0,1.5
2005,Calgary,0140,T2T,266.0,105,,,3.0,0.0,0.54
2005,Calgary,0140,T2N,145.0,95,,,2.0,0.0,0.29
2005,Calgary,0140,T2P,44.0,1,,,44.0,0.0,7.0
2006,Calgary,0140,T2J,241.0,2,,,121.0,0.0,0.5
2006,Calgary,0140,T2E,238.0,96,,,2.0,0.02,0.98
2006,Calgary,0140,T2C,618.0,368,,,2.0,0.0,0.61
2006,Calgary,0140,T2P,181.0,1,,,181.0,0.0,6.0
2006,Calgary,0140,T2G,564.0,16,,,35.0,0.0,1.06
2006,Calgary,0140,T2H,372.0,7,,,53.0,3.0,2.71
2006,Calgary,0140,T2V,66.0,39,,,2.0,0.0,0.97
2006,Calgary,0140,T3E,218.0,127,,,2.0,0.0,0.76
2006,Calgary,0140,T1Y,1.0,1,,,1.0,0.0,0.0
2006,Calgary,0140,T2L,7.0,7,,,1.0,0.0,1.0
2006,Calgary,0140,T2T,254.0,128,,,2.0,0.0,0.45
2006,Calgary,0140,T2B,11.0,6,,,2.0,0.0,0.83
2006,Calgary,0140,T2Y,86.0,78,,,1.0,0.0,1.31
2006,Calgary,0140,T3B,18.0,14,,,1.0,0.0,0.5
2006,Calgary,0140,nan,13160.0,10181,,,1.0,0.0,0.94
2006,Calgary,0140,T2X,2.0,2,,,1.0,0.0,3.0
2006,Calgary,0140,T2M,85.0,51,,,2.0,0.0,0.71
2006,Calgary,0140,T2S,24.0,24,,,1.0,0.0,0.88
2006,Calgary,0140,T3C,283.0,25,,,11.0,0.0,0.6
2006,Calgary,0140,T2R,294.0,2,,,147.0,9.5,2.5
2006,Calgary,0140,T2N,223.0,115,,,2.0,0.0,0.62
2006,Calgary,0140,T2K,95.0,13,,,7.0,0.0,3.92
2006,Calgary,0140,T3A,5.0,5,,,1.0,0.0,0.2
2007,Calgary,0140,T2L,16.0,12,,,1.0,0.0,1.58
2007,Calgary,0140,T3B,65.0,46,,,1.0,0.0,1.52
2007,Calgary,0140,T2R,141.0,1,,,141.0,0.0,8.0
2007,Calgary,0140,T3A,1.0,1,,,1.0,0.0,1.0
2007,Calgary,0140,T3J,15.0,15,,,1.0,0.0,0.0
2007,Calgary,0140,T2Y,171.0,13,,,13.0,0.0,3.69
2007,Calgary,0140,T2C,334.0,279,,,1.0,0.0,0.82
2007,Calgary,0140,T2K,10.0,6,,,2.0,0.0,0.17
2007,Calgary,0140,T2M,58.0,39,,,1.0,0.0,0.41
2007,Calgary,0140,T2S,16.0,16,,,1.0,0.0,0.19
2007,Calgary,0140,T3G,1.0,1,,,1.0,0.0,0.0
2007,Calgary,0140,T2A,78.0,10,,,8.0,0.0,0.1
2007,Calgary,0140,T3E,263.0,141,,,2.0,0.01,0.92
2007,Calgary,0140,T4C,216.0,204,,,1.0,0.0,0.45
2007,Calgary,0140,T3H,5.0,2,,,3.0,0.0,
2007,Calgary,0140,T1Y,68.0,5,,,14.0,0.0,0.8
2007,Calgary,0140,T0M,5.0,5,,,1.0,0.0,3.2
2007,Calgary,0140,T2E,172.0,61,,,3.0,0.0,1.15
2007,Calgary,0140,T2X,65.0,2,,,33.0,0.0,2.5
2007,Calgary,0140,T3C,135.0,24,,,6.0,0.0,0.58
2007,Calgary,0140,T2P,30.0,1,,,30.0,0.0,6.0
2007,Calgary,0140,T2G,716.0,20,,,36.0,0.0,2.58
2007,Calgary,0140,T2T,236.0,123,,,2.0,0.02,0.69
2007,Calgary,0140,nan,10130.0,7385,,,1.0,0.0,0.8
2007,Calgary,0140,T0L,3.0,3,,,1.0,0.0,1.67
2007,Calgary,0140,T2B,31.0,31,,,1.0,0.0,0.0
2007,Calgary,0140,T2H,375.0,4,,,94.0,0.0,1.75
2007,Calgary,0140,T2J,4.0,4,,,1.0,0.0,0.25
2007,Calgary,0140,T2N,121.0,90,,,1.0,0.0,0.41
2007,Calgary,0140,T2V,24.0,23,,,1.0,0.0,0.68
2008,Calgary,0140,T3J,52.0,52,,,1.0,0.0,0.12
2008,Calgary,0140,T2B,168.0,23,,,7.0,0.13,0.27
2008,Calgary,0140,T2E,238.0,47,,,5.0,0.0,2.17
2008,Calgary,0140,T2M,86.0,47,,,2.0,0.0,1.07
2008,Calgary,0140,T2A,94.0,2,,,47.0,0.0,2.0
2008,Calgary,0140,T2K,17.0,10,,,2.0,0.0,1.4
2008,Calgary,0140,T2J,1.0,1,,,1.0,0.0,0.0
2008,Calgary,0140,T2Y,329.0,16,,,21.0,0.0,1.53
2008,Calgary,0140,T3C,192.0,15,,,13.0,2.13,1.71
2008,Calgary,0140,T2N,225.0,77,,,3.0,0.0,0.86
2008,Calgary,0140,T0M,3.0,3,,,1.0,0.0,0.33
2008,Calgary,0140,T2L,3.0,3,,,1.0,0.0,1.33
2008,Calgary,0140,T2S,11.0,10,,,1.0,0.0,1.11
2008,Calgary,0140,T3A,6.0,1,,,6.0,0.0,2.0
2008,Calgary,0140,T3B,92.0,20,,,5.0,0.15,0.72
2008,Calgary,0140,nan,5244.0,3995,,,1.0,0.01,0.73
2008,Calgary,0140,T4C,575.0,269,,,2.0,0.0,0.59
2008,Calgary,0140,T3E,144.0,75,,,2.0,0.0,1.07
2008,Calgary,0140,T3G,56.0,1,,,56.0,0.0,12.0
2008,Calgary,0140,T2T,193.0,85,,,2.0,0.09,1.11
2008,Calgary,0140,T2W,1.0,1,,,1.0,0.0,0.0
2008,Calgary,0140,T3K,20.0,1,,,20.0,0.0,15.0
2008,Calgary,0140,T2C,159.0,102,,,2.0,0.0,0.41
2008,Calgary,0140,T2H,101.0,3,,,34.0,0.0,2.0
2008,Calgary,0140,T2R,189.0,1,,,189.0,27.0,14.0
2008,Calgary,0140,T2V,26.0,24,,,1.0,0.0,1.09
2008,Calgary,0140,T2G,1442.0,16,,,90.0,3.38,3.81
2008,Calgary,0140,T2P,1771.0,8,,,221.0,12.13,13.17
2009,Calgary,0140,T2E,96.0,39,,,2.0,0.0,0.67
2009,Calgary,0140,T2V,14.0,13,,,1.0,0.0,0.67
2009,Calgary,0140,T2S,10.0,10,,,1.0,0.0,1.8
2009,Calgary,0140,T2C,206.0,145,,,1.0,0.0,0.72
2009,Calgary,0140,T4B,1.0,1,,,1.0,0.0,0.0
2009,Calgary,0140,T4C,439.0,302,,,1.0,0.0,0.64
2009,Calgary,0140,nan,5099.0,4405,,,1.0,0.0,0.84
2009,Calgary,0140,T1Y,1.0,1,,,1.0,0.0,0.0
2009,Calgary,0140,T2K,14.0,8,,,2.0,0.0,2.25
2009,Calgary,0140,T2H,6.0,6,,,1.0,0.0,2.83
2009,Calgary,0140,T2W,7.0,7,,,1.0,0.0,1.0
2009,Calgary,0140,T3E,101.0,33,,,3.0,0.0,1.34
2009,Calgary,0140,T2J,2.0,2,,,1.0,0.0,1.5
2009,Calgary,0140,T2M,28.0,22,,,1.0,0.0,0.48
2009,Calgary,0140,T3J,79.0,79,,,1.0,0.0,0.72
2009,Calgary,0140,T2L,1.0,1,,,1.0,0.0,0.0
2009,Calgary,0140,T0L,7.0,7,,,1.0,0.0,0.57
2009,Calgary,0140,T2B,11.0,11,,,1.0,0.0,0.55
2009,Calgary,0140,T2Y,25.0,25,,,1.0,0.0,1.08
2009,Calgary,0140,T2A,1.0,1,,,1.0,0.0,1.0
2009,Calgary,0140,T2N,45.0,39,,,1.0,0.0,1.42
2009,Calgary,0140,T3C,11.0,9,,,1.0,0.0,0.78
2009,Calgary,0140,T3B,15.0,10,,,2.0,0.0,2.4
2009,Calgary,0140,T0M,3.0,3,,,1.0,0.0,0.33
2009,Calgary,0140,T2G,17.0,11,,,2.0,0.0,5.82
2009,Calgary,0140,T2T,79.0,49,,,2.0,0.0,1.04
2010,Calgary,0140,T2L,5.0,5,,5.0,1.0,0.0,1.2
2010,Calgary,0140,T2M,92.0,71,,92.0,1.0,0.0,0.91
2010,Calgary,0140,T2W,1.0,1,,1.0,1.0,0.0,0.0
2010,Calgary,0140,T0M,11.0,11,,11.0,1.0,0.0,0.09
2010,Calgary,0140,T3J,31.0,31,,31.0,1.0,0.0,0.84
2010,Calgary,0140,T2R,214.0,1,,214.0,214.0,28.0,26.0
2010,Calgary,0140,T2V,37.0,31,,37.0,1.0,0.0,0.48
2010,Calgary,0140,T0L,17.0,17,,17.0,1.0,0.0,0.18
2010,Calgary,0140,T2J,1.0,1,,1.0,1.0,0.0,0.0
2010,Calgary,0140,T2N,132.0,103,,132.0,1.0,0.0,0.58
2010,Calgary,0140,T2Y,14.0,14,,14.0,1.0,0.0,0.07
2010,Calgary,0140,T3A,15.0,15,,15.0,1.0,0.0,0.0
2010,Calgary,0140,T2G,21.0,20,,21.0,1.0,0.0,0.3
2010,Calgary,0140,T3B,56.0,30,,56.0,2.0,0.0,0.47
2010,Calgary,0140,T3C,32.0,23,,32.0,1.0,0.0,0.17
2010,Calgary,0140,T2H,323.0,7,,323.0,46.0,2.0,1.17
2010,Calgary,0140,T2T,217.0,124,,217.0,2.0,0.04,0.84
2010,Calgary,0140,T2A,12.0,6,,12.0,2.0,0.0,0.67
2010,Calgary,0140,T2E,106.0,59,,106.0,2.0,0.0,0.71
2010,Calgary,0140,T2C,368.0,207,,368.0,2.0,0.0,0.72
2010,Calgary,0140,T4B,10.0,10,,10.0,1.0,0.0,1.3
2010,Calgary,0140,T2K,8.0,6,,8.0,1.0,0.0,0.67
2010,Calgary,0140,T3E,170.0,77,,170.0,2.0,0.0,2.13
2010,Calgary,0140,T2B,20.0,20,,20.0,1.0,0.0,0.45
2010,Calgary,0140,T2S,12.0,12,,12.0,1.0,0.0,0.42
2010,Calgary,0140,T4C,503.0,388,,503.0,1.0,0.0,0.66
2010,Calgary,0140,nan,6834.0,5206,,6834.0,1.0,0.0,0.6
2011,Calgary,0140,T2K,16.0,12,,16.0,1.0,0.0,0.25
2011,Calgary,0140,T2J,3.0,3,,3.0,1.0,0.0,1.67
2011,Calgary,0140,T3B,80.0,29,,80.0,3.0,0.0,0.26
2011,Calgary,0140,T2Z,1.0,1,,1.0,1.0,0.0,2.0
2011,Calgary,0140,T4C,393.0,329,,393.0,1.0,0.0,0.53
2011,Calgary,0140,T0M,7.0,7,,7.0,1.0,0.0,0.0
2011,Calgary,0140,T1X,67.0,67,,67.0,1.0,0.0,0.27
2011,Calgary,0140,T3H,3.0,3,,3.0,1.0,0.0,1.33
2011,Calgary,0140,T3J,17.0,17,,17.0,1.0,0.0,0.0
2011,Calgary,0140,T2V,48.0,34,,48.0,1.0,0.06,0.5
2011,Calgary,0140,T2Y,13.0,13,,13.0,1.0,0.0,0.69
2011,Calgary,0140,T2E,514.0,80,,514.0,6.0,0.08,0.5
2011,Calgary,0140,T2N,310.0,96,,310.0,3.0,0.0,0.46
2011,Calgary,0140,T2B,1.0,1,,1.0,1.0,0.0,0.0
2011,Calgary,0140,T2W,1.0,1,,1.0,1.0,0.0,0.0
2011,Calgary,0140,T2R,4.0,1,,4.0,4.0,0.0,0.0
2011,Calgary,0140,T2G,92.0,12,,92.0,8.0,0.0,0.67
2011,Calgary,0140,nan,6444.0,4357,,6444.0,1.0,0.0,0.53
2011,Calgary,0140,T3E,175.0,109,,175.0,2.0,0.02,0.39
2011,Calgary,0140,T2T,210.0,134,,210.0,2.0,0.0,0.57
2011,Calgary,0140,T3G,4.0,4,,4.0,1.0,0.0,0.5
2011,Calgary,0140,T4B,18.0,18,,18.0,1.0,0.0,1.44
2011,Calgary,0140,T0L,9.0,9,,9.0,1.0,0.0,0.0
2011,Calgary,0140,T2A,2.0,1,,2.0,2.0,0.0,2.0
2011,Calgary,0140,T2H,11.0,10,,11.0,1.0,0.0,0.9
2011,Calgary,0140,T3C,33.0,25,,33.0,1.0,0.0,0.32
2011,Calgary,0140,T2M,125.0,51,,125.0,2.0,0.0,0.84
2011,Calgary,0140,T2S,21.0,21,,21.0,1.0,0.0,0.19
2011,Calgary,0140,T2L,5.0,5,,5.0,1.0,0.0,0.6
2011,Calgary,0140,T3A,40.0,40,,40.0,1.0,0.0,0.48
2011,Calgary,0140,T2C,606.0,292,,606.0,2.0,0.01,0.54
2011,Calgary,0140,T3R,19.0,19,,19.0,1.0,0.0,0.26
2012,Calgary,0140,T2J,197.0,112,,197.0,2.0,0.0,0.65
2012,Calgary,0140,T3B,328.0,119,,328.0,3.0,0.03,0.58
2012,Calgary,0140,T3K,383.0,240,,383.0,2.0,0.02,0.42
2012,Calgary,0140,T2N,254.0,112,,254.0,2.0,0.15,0.55
2012,Calgary,0140,T3L,6.0,4,,6.0,2.0,0.0,0.75
2012,Calgary,0140,T2G,206.0,13,,206.0,16.0,0.31,1.33
2012,Calgary,0140,T2M,169.0,59,,169.0,3.0,0.0,0.27
2012,Calgary,0140,T3S,1.0,1,,1.0,1.0,0.0,0.0
2012,Calgary,0140,T4A,105.0,3,,105.0,35.0,2.67,0.0
2012,Calgary,0140,T2C,69.0,26,,69.0,3.0,0.19,0.88
2012,Calgary,0140,T2B,141.0,4,,141.0,35.0,1.0,1.5
2012,Calgary,0140,T2K,18.0,14,,18.0,1.0,0.0,0.14
2012,Calgary,0140,T2P,168.0,1,,168.0,168.0,12.0,3.0
2012,Calgary,0140,T2Z,1253.0,557,,1253.0,2.0,0.02,0.39
2012,Calgary,0140,T3G,98.0,77,,98.0,1.0,0.0,0.6
2012,Calgary,0140,T3C,144.0,27,,144.0,5.0,0.0,0.26
2012,Calgary,0140,T0M,11.0,11,,11.0,1.0,0.0,0.55
2012,Calgary,0140,T3P,705.0,490,,705.0,1.0,0.0,0.35
2012,Calgary,0140,T3H,741.0,606,,741.0,1.0,0.0,0.23
2012,Calgary,0140,T1X,353.0,214,,353.0,2.0,0.06,0.25
2012,Calgary,0140,T2V,178.0,41,,178.0,4.0,0.0,0.49
2012,Calgary,0140,T3N,880.0,459,,880.0,2.0,0.02,0.41
2012,Calgary,0140,T3Z,58.0,58,,58.0,1.0,0.0,0.26
2012,Calgary,0140,T4C,511.0,389,,511.0,1.0,0.0,0.47
2012,Calgary,0140,T0L,49.0,49,,49.0,1.0,0.0,0.16
2012,Calgary,0140,T2T,344.0,150,,344.0,2.0,0.03,0.41
2012,Calgary,0140,T2X,324.0,263,,324.0,1.0,0.0,0.43
2012,Calgary,0140,T3J,152.0,41,,152.0,4.0,0.0,0.08
2012,Calgary,0140,T2E,315.0,115,,315.0,3.0,0.02,0.52
2012,Calgary,0140,T2Y,82.0,70,,82.0,1.0,0.0,2.84
2012,Calgary,0140,T3A,42.0,42,,42.0,1.0,0.0,0.4
2012,Calgary,0140,T3E,179.0,109,,179.0,2.0,0.04,0.41
2012,Calgary,0140,T3M,1493.0,1093,,1493.0,1.0,0.01,0.35
2012,Calgary,0140,T2A,132.0,2,,132.0,66.0,0.0,2.0
2012,Calgary,0140,T2H,10.0,8,,10.0,1.0,0.0,0.63
2012,Calgary,0140,T2L,438.0,8,,438.0,55.0,0.0,0.17
2012,Calgary,0140,T4B,281.0,20,,281.0,14.0,0.2,1.11
2012,Calgary,0140,T2R,385.0,2,,385.0,193.0,14.5,
2012,Calgary,0140,T3R,486.0,444,,486.0,1.0,0.0,0.2
2012,Calgary,0140,nan,1134.0,826,,1134.0,1.0,0.01,0.53
2012,Calgary,0140,T2S,18.0,18,,18.0,1.0,0.0,0.56
2013,Calgary,0140,T2G,447.0,17,,447.0,26.0,3.06,2.33
2013,Calgary,0140,T3M,1677.0,1239,,1677.0,1.0,0.01,0.29
2013,Calgary,0140,T2C,205.0,26,,205.0,8.0,0.38,0.69
2013,Calgary,0140,T2M,172.0,87,,172.0,2.0,0.0,0.41
2013,Calgary,0140,T2V,34.0,26,,34.0,1.0,0.0,0.5
2013,Calgary,0140,T2Y,62.0,61,,62.0,1.0,0.0,1.98
2013,Calgary,0140,T3R,932.0,605,,932.0,2.0,0.01,0.24
2013,Calgary,0140,T2E,195.0,97,,195.0,2.0,0.06,0.73
2013,Calgary,0140,T2L,2.0,2,,2.0,1.0,0.0,1.0
2013,Calgary,0140,T3P,625.0,573,,625.0,1.0,0.0,0.23
2013,Calgary,0140,T2A,85.0,61,,85.0,1.0,0.0,0.61
2013,Calgary,0140,T3L,13.0,7,,13.0,2.0,0.0,7.29
2013,Calgary,0140,T3G,84.0,53,,84.0,2.0,0.0,1.04
2013,Calgary,0140,nan,1468.0,924,,1468.0,2.0,0.0,0.35
2013,Calgary,0140,T2X,634.0,419,,634.0,2.0,0.0,0.54
2013,Calgary,0140,T3H,535.0,401,,535.0,1.0,0.0,0.54
2013,Calgary,0140,T2H,14.0,6,,14.0,2.0,0.0,1.33
2013,Calgary,0140,T3E,194.0,109,,194.0,2.0,0.0,0.53
2013,Calgary,0140,T2R,440.0,3,,440.0,147.0,11.67,8.0
2013,Calgary,0140,T3A,51.0,40,,51.0,1.0,0.0,0.36
2013,Calgary,0140,T0M,18.0,18,,18.0,1.0,0.0,0.72
2013,Calgary,0140,T1Y,1.0,1,,1.0,1.0,0.0,0.0
2013,Calgary,0140,T3J,93.0,45,,93.0,2.0,0.0,0.14
2013,Calgary,0140,T2K,19.0,10,,19.0,2.0,0.0,0.33
2013,Calgary,0140,T2T,246.0,119,,246.0,2.0,0.03,0.53
2013,Calgary,0140,T2J,171.0,65,,171.0,3.0,0.0,0.44
2013,Calgary,0140,T3B,220.0,101,,220.0,2.0,0.08,0.51
2013,Calgary,0140,T3N,826.0,561,,826.0,1.0,0.01,0.21
2013,Calgary,0140,T2Z,879.0,439,,879.0,2.0,0.02,0.59
2013,Calgary,0140,T3Z,32.0,32,,32.0,1.0,0.0,0.16
2013,Calgary,0140,T1X,557.0,405,,557.0,1.0,0.02,0.37
2013,Calgary,0140,T2N,150.0,119,,150.0,1.0,0.02,0.56
2013,Calgary,0140,T2W,1.0,1,,1.0,1.0,0.0,0.0
2013,Calgary,0140,T3C,42.0,30,,42.0,1.0,0.0,0.67
2013,Calgary,0140,T4B,246.0,20,,246.0,12.0,0.0,1.5
2013,Calgary,0140,T2S,18.0,18,,18.0,1.0,0.0,0.78
2013,Calgary,0140,T0L,50.0,50,,50.0,1.0,0.0,0.17
2013,Calgary,0140,T3K,346.0,178,,346.0,2.0,0.02,0.56
2013,Calgary,0140,T4C,800.0,524,,800.0,2.0,0.01,0.58
2014,Calgary,0140,T2A,379.0,13,,379.0,29.0,1.54,1.33
2014,Calgary,0140,T2L,371.0,10,,371.0,37.0,3.0,0.25
2014,Calgary,0140,T2W,1.0,1,,1.0,1.0,0.0,1.0
2014,Calgary,0140,T3Z,32.0,32,,32.0,1.0,0.0,0.03
2014,Calgary,0140,T2Z,1001.0,400,,1001.0,3.0,0.04,0.62
2014,Calgary,0140,T4B,135.0,19,,135.0,7.0,0.42,0.05
2014,Calgary,0140,T2C,103.0,41,,103.0,3.0,0.0,1.75
2014,Calgary,0140,T2R,137.0,1,,137.0,137.0,0.0,0.0
2014,Calgary,0140,T3M,2533.0,1438,,2533.0,2.0,0.02,0.45
2014,Calgary,0140,T3P,524.0,442,,524.0,1.0,0.0,0.29
2014,Calgary,0140,T2K,41.0,23,,41.0,2.0,0.0,0.29
2014,Calgary,0140,T2P,836.0,4,,836.0,209.0,8.75,2.5
2014,Calgary,0140,T3A,137.0,37,,137.0,4.0,0.0,0.65
2014,Calgary,0140,T0M,53.0,45,,53.0,1.0,0.0,0.27
2014,Calgary,0140,T3B,312.0,78,,312.0,4.0,0.26,0.73
2014,Calgary,0140,T2G,768.0,27,,768.0,28.0,2.81,2.04
2014,Calgary,0140,T3C,60.0,32,,60.0,2.0,0.0,0.34
2014,Calgary,0140,T3J,14.0,14,,14.0,1.0,0.0,0.14
2014,Calgary,0140,T3H,425.0,309,,425.0,1.0,0.0,0.27
2014,Calgary,0140,T1X,518.0,456,,518.0,1.0,0.0,0.24
2014,Calgary,0140,T3N,1269.0,533,,1269.0,2.0,0.02,0.75
2014,Calgary,0140,T2E,846.0,158,,846.0,5.0,0.17,1.04
2014,Calgary,0140,T3K,236.0,134,,236.0,2.0,0.0,0.88
2014,Calgary,0140,T4C,893.0,598,,893.0,1.0,0.0,0.43
2014,Calgary,0140,T2M,180.0,94,,180.0,2.0,0.0,0.49
2014,Calgary,0140,T2Y,137.0,3,,137.0,46.0,1.33,1.0
2014,Calgary,0140,nan,1521.0,906,,1521.0,2.0,0.0,0.35
2014,Calgary,0140,T3E,323.0,150,,323.0,2.0,0.07,0.8
2014,Calgary,0140,T1Y,3.0,3,,3.0,1.0,0.0,1.33
2014,Calgary,0140,T0L,37.0,37,,37.0,1.0,0.0,0.09
2014,Calgary,0140,T3R,1307.0,665,,1307.0,2.0,0.02,0.4
2014,Calgary,0140,T2N,401.0,137,,401.0,3.0,0.03,0.96
2014,Calgary,0140,T2T,469.0,155,,469.0,3.0,0.15,0.7
2014,Calgary,0140,T2X,846.0,635,,846.0,1.0,0.0,0.63
2014,Calgary,0140,T3G,34.0,31,,34.0,1.0,0.0,0.11
2014,Calgary,0140,T2H,22.0,14,,22.0,2.0,0.0,0.57
2014,Calgary,0140,T2J,148.0,49,,148.0,3.0,0.06,0.82
2014,Calgary,0140,T2V,62.0,54,,62.0,1.0,0.0,0.54
2014,Calgary,0140,T2S,17.0,17,,17.0,1.0,0.0,1.0
2015,Calgary,0140,T0M,39.0,34,,39.0,1.0,0.0,0.32
2015,Calgary,0140,T2A,115.0,8,,115.0,14.0,0.5,5.0
2015,Calgary,0140,T2N,295.0,86,,295.0,3.0,0.31,0.74
2015,Calgary,0140,T3G,19.0,17,,19.0,1.0,0.0,0.13
2015,Calgary,0140,T4C,986.0,473,,986.0,2.0,0.02,0.77
2015,Calgary,0140,T3E,499.0,98,,499.0,5.0,0.21,0.88
2015,Calgary,0140,T2V,50.0,26,,50.0,2.0,0.12,1.23
2015,Calgary,0140,T3B,57.0,39,,57.0,1.0,0.0,0.38
2015,Calgary,0140,T3P,515.0,344,,515.0,1.0,0.01,0.52
